ID_PER,ap_reun_aut,ap_firma_pet,ap_resol_prob,ap_rec_part_pol,ap_protest,ap_toma_carr,ap_pinta,ap_busca_apoyo_osc,ap_acudir_medios,ap_presion_rs,ap_huelga
0600202.03.04,2,2,2,2,2,2,2,2,2,2,2
0600216.02.01,2,2,2,2,2,2,2,2,2,2,2
0600235.02.02,1,1,1,1,2,2,2,2,2,2,2
0600245.04.01,2,1,2,1,2,2,2,1,2,2,2
0600245.05.01,2,1,2,2,2,2,2,1,2,1,2
0600253.03.01,2,2,2,2,2,2,2,2,2,2,2
0600282.01.01,1,1,1,1,1,2,2,2,1,2,2
0600282.05.02,1,1,1,2,1,2,2,2,2,2,1
0600286.04.01,1,1,1,2,2,2,2,2,2,2,2
0600286.05.03,2,1,2,2,2,2,2,2,2,2,2
0600290.03.02,2,1,1,2,1,2,2,2,2,1,1
0600290.04.02,1,2,2,2,2,2,2,2,2,2,2
0600295.02.01,2,2,2,2,2,2,2,2,2,2,2
0600311.01.01,2,2,2,2,2,2,2,2,2,2,2
0600311.05.01,2,2,1,2,2,2,2,2,2,2,2
0600335.05.03,2,1,2,2,2,2,2,2,2,2,2
0600357.02.02,2,2,2,2,2,2,2,2,2,2,2
0600422.03.02,2,1,2,2,2,2,2,2,2,2,2
0600422.04.02,2,2,2,1,2,2,2,2,1,2,2
0600434.04.01,2,2,2,2,2,2,2,2,2,2,2
0600500.01.02,2,2,2,2,2,2,2,2,2,2,2
0600500.05.02,2,2,2,2,2,2,2,1,2,2,2
0600538.01.02,2,2,2,2,2,2,2,2,2,2,2
0600538.04.01,2,2,2,2,2,2,2,2,2,2,2
0600538.05.01,2,2,2,2,2,2,2,1,2,2,2
0600579.01.03,1,2,2,2,2,2,2,2,2,2,2
0600579.05.01,2,2,2,2,2,2,2,2,2,2,2
0600581.04.02,2,2,1,2,2,2,2,1,2,2,2
0600635.02.01,2,2,2,2,2,2,1,2,2,1,2
0600635.03.01,1,1,2,1,2,2,2,1,2,2,2
0600635.05.01,2,1,1,2,2,2,2,2,2,2,2
0600637.02.02,2,2,2,2,2,2,2,2,2,2,2
0600637.03.01,2,2,2,2,2,2,2,2,2,2,2
0600664.02.02,2,2,2,2,2,2,2,2,2,2,2
0600664.05.02,2,1,2,2,2,2,2,2,2,2,2
0600673.02.01,2,2,2,2,2,2,2,2,2,2,2
0600680.05.02,2,2,2,2,2,2,2,2,2,2,2
0600740.04.02,2,2,2,2,2,2,2,2,2,2,2
0600771.03.01,1,1,2,2,2,2,2,2,2,2,2
0600790.01.01,2,2,2,2,2,2,2,2,2,2,2
0600790.04.02,2,1,2,2,2,2,2,2,2,2,2
0600790.05.01,1,2,2,1,2,2,2,2,2,1,2
0600792.01.01,2,2,2,2,2,2,2,2,2,2,2
0600792.03.01,1,1,2,1,1,1,2,2,2,2,2
0600805.02.02,2,1,2,2,2,2,2,2,2,2,2
0600809.04.02,1,1,2,2,2,2,2,1,2,2,2
0600839.05.01,2,2,2,2,2,2,2,2,2,2,2
0600864.01.02,2,1,2,2,2,2,2,2,2,2,2
0600924.01.01,2,2,2,2,2,2,2,2,2,2,2
0600924.03.02,2,2,2,2,2,2,2,2,2,2,2
0600937.02.02,2,2,2,2,2,2,2,2,2,2,2
0600939.01.02,2,2,2,2,2,2,2,2,2,2,2
0600940.02.04,2,2,2,2,2,2,2,2,2,2,2
0600940.03.04,1,2,2,2,2,2,2,2,2,2,2
0600961.01.01,2,1,2,2,2,2,2,2,2,2,2
0600989.04.02,2,2,2,2,2,2,2,2,2,2,2
0601042.05.02,2,2,2,2,2,2,2,2,2,2,2
0601044.03.02,2,2,2,2,2,2,2,2,2,2,2
0601062.05.01,2,2,1,1,2,2,2,2,2,2,2
0601068.04.01,2,2,2,2,2,2,2,2,2,2,2
0601068.05.01,2,2,2,2,1,2,2,2,2,1,2
0601114.02.03,2,2,2,2,2,2,2,2,2,2,2
0601114.03.01,2,2,2,2,2,2,2,2,2,2,2
0601122.01.02,2,1,1,1,1,1,2,1,2,2,1
0601130.01.01,2,2,2,2,1,2,2,2,2,2,2
0601130.02.01,2,2,2,2,2,2,2,2,2,2,2
0601188.05.02,2,1,2,2,2,2,2,2,2,2,2
0601195.03.02,2,1,2,2,2,2,2,2,2,2,2
0601195.04.01,2,2,2,2,2,2,2,2,2,2,2
0601235.04.01,2,2,2,2,2,2,2,2,2,2,2
0601245.01.01,2,2,2,2,2,2,2,2,2,2,2
0601245.02.02,2,2,2,2,2,2,2,2,2,2,2
0601274.06.03,2,1,2,2,2,2,2,2,2,2,2
0601274.09.01,2,2,2,2,2,2,2,2,2,2,2
0601274.11.02,2,2,2,2,2,2,1,2,2,2,2
0601274.12.02,2,2,2,2,2,2,2,2,2,2,2
0601274.14.01,2,1,2,2,2,2,2,2,2,2,2
0601339.02.03,2,2,2,2,2,2,2,2,1,2,2
0601383.04.01,2,2,2,2,2,2,2,2,2,2,2
0601383.08.02,2,2,2,2,2,2,2,2,2,2,2
0601383.11.01,2,1,2,2,2,2,2,2,2,2,2
0601383.12.01,2,2,2,2,2,2,2,2,2,2,2
0601388.06.02,2,2,2,2,2,2,2,2,2,2,2
0601388.08.02,1,1,2,2,2,2,2,2,2,2,2
0601388.12.01,2,1,2,2,2,2,2,2,2,2,2
0601388.13.01,2,2,2,2,2,2,2,2,2,2,2
0601388.14.01,2,2,2,2,2,1,2,2,2,2,2
0601388.15.01,2,2,2,2,2,2,2,2,2,2,2
0601399.17.02,2,2,2,2,2,2,2,2,2,2,2
0601447.02.01,2,1,2,2,2,2,2,2,2,2,2
0601447.08.01,2,2,2,1,2,2,2,2,2,2,2
0601447.15.01,1,2,2,2,2,2,2,2,2,2,2
0601447.16.03,2,2,2,2,2,2,2,2,2,1,2
0601447.18.02,2,2,2,2,2,2,2,2,2,2,2
0601447.19.01,1,1,1,1,2,2,2,1,2,2,2
0601475.04.01,2,2,2,2,2,2,2,2,2,2,2
0601475.05.02,2,2,2,2,2,2,2,2,2,2,2
0601475.06.01,2,2,2,2,2,2,2,2,2,2,2
0601475.14.02,2,2,2,2,2,2,2,2,2,2,2
0601475.16.01,2,2,2,2,2,2,2,2,2,2,2
0601520.04.03,2,2,2,2,2,2,2,2,2,2,2
0601520.09.01,1,1,2,1,1,2,2,2,1,2,1
0601520.13.01,1,1,2,2,2,2,2,2,2,2,2
0601520.14.01,2,2,2,2,2,2,2,2,2,2,2
0601520.15.01,2,2,2,2,2,2,2,2,2,2,2
0601520.18.01,1,1,1,2,2,2,2,2,2,2,2
0601525.07.01,2,2,2,2,2,2,2,2,2,2,2
0601525.13.01,2,2,2,2,2,2,2,2,2,2,2
0601538.02.01,2,2,2,2,2,2,2,2,2,2,2
0601538.04.01,2,2,2,2,2,2,2,2,2,2,2
0601538.05.02,1,1,1,1,2,2,2,2,2,2,2
0601538.07.04,2,2,2,2,2,2,2,2,2,2,2
0601538.10.01,2,2,2,2,2,2,2,2,2,2,2
0601538.12.02,2,2,1,2,2,2,2,2,2,2,2
0601538.16.06,2,2,2,2,2,2,2,2,2,2,2
0660021.07.02,1,1,1,1,2,2,2,2,2,2,2
0660021.09.02,1,1,2,2,2,2,2,2,2,2,2
0660021.14.02,2,2,2,2,2,2,2,2,2,2,2
0660021.19.02,1,1,1,2,2,2,2,2,2,2,2
0660031.14.01,2,2,2,2,2,2,2,2,2,2,2
0660079.09.01,1,1,1,1,2,2,2,2,2,2,2
0660079.10.03,2,2,2,2,2,2,2,2,2,2,2
0660079.17.02,2,2,2,2,2,2,2,1,2,2,2
0660079.18.02,2,2,2,2,2,2,2,2,2,2,2
0660079.20.04,2,2,1,2,1,1,2,2,2,2,2
0660096.02.03,2,1,2,2,2,2,2,2,2,2,2
0660096.04.01,2,2,2,2,2,2,2,2,2,2,2
0660096.12.01,1,1,1,1,2,2,2,2,1,1,2
0660096.14.03,2,1,1,2,2,2,2,2,2,2,2
0660096.15.01,2,1,1,2,2,2,2,2,2,2,2
0700212.05.01,2,2,2,2,2,1,2,2,2,2,1
0700386.02.02,2,2,2,2,2,2,2,2,2,2,2
0700386.03.01,2,2,2,2,2,2,2,2,2,2,2
0700386.05.02,2,2,2,2,2,2,2,2,2,2,2
0700394.05.01,2,2,2,2,2,2,2,2,2,2,2
0700546.03.02,2,2,2,2,2,2,2,2,2,2,1
0700665.05.03,2,2,2,2,2,2,2,2,2,2,2
0700710.03.01,2,1,2,2,2,1,2,2,2,2,2
0700710.05.05,2,1,1,2,2,2,2,2,2,2,2
0700761.01.03,2,2,2,2,2,2,2,2,2,2,2
0700761.05.01,2,2,2,2,2,2,2,2,2,2,2
0700851.03.01,2,2,2,2,2,2,2,2,2,2,2
0700864.02.01,1,1,1,1,2,2,2,2,2,2,2
0700864.05.01,2,2,2,2,2,2,2,2,2,2,2
0700991.04.02,1,1,2,2,2,2,2,1,2,2,2
0701016.01.02,2,2,2,2,2,2,2,2,2,2,2
0701016.03.01,2,2,2,2,2,2,2,2,2,2,2
0701016.04.03,2,2,2,2,2,2,2,2,2,2,2
0701060.03.01,1,2,1,2,1,1,2,2,1,1,1
0701060.04.01,2,2,2,2,2,2,2,2,2,2,2
0701407.03.02,1,2,2,2,2,2,2,2,2,2,2
0701407.05.01,2,2,2,2,2,2,2,2,2,2,2
0701414.05.02,2,2,2,2,2,2,2,2,2,2,2
0701588.01.01,2,2,2,2,2,2,2,2,2,2,2
0701588.02.01,1,1,2,2,2,2,2,2,2,2,2
0701695.01.01,2,2,2,2,2,2,2,2,2,2,2
0701695.02.01,2,2,2,2,2,2,2,2,2,2,2
0701753.03.02,2,2,2,2,2,2,2,2,2,2,2
0701776.03.04,2,2,2,2,2,2,2,2,2,2,2
0701776.05.01,2,2,1,2,2,2,2,2,2,2,2
0701873.05.01,2,2,2,2,2,2,2,2,2,2,2
0701888.03.02,2,2,2,2,2,2,2,2,2,2,2
0701888.05.03,2,2,2,2,2,2,2,2,2,2,2
0701925.03.05,2,2,2,2,2,2,2,2,2,2,2
0701978.01.02,1,2,2,2,2,2,2,2,2,2,2
0702127.01.01,2,2,2,2,2,2,2,2,2,2,2
0702159.01.04,2,2,2,2,2,2,2,2,2,2,2
0702241.01.01,2,2,2,2,2,2,2,2,2,2,2
0702241.02.01,2,2,2,2,2,2,2,2,2,2,2
0702265.02.02,2,2,2,2,2,2,2,2,2,2,2
0702265.05.01,2,2,2,2,2,2,2,2,2,2,2
0702276.05.03,2,2,2,2,2,2,2,2,2,2,2
0702308.01.01,2,2,2,2,2,2,2,2,2,2,2
0702391.01.03,2,2,2,2,2,2,2,2,2,2,2
0702391.18.01,2,1,1,2,2,2,2,1,2,2,2
0702588.01.02,2,2,1,2,2,2,2,2,2,2,2
0702588.09.01,2,1,1,1,2,2,2,2,2,2,2
0702588.12.01,2,2,2,2,2,2,2,2,2,2,2
0702850.02.01,2,2,2,2,2,2,2,2,2,2,2
0702850.04.03,2,2,2,2,2,2,2,2,2,2,2
0702850.12.02,2,2,2,2,2,2,2,2,2,2,2
0702850.20.01,2,2,2,2,2,2,2,2,2,2,2
0702868.01.01,2,1,1,2,2,2,2,2,2,2,2
0702868.10.01,2,2,2,2,2,2,2,2,2,2,2
0702868.11.02,2,2,2,2,2,2,2,2,2,2,2
0702868.15.04,2,2,2,2,2,2,2,2,2,2,2
0702868.20.04,2,2,2,2,2,2,2,2,2,2,2
0703122.01.03,2,1,1,2,2,2,2,2,2,2,2
0703122.05.01,1,1,1,2,2,2,2,2,2,2,2
0703122.10.01,2,2,2,2,2,2,2,2,2,2,1
0703122.11.01,2,2,2,2,2,2,2,2,2,2,2
0703357.10.01,2,1,2,2,1,1,2,2,2,2,1
0703619.04.01,2,2,2,2,2,2,2,2,2,2,2
0703619.08.02,2,2,2,2,2,2,2,2,2,2,2
0703619.16.01,2,2,2,2,2,2,2,2,2,2,2
0703619.17.01,1,1,1,2,2,2,2,2,2,2,2
0703619.20.01,2,2,2,2,2,2,2,2,2,2,2
0703784.02.01,1,1,1,1,2,2,2,2,2,2,1
0703784.04.01,2,2,2,2,2,2,2,2,2,2,2
0703784.12.02,1,1,1,1,1,1,2,1,1,1,1
0703788.01.03,2,2,2,2,2,2,2,2,2,2,2
0703788.03.01,2,2,2,2,2,2,2,2,2,2,2
0703788.05.01,2,2,2,2,2,2,2,2,2,2,2
0703788.12.02,2,2,2,2,2,2,2,2,2,2,2
0703788.14.03,2,2,2,2,2,2,2,2,2,2,2
0703828.10.02,2,2,2,2,2,2,2,2,2,2,2
0703828.11.02,2,2,2,2,2,2,2,2,2,2,2
0703925.10.04,1,1,1,2,2,2,2,2,2,2,2
0704029.02.02,2,2,2,2,2,2,2,2,2,2,2
0704029.03.02,2,2,2,2,2,2,2,2,2,2,2
0704029.11.01,2,1,2,2,2,2,2,2,2,2,2
0704029.12.01,2,2,2,2,2,2,2,2,2,2,2
0704029.14.02,2,2,2,2,2,2,2,2,2,2,2
0704533.05.02,2,1,1,2,2,2,2,2,2,2,2
0704533.08.02,2,2,2,2,2,2,2,2,2,2,2
0704533.17.03,2,2,2,2,2,2,2,2,2,2,2
0704614.02.02,2,1,1,2,2,2,2,2,2,2,2
0760056.12.02,2,2,1,2,2,2,2,2,2,2,2
0760056.14.01,1,1,1,2,2,2,2,2,2,2,2
0760056.19.01,2,1,2,2,2,2,2,2,2,2,2
0760262.01.01,1,2,2,1,2,2,2,2,2,2,2
0760262.02.01,2,2,2,2,2,2,2,2,2,2,2
0760262.04.01,2,2,2,2,2,2,2,2,2,2,1
0760262.12.01,2,2,2,2,2,2,2,2,2,2,2
0760590.05.01,1,2,2,2,2,2,2,2,2,2,2
0760590.13.01,2,2,2,2,2,2,2,2,2,2,2
0760590.16.01,2,2,2,2,2,2,2,2,2,2,2
0761145.01.01,1,1,1,2,2,2,2,2,1,2,2
0761145.02.05,1,2,2,2,2,2,2,2,2,2,2
0761145.05.03,2,2,2,2,2,2,2,2,2,2,2
0761145.15.05,2,2,2,2,2,2,2,2,2,2,2
0761145.17.01,2,2,2,2,2,2,2,2,2,2,2
0761145.18.03,2,2,1,2,2,2,2,2,2,2,2
0761274.16.05,2,1,2,2,2,2,2,2,2,2,2
0761528.06.02,1,1,1,2,2,2,2,2,2,2,2
0761528.19.01,1,1,2,2,2,2,2,2,2,2,2
0761614.02.01,1,1,2,2,2,2,2,2,2,2,2
0761614.08.02,1,2,2,1,2,2,2,2,2,2,2
0761614.15.01,2,2,2,2,2,2,2,2,2,2,2
0761614.17.01,1,1,1,1,2,2,2,2,2,2,2
0761691.02.01,2,2,2,2,2,2,2,2,2,2,2
0761691.04.02,2,2,2,2,2,2,2,2,2,2,2
0761691.11.01,2,2,2,1,2,2,2,2,2,2,2
0761691.12.03,2,2,2,2,2,2,2,2,2,2,2
0761691.20.02,2,2,2,2,2,2,2,2,2,2,2
0761790.03.01,2,1,2,2,2,2,2,2,2,2,2
0761828.08.01,2,1,1,2,2,2,2,2,2,2,2
0761913.04.02,2,2,2,2,2,2,2,2,2,2,2
0761984.04.02,2,2,1,2,2,2,2,2,2,2,2
0762093.06.01,2,2,2,2,2,2,2,2,2,2,2
0762093.17.01,2,2,1,2,2,2,2,2,2,2,2
0762317.01.01,2,1,1,2,2,2,2,2,2,2,2
0762317.06.01,2,2,2,1,2,2,2,2,2,2,2
0762317.07.03,2,2,2,2,2,2,2,2,2,2,2
0762317.10.01,2,2,2,2,2,2,2,2,2,2,2
0762317.19.02,2,2,2,2,2,2,2,2,2,2,2
0762350.16.03,2,2,2,2,2,2,2,2,2,2,2
0762350.17.01,2,2,2,2,2,2,2,2,2,2,2
0762360.02.02,2,2,2,2,2,2,2,2,2,2,2
0762360.05.02,2,1,2,2,2,2,2,2,2,2,2
0762360.07.02,2,1,1,2,2,2,2,2,2,2,2
0762360.09.02,2,2,2,2,2,2,2,2,2,2,2
0762360.11.01,2,1,1,2,2,2,2,2,2,2,2
0762450.12.01,2,2,2,2,2,2,2,2,2,2,2
0762577.01.01,2,1,2,2,2,2,2,2,2,2,2
0762577.05.03,2,2,2,2,2,2,2,2,2,2,2
0762577.16.01,2,2,2,2,2,2,2,2,2,2,2
0800302.02.02,1,1,2,2,2,2,2,2,2,2,2
0800302.03.01,1,2,1,2,2,2,2,2,2,2,2
0800302.05.02,2,2,2,2,2,2,2,2,2,2,2
0800419.02.04,2,2,2,2,2,2,2,2,2,2,2
0800419.03.01,1,2,1,1,2,2,2,1,1,2,2
0800419.05.01,2,2,2,2,2,2,2,2,2,2,2
0800761.04.01,2,2,2,2,2,2,2,2,2,2,2
0800761.05.01,1,2,2,2,2,2,2,2,2,2,2
0800965.03.01,1,1,1,2,2,2,2,2,2,2,2
0801041.02.02,2,2,2,2,2,2,2,2,2,2,2
0801041.03.01,2,2,2,2,2,2,2,2,2,2,2
0801108.01.02,2,2,2,2,2,2,2,2,2,2,2
0801108.03.03,2,2,2,2,2,2,2,2,2,2,2
0801269.01.01,2,1,2,1,2,2,2,2,2,2,2
0801269.02.02,1,1,1,2,2,2,2,1,2,2,2
0801269.03.03,2,2,1,2,2,2,2,2,2,2,2
0801526.04.04,2,2,2,2,2,2,2,2,2,2,2
0801675.02.01,2,1,1,2,2,2,2,2,2,2,2
0801675.04.01,2,2,2,2,2,2,2,2,2,2,2
0801685.02.01,2,2,2,2,2,2,2,1,2,2,2
0801754.01.02,1,1,2,2,1,1,2,2,1,2,1
0801754.04.01,2,2,2,2,2,2,2,2,2,2,2
0801891.03.01,2,2,2,2,2,2,2,2,2,2,2
0801954.03.02,2,2,2,2,2,2,2,2,2,2,2
0802252.03.01,2,2,2,2,2,2,2,2,2,2,2
0802541.02.02,2,1,2,2,2,2,2,2,2,1,2
0802606.03.01,1,2,2,2,2,2,2,2,2,2,2
0802614.01.03,1,1,1,2,2,2,2,2,1,1,2
0802614.04.01,2,2,2,2,2,2,2,2,2,2,2
0802876.02.01,1,1,1,2,2,2,2,2,2,2,2
0802982.01.01,2,2,2,2,2,2,2,2,2,2,2
0803211.02.01,1,1,2,2,2,2,2,2,2,2,2
0803211.03.02,2,2,2,2,2,2,2,2,2,2,2
0803219.02.02,2,1,2,2,2,2,2,2,2,2,2
0803219.04.01,2,2,2,2,2,2,2,2,2,2,2
0803269.03.04,2,2,2,2,2,2,2,2,2,2,2
0803269.04.02,2,2,1,1,1,2,2,2,2,2,2
0803463.01.01,2,2,2,2,2,2,2,2,2,2,2
0803623.02.01,2,2,2,2,2,2,2,2,2,2,2
0803635.01.02,2,2,2,2,2,2,2,2,2,2,2
0803635.04.01,2,2,2,2,2,2,2,2,2,2,2
0804128.03.01,2,2,2,2,2,2,2,2,2,2,2
0804480.05.02,2,2,1,2,2,2,2,2,2,2,2
0804490.02.01,2,2,2,2,2,2,2,2,2,2,2
0804623.03.01,2,2,1,2,2,2,2,2,2,2,2
0804623.05.01,1,2,2,2,2,2,2,2,2,2,2
0804646.02.01,1,2,2,2,2,2,2,2,2,2,2
0804646.04.01,2,2,2,2,2,2,2,2,2,2,2
0804646.05.01,2,2,2,2,2,2,2,2,2,2,2
0804677.01.01,2,2,2,2,2,2,2,2,2,2,2
0804677.03.01,2,2,2,2,2,2,2,2,2,2,2
0804833.05.01,2,1,2,2,2,2,2,1,2,2,2
0805097.01.02,2,2,2,2,2,2,2,1,2,2,2
0805097.03.01,2,2,2,2,2,2,2,2,2,2,2
0805097.04.01,1,2,2,2,2,2,2,2,2,2,2
0805481.01.01,2,2,2,2,2,2,2,2,2,2,2
0805481.02.01,2,2,2,2,2,2,2,1,2,2,2
0805730.04.01,2,2,2,2,2,2,2,2,2,2,2
0805843.01.01,2,2,2,2,2,2,2,2,2,2,2
0805920.01.01,2,2,2,2,2,2,2,2,2,2,2
0805920.02.02,2,2,2,2,2,2,2,2,2,2,2
0805920.03.01,2,2,2,2,2,2,2,2,2,2,2
0805920.05.05,2,2,2,2,2,2,2,2,2,2,2
0806461.01.02,2,2,2,2,2,2,2,2,2,2,2
0806461.03.02,2,1,1,2,2,2,2,2,2,1,2
0806461.04.01,2,2,2,2,2,2,2,2,2,2,2
0806711.04.02,2,2,2,2,2,2,2,2,2,2,2
0806711.05.01,2,2,2,2,2,2,2,2,2,2,2
0806727.05.02,2,2,2,2,2,2,2,2,2,2,2
0806830.03.02,2,2,2,2,2,2,2,2,2,2,2
0806830.04.01,2,2,2,2,2,2,2,2,2,2,2
0806880.01.01,2,2,2,2,2,2,2,2,2,2,2
0806880.04.05,2,2,2,2,2,2,2,2,2,2,2
0806923.02.02,2,2,2,2,2,2,2,2,2,2,2
0806923.05.02,2,2,2,2,2,2,2,2,2,2,2
0806939.04.05,2,2,2,2,2,2,2,2,2,2,2
0807023.03.02,2,2,2,2,2,2,2,2,2,2,2
0807147.01.02,2,2,2,2,2,2,2,2,2,2,2
0807147.03.02,2,2,2,2,2,2,2,2,2,2,2
0807268.03.01,2,2,1,2,2,2,2,2,2,2,2
0807292.03.02,2,2,2,2,2,2,2,2,2,2,2
0807292.04.03,2,2,2,2,2,2,2,2,2,2,2
0807292.05.03,2,2,2,2,2,2,2,2,2,2,2
0807382.03.01,2,1,2,2,2,2,2,2,2,2,2
0807924.04.02,2,2,2,2,2,2,2,2,2,2,2
0808107.04.01,2,2,2,2,2,2,2,2,2,2,2
0808107.05.03,1,1,2,2,1,1,2,1,1,1,1
0808107.12.01,2,2,2,2,2,2,2,2,2,2,2
0808107.16.02,2,2,2,2,2,2,2,2,2,2,2
0808110.03.02,2,1,2,2,2,2,2,2,2,2,2
0808110.06.01,2,2,2,2,2,2,2,2,2,2,2
0808110.08.01,2,2,2,2,2,2,2,2,2,2,2
0808110.11.03,2,2,2,2,2,2,2,2,2,2,2
0808110.18.03,2,1,2,2,2,2,2,2,1,2,2
0808383.08.01,2,2,2,2,2,2,2,2,2,2,2
0808383.16.03,2,1,1,2,1,2,2,1,1,2,1
0809082.02.01,2,2,2,2,2,2,2,2,2,2,2
0809082.03.01,2,2,1,2,2,2,2,2,2,2,2
0809082.04.02,2,2,2,2,2,2,2,2,2,2,2
0809082.05.02,2,2,2,2,2,2,2,2,2,2,2
0860356.13.01,2,2,2,2,2,2,2,2,2,2,2
0860422.06.02,2,2,2,2,2,2,2,2,2,2,2
0860583.06.04,2,2,1,2,2,2,2,2,2,2,2
0860583.07.02,2,2,2,2,2,2,2,2,2,2,2
0860583.09.01,2,1,1,2,1,2,2,1,2,1,1
0860583.10.02,1,1,1,2,2,2,2,2,2,2,2
0860583.14.01,2,2,1,2,2,2,2,2,2,2,2
0860583.17.02,2,2,2,2,2,2,2,2,2,2,2
0860583.20.03,2,2,2,2,2,2,2,2,2,2,2
0860883.05.01,1,2,1,2,2,2,2,2,2,2,2
0860883.08.03,2,2,2,2,2,2,2,2,2,2,2
0860883.14.02,2,2,2,2,2,2,2,2,2,2,2
0860883.17.02,1,1,1,2,2,2,2,1,2,2,2
0860890.01.01,1,1,1,1,1,2,2,1,1,2,2
0860890.05.01,2,2,2,2,2,2,2,2,2,2,2
0860890.06.02,2,2,2,2,2,2,2,2,2,2,2
0860890.11.02,2,2,2,2,2,2,2,2,2,2,2
0900202.05.01,2,1,2,2,2,2,2,2,2,2,2
0900319.01.02,2,1,2,2,2,2,2,2,2,2,2
0900319.04.01,2,1,1,2,2,2,2,2,2,2,2
0900319.05.01,2,1,1,2,1,2,2,2,1,2,2
0900401.04.03,2,2,2,2,2,2,2,2,2,2,2
0900448.01.01,2,2,1,2,2,2,1,1,2,2,2
0900774.02.01,2,2,2,2,2,2,2,2,2,2,2
0900774.05.01,2,2,2,2,2,2,2,2,2,2,2
0900866.02.01,2,2,2,2,2,2,2,2,2,2,2
0900866.05.01,2,1,1,2,2,2,2,2,2,2,2
0900896.01.01,1,2,1,2,2,2,2,2,2,2,2
0900960.01.02,2,2,2,2,2,2,2,2,2,2,2
0901800.03.03,2,2,2,2,2,2,2,2,2,2,2
0901800.04.02,2,1,1,2,2,2,2,2,2,2,2
0901869.04.03,1,1,2,2,2,2,2,2,2,1,2
0901960.01.01,1,2,2,2,2,2,2,2,2,2,2
0901960.03.01,2,2,2,2,2,2,2,2,2,2,2
0901960.05.02,2,2,2,2,2,2,2,2,2,2,2
0902087.01.02,2,2,2,1,2,2,2,2,2,1,2
0902087.02.02,2,2,2,2,2,2,2,2,2,2,2
0902087.04.03,2,2,2,2,2,2,2,2,2,2,2
0902346.01.01,2,2,2,2,2,2,2,2,2,2,2
0902346.02.01,2,2,2,2,2,2,2,2,2,2,2
0902946.01.02,2,2,2,2,2,2,2,2,2,2,2
0902946.03.02,2,2,2,2,2,2,2,2,2,2,2
0903067.01.01,2,2,2,2,2,2,2,2,2,2,2
0903310.03.01,2,2,2,2,1,2,2,2,2,2,2
0903310.04.01,2,2,2,2,2,2,2,2,2,2,2
0903398.03.01,2,2,2,2,2,2,2,2,2,2,2
0903525.01.01,2,2,2,2,2,2,2,2,2,2,2
0903525.03.01,2,2,2,2,2,2,2,2,2,2,2
0903525.05.01,2,2,2,2,2,2,2,2,2,2,2
0903721.02.01,1,1,2,2,2,2,1,2,2,2,2
0903721.03.02,2,2,2,2,2,2,2,2,2,2,2
0903740.02.01,2,2,1,1,2,2,2,2,2,2,2
0903740.04.01,2,2,2,2,2,2,2,2,2,2,2
0903740.05.01,2,2,2,2,2,2,2,2,2,2,2
0903874.03.01,1,1,1,2,2,2,2,2,2,2,2
0903874.04.02,1,1,1,2,2,2,2,1,2,1,2
0903957.03.04,2,2,2,2,1,2,2,2,2,1,2
0903957.04.02,1,2,2,2,2,2,2,2,2,2,2
0903992.04.01,2,1,2,2,2,2,2,2,2,2,2
0904068.02.01,2,1,1,2,2,2,2,2,2,1,2
0904085.02.02,2,1,2,2,2,2,2,2,2,2,2
0904333.02.01,2,2,2,2,2,2,2,2,2,2,2
0904373.02.02,1,1,2,2,2,2,2,2,2,2,2
0904373.04.01,2,2,2,2,2,2,2,2,2,2,2
0904384.01.02,2,2,2,2,2,2,2,2,2,2,2
0904384.02.02,2,2,2,2,2,2,2,2,2,2,2
0904384.04.01,2,1,2,2,2,2,2,2,2,2,2
0904384.05.01,2,1,2,2,2,2,2,2,2,2,2
0904741.04.02,2,2,2,2,2,2,2,2,2,1,2
0904921.01.01,1,1,1,2,2,2,2,2,2,2,2
0904921.02.02,2,2,2,2,2,2,2,2,2,2,2
0904921.03.01,1,1,1,1,2,2,2,1,2,2,2
0904921.04.02,2,1,2,2,2,2,2,2,2,2,2
0904996.01.03,2,2,1,2,2,2,2,2,2,2,2
0904996.04.01,1,1,1,1,1,1,2,1,1,1,2
0905393.01.01,2,2,2,2,2,2,2,2,2,2,2
0905393.02.02,2,2,2,2,2,2,2,2,2,2,2
0905393.03.04,2,2,2,2,2,2,2,2,2,2,2
0905528.02.01,2,2,2,2,2,2,2,2,2,2,2
0905528.03.02,2,2,2,2,2,2,2,2,2,2,2
0905528.04.01,2,2,2,2,2,2,2,2,2,2,2
0905528.05.01,2,2,2,2,2,2,2,2,2,2,2
0905846.02.01,2,2,2,2,2,2,2,2,2,2,2
0905983.01.02,2,1,2,2,2,2,2,2,2,2,2
0905983.03.01,2,2,1,2,2,2,2,2,2,2,2
0905983.04.01,2,2,2,1,2,2,2,2,2,2,2
0905983.05.01,2,2,2,2,2,2,2,2,2,2,2
0906200.02.03,2,2,2,2,2,2,2,2,2,2,2
0906200.04.02,2,1,2,2,2,2,2,2,2,2,2
0906374.02.01,2,2,2,2,2,2,2,2,2,2,2
0906440.01.02,2,2,2,2,2,2,2,2,2,2,2
0906440.02.01,2,2,2,2,2,2,2,2,2,2,2
0906451.05.02,2,2,2,2,2,2,2,2,2,2,2
0906459.03.01,2,2,2,2,2,2,2,2,2,2,2
0906459.05.04,2,2,2,2,2,2,2,2,2,2,2
0906550.02.02,2,2,2,2,2,2,2,2,2,2,2
