ID_PER,ap_reun_aut,ap_firma_pet,ap_resol_prob,ap_rec_part_pol,ap_protest,ap_toma_carr,ap_pinta,ap_busca_apoyo_osc,ap_acudir_medios,ap_presion_rs,ap_huelga
1910642.08.01,2,2,2,2,2,2,2,2,2,2,2
1910642.10.02,2,2,2,2,2,2,2,2,2,2,2
1910642.11.01,2,2,2,2,2,2,2,2,2,2,2
1910642.12.01,2,2,2,2,2,9,2,2,2,2,2
1910642.16.03,1,1,1,1,2,2,2,2,2,2,2
1910642.20.01,2,2,2,2,2,2,2,2,2,2,2
1910713.05.01,2,2,2,2,2,2,2,2,2,2,2
1910713.06.01,2,2,2,2,2,2,2,2,2,2,2
1910713.07.01,2,2,2,2,2,2,2,2,2,2,2
1910713.11.02,2,2,2,2,2,2,2,2,2,2,2
1910713.13.01,2,2,2,2,2,2,2,2,2,2,2
1910865.02.01,2,2,2,2,2,2,2,2,2,2,2
1910865.05.01,2,2,2,2,2,2,2,2,2,2,2
1910865.06.01,2,2,2,2,2,2,2,2,2,2,2
1910865.09.02,2,2,2,2,2,2,2,2,2,2,2
1910865.11.02,2,2,2,2,2,2,2,2,2,2,2
1910865.12.01,2,2,2,2,2,2,2,2,2,2,2
1910865.13.01,2,2,2,2,2,2,2,2,2,2,2
1910865.15.01,2,2,2,2,2,2,2,2,2,2,2
1910919.02.02,2,2,2,2,2,2,2,1,2,2,2
1910938.03.02,2,2,2,2,2,2,2,2,2,2,2
1910962.01.03,2,2,2,2,2,2,2,2,2,2,2
1910962.02.02,2,2,2,2,2,2,2,2,2,2,2
1910962.03.01,2,2,2,2,2,2,2,2,2,2,2
1910962.04.03,2,2,2,2,2,2,2,2,2,2,2
1911059.02.02,2,1,2,2,2,2,2,2,2,2,2
1911059.03.01,2,2,2,2,2,2,2,2,2,2,2
1911059.06.02,2,2,2,2,2,2,2,2,2,2,2
1911059.07.01,2,2,2,2,2,2,2,2,2,2,2
1911059.09.01,2,2,2,2,2,2,2,2,2,2,2
1911059.11.02,2,1,2,2,2,2,2,2,2,2,2
1911059.12.01,2,2,2,2,2,2,2,2,2,2,2
1911059.13.02,2,2,2,2,2,2,2,2,2,2,2
1911059.16.01,2,2,2,2,2,2,2,2,2,2,2
1911059.17.01,2,2,2,2,2,2,2,2,2,2,2
1911059.18.01,2,2,2,2,2,2,2,2,2,2,2
1911059.19.02,2,1,2,2,2,2,2,2,2,2,2
1911478.02.02,2,2,2,2,2,2,2,2,2,2,2
1911478.04.01,2,2,2,2,2,2,2,2,2,2,2
1911478.05.02,2,2,2,2,2,2,2,2,2,2,2
1911478.08.02,2,2,2,2,2,2,2,2,2,2,2
1911478.11.01,1,1,1,1,2,2,2,2,2,2,2
1911478.16.01,2,2,2,2,2,2,2,2,2,2,2
1911478.17.01,2,2,2,2,2,2,2,2,2,2,2
1911478.18.01,1,2,1,2,1,2,2,2,2,2,2
1911478.20.02,2,2,2,2,2,2,2,2,2,2,2
1960012.02.05,1,2,2,2,2,2,2,2,2,2,2
1960012.03.01,1,2,2,2,2,2,2,2,2,2,2
1960012.09.02,2,1,2,2,2,2,2,2,2,2,2
1960012.11.01,2,2,2,2,2,2,2,2,2,2,2
1960012.12.01,2,2,2,2,2,2,2,2,2,2,2
1960012.18.02,2,2,2,2,2,2,2,2,2,2,2
1960050.03.01,2,2,2,2,2,2,2,2,2,2,2
1960050.04.02,2,2,2,2,2,2,2,2,2,2,2
1960050.05.04,2,2,2,2,2,1,2,2,2,1,1
1960050.06.02,2,1,2,2,2,2,2,2,2,2,2
1960050.07.02,2,2,2,2,2,2,2,2,2,2,2
1960050.08.03,2,2,2,2,2,1,2,2,2,2,2
1960050.09.02,2,2,2,2,2,2,2,2,2,2,2
1960050.11.02,2,2,2,2,2,2,2,2,2,2,2
1960050.14.02,2,2,2,2,2,2,2,2,2,2,2
1960050.16.02,2,2,2,2,2,2,2,2,2,2,2
1960050.20.03,2,2,2,2,2,2,2,2,2,2,2
1960070.01.01,2,2,2,2,2,2,2,2,2,2,2
1960070.02.01,2,1,2,2,2,2,2,2,2,2,2
1960070.04.02,2,2,2,2,2,2,2,2,2,2,2
1960070.08.01,2,2,2,2,2,2,2,2,2,1,2
1960070.09.02,2,2,2,2,2,2,2,2,2,2,2
1960070.18.01,2,2,1,2,2,2,2,2,1,2,2
1960070.20.02,2,2,1,2,2,2,2,2,2,2,2
1960209.01.01,2,2,2,2,2,2,2,2,2,2,2
1960209.03.02,2,2,2,2,2,2,2,2,2,2,2
1960209.05.02,2,2,2,2,2,2,2,2,2,2,2
1960209.06.06,2,2,1,1,2,2,2,2,1,2,2
1960209.08.01,2,2,2,2,2,2,2,2,2,2,2
1960209.10.01,2,2,2,2,2,2,2,2,2,2,2
1960209.11.02,2,2,2,1,2,2,2,2,1,2,2
1960209.12.01,2,2,2,2,2,2,2,2,2,2,2
1960209.13.02,2,2,2,2,2,2,2,2,2,2,2
1960209.14.03,2,2,2,2,2,2,2,2,2,2,2
1960209.15.02,2,2,2,2,2,2,2,2,2,2,2
1960209.16.01,2,1,1,2,1,2,2,2,2,2,2
1960209.17.03,2,2,2,2,2,2,2,2,2,2,2
1960209.18.03,9,9,9,9,9,9,2,2,2,2,2
1960209.20.02,9,9,9,9,9,9,9,9,9,9,9
1960216.06.01,2,2,2,2,2,2,1,1,1,1,1
1960216.09.01,2,2,2,2,2,2,2,2,2,2,2
1960216.12.02,2,2,2,2,2,2,2,2,2,2,2
1960216.15.04,2,2,2,2,2,2,2,2,2,2,2
1960216.16.01,2,2,2,2,2,2,2,2,2,2,2
1960216.17.01,2,2,2,2,2,2,2,2,2,2,2
1960216.19.01,2,2,2,2,2,2,2,2,2,2,2
1960290.03.02,2,2,2,2,2,2,2,2,2,2,2
1960290.07.01,2,2,2,2,2,2,2,2,2,2,2
1960290.17.02,2,2,2,2,2,2,2,2,2,2,2
1960290.18.02,2,2,2,2,2,2,2,9,2,2,2
1960347.01.03,2,2,2,2,2,2,2,2,2,2,2
1960347.04.02,2,2,2,2,2,2,2,2,2,2,2
1960347.06.01,2,2,2,2,2,2,2,2,2,2,2
1960347.07.02,2,2,2,2,2,2,2,2,2,2,2
1960347.09.03,1,2,2,2,2,2,2,2,2,2,2
1960347.12.02,2,2,2,2,2,2,2,2,2,2,2
1960347.15.01,2,2,2,2,2,2,2,2,2,2,2
1960347.16.02,2,2,2,2,2,2,2,2,2,2,2
1960347.17.02,2,2,2,2,2,2,2,2,2,2,2
1960370.02.02,2,2,2,2,2,2,2,2,2,2,2
1960370.06.02,2,2,2,2,2,2,2,2,2,2,2
1960370.07.01,1,1,1,2,2,2,2,1,2,2,2
1960370.11.01,2,2,2,1,2,2,2,2,2,2,2
1960370.12.01,2,2,2,2,2,2,2,2,2,2,2
1960370.15.02,2,2,2,2,2,2,2,2,2,2,2
1960370.16.01,2,2,2,2,2,2,2,2,2,2,2
1960370.19.03,2,2,2,2,2,2,2,2,2,2,2
1960370.20.02,2,2,2,2,2,2,2,2,2,2,2
1960418.01.01,2,2,2,2,2,2,2,2,2,2,2
1960418.05.01,2,2,2,2,2,2,2,2,2,2,2
1960418.07.05,2,2,2,2,2,2,2,2,2,2,2
1960418.19.02,2,2,2,2,2,2,2,2,2,2,2
1960418.20.02,2,2,2,2,2,2,2,2,2,2,2
1960451.01.01,1,2,2,2,2,2,2,1,2,2,2
1960451.04.04,2,2,2,2,2,2,2,2,2,2,2
1960451.05.01,2,2,2,2,2,2,2,2,2,2,2
1960451.07.01,2,2,2,2,2,2,2,2,2,2,2
1960451.08.01,2,1,2,2,2,2,2,2,2,2,2
1960451.13.01,1,2,1,2,2,2,2,2,2,2,2
1960451.14.01,1,2,2,2,2,2,2,2,2,2,2
1960451.15.02,2,2,2,2,2,2,2,2,2,2,2
1960451.17.01,2,2,2,2,2,2,2,2,2,2,2
1960451.18.01,2,2,2,2,2,2,2,2,2,2,2
1960451.20.01,1,2,2,2,2,2,2,2,2,2,2
1960454.01.02,2,2,2,2,2,2,2,2,2,2,2
1960454.05.03,2,2,2,2,2,2,2,2,2,2,2
1960454.08.02,2,2,2,2,2,2,2,2,2,2,2
1960454.09.02,2,2,2,2,2,2,2,2,2,2,2
1960454.11.02,2,2,2,2,2,2,2,2,2,2,2
1960454.13.01,1,2,1,2,2,2,2,2,2,2,2
1960454.15.04,2,2,2,2,2,2,2,2,2,2,2
1960454.17.01,2,2,2,2,2,2,2,2,2,2,2
1960454.18.02,1,2,2,2,2,2,2,2,2,2,2
1960454.19.04,2,2,2,2,2,2,2,2,2,2,2
1960464.02.01,2,2,2,2,2,2,2,2,2,2,2
1960464.03.01,2,2,2,2,2,2,2,2,2,2,2
1960464.05.01,2,2,2,2,2,2,2,2,2,2,2
1960464.06.02,2,2,2,2,2,2,2,2,2,2,2
1960464.11.01,2,2,2,2,2,2,2,2,2,2,2
1960464.12.02,2,1,1,1,2,2,2,2,2,2,2
1960464.13.05,2,2,2,2,2,2,2,2,2,2,2
1960464.14.01,2,2,2,2,2,2,2,2,2,2,2
1960464.15.02,2,2,2,2,2,2,2,2,2,2,2
1960464.19.01,2,2,2,2,2,2,2,2,2,2,2
2000001.03.02,1,1,1,2,1,2,2,1,2,1,2
2000066.01.01,2,2,2,2,2,2,2,2,2,2,2
2000066.03.02,2,2,2,2,2,2,2,2,2,2,2
2000363.01.02,1,1,1,2,1,2,2,2,2,2,1
2000363.02.03,2,2,1,2,2,1,2,2,2,2,2
2000389.01.02,2,1,2,2,1,1,2,2,2,2,2
2000389.04.02,1,1,1,2,1,2,2,1,1,1,1
2000575.02.01,2,1,2,2,2,2,2,2,2,2,2
2000575.05.01,2,2,2,2,2,2,2,2,2,2,2
2000746.01.02,2,2,2,2,2,2,2,2,2,2,2
2000793.04.01,1,1,2,2,2,2,2,1,2,2,2
2000885.03.01,1,1,1,2,2,2,2,2,2,2,1
2000897.01.02,2,2,2,2,2,2,2,2,2,2,2
2000897.03.03,2,2,1,2,1,1,2,2,2,2,1
2000897.05.02,2,2,2,2,2,2,2,2,2,2,2
2000962.01.01,2,2,2,2,2,2,2,2,2,2,2
2000962.04.01,2,2,2,2,2,2,2,2,2,2,2
2001100.02.01,2,2,2,2,2,2,2,2,2,2,2
2001100.06.01,2,2,2,2,2,2,2,2,2,2,2
2001100.08.02,2,2,2,2,2,2,2,2,2,2,2
2001100.10.02,2,2,2,2,2,2,2,2,2,2,2
2001100.14.02,2,2,2,2,2,2,2,2,2,2,2
2001100.18.01,2,2,2,1,2,1,2,2,2,2,2
2001100.20.03,2,2,2,2,2,2,2,2,2,2,2
2001118.04.01,2,2,2,2,2,2,2,2,2,2,2
2001118.07.01,1,1,1,2,2,2,2,1,2,1,2
2001118.17.01,2,2,2,2,2,2,2,1,2,2,2
2001218.03.02,2,2,2,2,2,2,2,2,2,2,2
2001218.04.02,2,2,2,2,2,2,2,2,2,2,2
2001218.05.01,2,2,2,2,2,2,2,2,2,2,2
2001218.08.02,2,2,2,2,2,2,2,2,2,2,2
2001218.12.01,2,2,2,2,2,2,2,2,2,2,2
2001218.19.01,2,2,2,2,2,2,2,2,2,2,2
2001230.01.04,1,1,1,1,2,2,2,2,2,2,2
2001230.04.02,2,2,2,2,2,2,2,2,2,2,2
2001230.05.01,2,2,1,2,2,2,2,2,2,2,2
2001230.06.01,2,2,1,1,2,2,2,2,2,2,2
2001230.08.03,1,1,2,2,2,2,2,2,2,2,2
2001230.18.01,1,1,2,2,2,2,2,2,2,2,2
2001230.20.02,2,2,2,2,2,2,2,2,2,2,2
2001561.02.01,2,2,2,2,2,2,2,2,2,2,2
2001587.03.01,2,2,2,1,2,2,2,2,1,2,2
2001587.05.02,2,1,2,2,2,2,2,2,2,1,2
2001607.04.02,1,1,2,1,2,2,2,2,2,2,2
2001607.05.02,2,2,2,2,2,2,2,2,2,2,2
2001698.04.02,2,2,2,2,2,2,2,2,2,2,2
2001959.02.01,2,2,2,2,2,2,2,2,2,2,2
2001959.03.02,2,2,2,2,2,2,2,2,2,2,2
2001959.04.01,1,1,1,2,1,1,2,2,1,1,1
2001959.05.03,2,2,2,2,2,2,2,2,2,2,2
2001959.06.01,2,2,1,1,1,2,2,2,2,2,2
2001959.11.02,2,2,2,2,2,2,2,2,2,2,2
2001959.14.01,2,2,2,2,2,2,2,2,2,2,2
2001959.16.01,1,1,1,2,2,2,2,2,2,2,2
2001959.17.01,2,2,2,2,2,2,2,2,2,2,2
2001959.18.03,2,2,2,2,2,2,2,2,2,2,2
2001959.20.01,2,2,2,2,2,2,2,2,2,2,2
2002163.02.02,2,1,2,2,2,2,2,2,2,2,2
2002163.03.01,2,2,2,2,2,2,2,2,2,2,2
2002163.04.01,2,2,2,2,2,2,2,2,2,2,2
2002163.05.02,2,1,2,2,2,2,2,2,2,2,2
2002163.09.01,2,1,2,2,2,2,2,2,2,2,2
2002189.01.01,2,2,2,2,2,2,2,2,2,2,2
2002189.06.01,2,2,2,2,2,2,2,2,2,2,2
2002189.10.01,2,2,2,2,2,2,2,2,2,2,2
2002189.12.01,2,2,2,2,2,2,2,2,2,2,2
2002189.13.02,2,2,2,2,2,2,2,2,2,2,2
2002189.18.02,2,2,2,2,2,2,2,2,2,2,2
2002189.19.01,2,2,2,2,2,2,2,2,2,2,2
2002189.20.01,2,2,1,2,2,2,2,2,2,2,2
2002237.02.01,2,1,2,2,2,2,2,2,2,2,2
2002237.06.02,1,2,1,1,2,2,2,2,2,2,2
2002237.07.02,2,2,2,2,2,2,2,2,2,2,2
2002237.08.06,1,1,1,1,1,2,2,1,2,1,2
2002237.11.03,2,2,2,2,2,2,2,2,2,2,2
2002237.12.01,1,2,2,2,2,2,2,2,2,2,2
2002237.13.02,2,1,2,2,1,2,2,2,2,2,2
2002237.16.02,2,2,2,2,2,2,2,2,2,2,2
2002237.18.01,2,2,2,2,2,2,2,2,2,2,2
2002237.19.02,2,2,2,2,2,2,2,2,2,2,2
2002270.01.02,2,2,2,2,2,2,2,2,2,2,2
2002270.02.02,2,2,2,2,2,2,2,2,2,2,2
2002270.03.01,2,2,2,2,2,2,2,2,2,2,2
2002270.06.03,2,2,2,2,2,2,2,2,2,2,2
2002270.09.02,2,2,2,2,2,2,2,2,2,2,2
2002270.11.04,2,2,2,2,2,2,2,2,2,2,2
2002270.12.01,2,2,2,2,2,2,2,2,2,2,2
2002270.16.02,2,2,2,2,2,2,2,2,2,2,2
2002270.17.02,2,2,2,2,2,2,2,2,2,2,2
2002270.19.01,2,2,2,2,2,2,2,2,2,2,2
2002714.03.01,2,2,2,2,2,2,2,2,2,2,2
2002714.04.02,2,2,2,2,2,2,2,2,2,2,2
2002714.05.01,2,2,2,2,2,2,2,2,2,2,2
2002714.09.02,2,1,2,2,2,2,2,2,1,2,2
2002714.13.01,2,2,2,2,2,2,2,2,2,2,2
2002714.14.01,1,2,1,1,1,2,2,2,2,2,2
2002714.17.01,1,1,1,1,2,2,2,2,2,2,2
2002714.18.01,2,2,2,2,2,2,2,2,2,2,2
2002714.19.01,2,2,2,2,2,2,2,2,2,2,2
2002714.20.02,2,2,2,2,2,2,2,2,2,2,2
2003027.02.01,2,2,2,2,2,2,2,2,2,2,2
2003027.03.01,2,2,2,2,2,2,2,2,2,2,2
2003151.02.02,2,2,2,1,2,2,2,2,2,2,2
2003151.18.02,2,2,2,2,2,2,2,2,2,2,2
2003151.19.02,2,2,2,2,2,2,2,2,2,2,2
2003252.06.02,2,2,2,2,2,2,2,2,2,2,2
2003252.07.02,2,2,2,2,2,2,2,2,2,2,2
2003252.10.01,2,2,2,2,2,2,2,2,2,2,2
2003252.13.02,2,2,2,2,2,2,2,2,2,2,2
2003252.16.02,2,2,2,2,2,2,2,1,2,2,2
2003252.19.01,2,2,2,2,2,2,2,2,2,2,2
2003273.02.01,1,2,1,2,2,2,2,2,2,2,2
2003273.09.04,1,2,2,2,2,2,2,2,2,2,2
2003273.10.01,1,1,1,2,2,2,2,2,2,2,2
2060013.02.01,1,1,2,2,2,2,2,2,2,2,2
2060013.05.02,2,2,2,2,2,2,2,2,2,2,2
2060013.06.02,2,2,2,2,2,2,2,2,2,2,2
2060013.07.02,2,2,2,2,2,2,2,2,2,2,2
2060013.09.01,2,2,2,1,1,2,2,1,2,2,2
2060013.10.02,2,2,2,2,2,2,2,2,2,2,2
2060013.11.02,2,2,2,2,2,2,2,2,2,2,2
2060013.12.03,2,2,2,2,2,2,2,1,2,2,2
2060013.13.01,2,2,2,2,2,2,2,2,2,2,2
2060013.14.03,2,2,2,2,2,2,2,2,2,2,2
2060013.15.01,1,1,1,2,2,2,2,2,2,2,2
2060013.16.01,2,2,2,2,2,2,2,2,2,2,2
2060013.18.02,2,2,2,2,2,2,2,2,2,2,2
2060034.02.03,2,2,2,2,2,2,2,2,2,2,2
2060034.04.01,2,2,2,2,2,2,2,2,2,2,2
2060034.05.01,2,2,2,2,2,2,2,2,2,2,2
2060034.06.05,2,2,2,2,2,2,2,2,2,2,2
2060034.07.01,1,1,1,2,1,2,1,2,2,2,2
2060034.09.01,1,1,1,1,2,2,2,1,1,2,2
2060034.11.02,2,2,2,1,2,2,2,2,2,2,2
2060034.13.03,2,2,2,2,2,2,2,2,2,2,2
2060034.14.01,2,2,2,2,2,2,2,2,2,2,2
2060034.17.02,2,2,2,2,2,2,2,2,2,2,2
2060034.19.01,2,2,2,2,2,2,9,9,9,9,9
2060076.05.02,2,2,2,2,2,2,2,2,2,2,2
2060076.07.02,2,2,2,2,2,2,2,2,2,2,2
2060076.10.01,2,2,2,2,2,2,2,2,1,2,2
2060076.12.01,2,2,2,2,2,2,2,2,2,2,2
2060076.14.01,2,2,2,2,2,2,2,2,2,2,2
2060076.17.01,1,1,1,1,1,1,2,2,2,2,2
2060149.08.01,2,2,2,2,2,2,2,2,2,2,2
2060149.09.02,2,2,2,2,2,2,2,2,2,2,2
2060149.10.01,2,2,2,2,2,2,2,2,2,2,2
2060149.12.02,2,2,2,2,2,2,2,2,2,2,2
2060149.13.04,2,2,2,2,2,2,2,2,2,2,2
2060149.14.01,2,2,2,2,2,2,2,2,2,2,2
2060149.17.02,2,2,2,2,2,2,2,2,2,2,2
2060149.18.03,2,2,2,2,2,2,2,2,2,2,2
2060185.01.02,2,2,2,2,2,2,2,2,2,2,2
2060185.02.02,2,2,2,2,2,2,2,2,2,2,2
2060185.04.02,2,2,2,2,1,2,2,2,2,2,2
2060185.08.02,2,2,2,2,2,2,2,2,2,2,2
2060185.14.01,1,2,2,2,2,2,2,2,2,2,2
2060185.15.05,2,2,2,2,2,2,2,2,2,2,2
2060185.16.02,2,2,2,2,2,2,2,2,2,2,2
2060185.17.02,2,2,2,2,2,2,2,2,2,2,2
2060185.18.04,2,2,2,2,2,2,2,2,2,2,2
2060185.19.01,2,2,2,2,2,2,2,2,2,2,2
2060185.21.02,1,2,2,2,1,2,2,2,2,2,1
2060350.03.01,2,2,2,2,2,2,2,2,2,2,2
2060350.05.01,1,2,2,2,2,2,2,1,2,2,2
2060350.08.02,2,2,2,2,2,2,2,2,2,2,2
2060350.09.02,2,2,1,2,2,2,2,2,2,2,2
2060350.10.01,2,2,1,2,2,2,2,2,2,2,2
2060350.12.01,1,1,1,1,2,2,2,2,2,2,2
2060350.13.01,2,2,2,2,2,2,2,2,2,2,2
2060350.14.02,1,2,2,2,2,2,2,2,2,2,2
2060350.15.01,2,2,2,2,2,2,2,2,2,2,2
2060350.16.01,2,2,2,2,2,2,2,2,2,2,2
2060350.17.02,2,1,2,2,2,2,2,2,2,2,2
2060350.20.03,2,2,2,2,2,2,2,2,2,2,2
2060369.01.01,1,1,1,2,2,2,2,2,2,2,2
2060369.04.02,2,2,2,2,2,2,2,2,2,2,2
2060369.05.01,2,2,2,2,2,2,2,2,2,2,2
2060369.06.01,2,2,2,2,2,2,2,2,2,2,2
2060369.08.02,1,2,2,1,1,1,2,2,2,2,1
2060369.12.01,2,2,2,2,2,2,2,2,2,2,2
2060369.20.01,2,2,2,2,2,2,2,2,2,2,2
2060655.01.01,2,2,2,2,2,2,2,2,2,2,2
2060655.04.02,2,2,2,2,2,2,2,2,2,2,2
2060655.05.01,2,2,2,2,2,2,2,2,2,2,2
2060655.06.02,2,2,2,2,2,2,2,2,2,2,2
2060655.08.05,2,1,2,2,2,2,2,2,2,2,2
2060655.09.01,1,1,1,2,2,2,2,2,2,2,2
2060655.11.01,2,2,2,2,2,2,2,2,2,2,2
2060655.12.02,2,2,2,2,2,2,2,2,2,2,2
2060655.13.02,2,2,2,2,2,2,2,2,2,2,2
2060655.15.01,2,2,2,2,1,2,2,1,2,2,2
2060655.16.01,2,2,2,2,2,2,2,2,2,2,2
2060655.17.02,2,2,2,2,2,2,2,2,2,2,2
2060655.18.01,2,2,2,2,2,2,2,2,2,2,2
2060797.02.02,2,2,2,2,2,2,2,2,2,2,2
2060797.03.01,2,2,2,2,2,2,2,2,2,2,2
2060797.04.01,1,1,1,2,2,2,2,2,2,2,2
2060797.06.01,2,2,2,2,2,2,2,2,2,2,2
2060797.07.02,2,2,2,2,2,2,2,2,2,2,2
2060797.10.06,2,2,2,2,2,2,2,2,2,2,2
2060797.11.02,2,2,2,2,2,2,2,2,2,2,2
2060797.12.03,2,2,2,2,2,2,2,2,2,2,2
2060797.13.02,2,2,2,2,2,2,2,2,2,2,2
2060797.15.02,2,2,2,2,2,2,2,2,2,2,2
2060797.16.01,2,2,1,2,2,2,2,2,2,2,2
2060987.02.02,2,2,2,2,2,2,2,2,2,2,2
2060987.03.03,2,2,2,1,1,2,2,2,2,2,2
2060987.06.01,2,2,2,2,2,2,2,2,2,2,2
2060987.07.01,2,2,2,2,2,2,2,2,2,2,2
2060987.14.07,2,2,2,2,2,2,2,2,2,2,2
2060987.16.01,1,1,2,1,2,2,2,2,2,2,2
2060987.17.04,2,2,2,2,2,2,2,2,2,2,2
2060987.20.02,2,2,2,2,2,2,2,2,2,2,2
2061247.01.03,2,2,2,2,2,2,2,2,2,2,2
2061247.03.02,2,2,2,2,2,2,2,2,2,2,2
2061247.04.01,2,2,2,2,2,2,2,2,2,2,2
2061247.05.01,1,1,1,2,2,2,2,2,2,2,2
2061247.11.01,1,1,1,2,2,2,2,2,2,2,2
2061247.15.02,2,1,2,2,2,2,2,2,2,2,2
2061247.16.02,2,2,2,2,2,2,2,2,2,2,2
2061247.17.01,1,1,1,2,2,2,2,2,2,2,2
2061247.18.02,2,2,2,2,2,2,2,2,2,2,2
2061247.19.02,2,2,2,2,2,2,2,2,2,2,2
2061267.02.01,2,2,2,2,2,2,2,2,2,2,2
2061267.03.02,2,2,2,2,2,2,2,2,2,2,2
2061267.04.01,2,2,2,2,2,2,2,2,2,2,1
2061267.05.02,2,2,2,2,2,2,2,2,2,2,2
2061267.10.02,2,1,2,2,2,2,2,2,2,2,2
2061267.11.02,2,2,1,2,2,2,2,2,2,2,2
2061267.16.03,2,1,2,2,2,2,2,2,2,2,2
2061267.18.01,2,2,2,2,2,2,1,2,2,2,2
2061267.19.01,2,2,2,2,2,2,2,2,2,2,2
2061267.20.01,1,1,1,1,2,2,2,1,2,2,2
2061267.21.01,1,1,1,1,1,2,2,2,2,2,2
2061297.04.01,2,1,2,2,2,2,2,2,2,2,2
2061297.08.01,2,1,2,2,2,2,2,2,2,2,2
2061297.09.03,1,1,1,2,2,2,2,2,2,2,2
2061297.12.02,2,2,2,2,2,2,2,2,2,2,2
2061297.17.01,1,2,2,2,2,2,2,2,2,2,2
2061297.18.02,2,2,2,2,2,2,2,2,2,2,2
2061511.03.01,1,2,1,2,2,2,2,2,2,2,2
2061511.05.02,2,2,2,2,2,2,2,2,2,2,2
2061511.06.01,2,2,2,2,2,2,2,2,2,2,2
2061511.09.02,2,2,2,2,2,2,2,2,2,2,2
2061511.10.01,1,1,1,2,2,2,2,2,2,2,2
2061511.12.02,2,2,2,2,2,2,2,2,2,2,2
2061511.13.02,1,1,2,2,2,2,2,2,2,2,2
2061511.17.01,2,2,1,2,1,2,2,2,2,2,2
2061617.04.02,2,2,2,2,2,2,2,2,2,2,2
2061617.05.01,2,1,2,2,2,2,2,2,2,2,2
2061617.06.01,1,1,1,2,2,2,2,2,2,2,2
2061617.07.02,2,2,2,2,2,2,2,2,2,2,2
2061617.10.01,2,2,2,2,2,2,2,2,2,2,2
2061617.12.01,2,2,2,2,2,2,2,2,2,2,2
2061617.13.02,2,2,2,2,2,2,2,2,2,2,2
2061617.19.03,1,2,2,2,2,1,2,2,2,2,1
2061739.03.03,2,2,2,2,2,2,2,2,2,2,2
2061739.04.02,2,2,2,2,2,2,2,2,2,2,2
2061739.07.02,2,2,1,2,2,2,2,2,2,2,2
2061739.08.01,2,2,2,2,2,2,2,2,2,2,2
2061739.11.01,1,2,2,2,2,2,2,2,2,2,2
2061739.12.05,2,2,2,2,2,2,2,2,2,2,2
2061739.14.02,2,2,2,2,2,2,2,2,2,2,2
2061739.15.01,1,2,2,2,2,2,2,2,2,2,2
2062136.01.02,1,2,2,2,2,2,2,2,2,2,2
2062136.02.01,2,2,2,2,2,2,2,2,2,2,2
2062136.03.01,1,1,1,1,1,1,2,2,2,2,2
2062136.04.03,2,2,2,2,2,2,2,2,2,2,2
2062136.09.02,2,2,1,2,2,2,2,2,2,2,2
2062136.11.03,1,2,2,2,2,2,2,2,2,2,2
2062136.18.03,2,2,2,2,2,2,2,2,2,2,2
2062394.02.02,2,2,2,2,2,2,2,2,1,2,2
2062394.07.01,2,1,1,2,2,2,2,2,2,2,2
2062394.10.01,1,2,2,2,2,2,2,1,2,2,2
2062394.11.01,1,1,2,1,1,1,2,1,2,2,2
2062394.13.02,2,2,2,2,2,2,2,2,2,2,2
2062394.14.01,1,1,1,2,2,2,2,2,2,2,2
2062394.17.02,2,2,2,2,2,2,2,2,2,2,2
2062394.18.01,1,2,2,2,2,2,2,2,2,2,2
2062398.01.04,2,2,2,2,2,2,2,2,2,2,2
2062398.07.01,1,2,1,2,2,2,2,2,2,2,2
2062398.09.03,1,1,1,2,2,2,2,2,2,2,2
2062398.10.02,2,2,2,2,2,2,2,2,2,2,2
2062398.12.04,2,2,2,2,2,2,2,2,2,2,2
2062398.15.01,2,2,2,2,2,2,2,2,2,2,2
2062398.16.03,2,2,2,2,2,2,2,2,2,2,2
2062398.19.02,2,1,2,2,2,2,2,2,2,2,2
2062584.01.01,2,2,1,2,2,2,2,2,2,2,2
2062584.02.03,2,2,2,2,2,2,2,2,2,2,2
2062584.03.02,2,2,2,2,2,2,2,2,2,2,2
2062584.04.01,1,1,1,1,2,2,2,2,2,2,2
2062584.05.01,2,2,2,2,2,2,2,2,2,2,2
2062584.06.01,1,1,1,2,2,2,2,2,2,2,2
2062584.08.02,2,1,2,2,2,2,2,2,2,2,2
2062584.09.01,2,2,2,2,2,2,2,2,2,2,2
2062584.20.01,2,2,1,2,2,2,2,2,2,2,2
2062794.01.01,1,1,1,2,1,2,2,2,2,9,2
2062794.03.01,2,2,2,2,2,2,2,2,2,2,2
2062794.04.01,2,2,2,2,2,2,2,2,2,2,2
2062794.05.01,1,2,2,2,1,2,2,2,2,2,2
2062794.08.02,2,2,2,2,2,2,2,2,2,2,2
2062794.09.01,1,2,2,2,1,2,2,2,2,2,2
2062794.12.01,2,2,2,2,2,2,2,2,2,2,2
2062794.13.03,2,2,2,2,2,2,2,2,2,2,2
2062794.15.01,2,2,2,2,2,2,2,2,2,2,2
2062794.17.02,2,2,2,2,2,2,2,2,2,2,2
2062843.02.03,2,2,2,2,2,2,2,2,2,2,2
2062843.03.01,2,2,2,2,2,2,2,2,2,2,2
2062843.04.01,2,2,2,2,2,2,2,2,2,2,2
2062843.06.01,1,1,2,2,2,2,2,2,2,2,2
2062843.08.01,2,2,2,2,2,2,2,2,2,2,2
2062843.09.01,1,1,1,2,2,2,2,2,2,2,2
