"","CVE_ENT","FAC_SEL","dona_sangre_ef","dona_alimen_ef","aux_desconocido_ef","dona_org_social_ef","p_sindicato_ef","p_gpo_estud_ef","p_asoc_prof_ef","p_org_reli_ef","p_org_depor_ef","p_org_cultura_ef","p_asoc_padres_ef","p_voluntariado_ef","p_org_dh_ef","p_org_ambient_ef","p_org_vecinal_ef"
"2580","05",2720,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2581","05",1813,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
"2582","05",1813,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2583","05",2809,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2584","05",936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2585","05",936,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2586","05",936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2587","05",2809,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2588","05",1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2589","05",2854,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0
"2590","05",3806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2591","05",1903,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0
"2592","05",951,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2593","05",821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2594","05",2464,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"2595","05",1643,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"2596","05",3286,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"2597","05",2464,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2598","05",2412,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2599","05",3618,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2600","05",2412,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0
"2601","05",3618,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
"2602","05",2412,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1
"2603","05",3618,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2604","05",2412,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0
"2605","05",3618,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
"2606","05",2412,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0
"2607","05",2412,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2608","05",2412,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2609","05",6031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2610","05",1206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2611","05",2412,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0
"2612","05",3618,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"2613","05",1206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2614","05",4825,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2615","05",1206,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2616","05",4481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2617","05",4481,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2618","05",4481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2619","05",4481,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2620","05",6722,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0
"2621","05",11203,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
"2622","05",11203,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2623","05",8962,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"2624","05",6722,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2625","05",13443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2626","05",6722,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2627","05",2241,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2628","05",6722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2629","05",4481,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2630","05",2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2631","05",4481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2632","05",4481,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2633","05",4481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2634","05",6722,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2635","05",2861,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2636","05",2861,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"2637","05",2861,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"2638","05",2861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2639","05",2861,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2640","05",2861,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2641","05",4292,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2642","05",2861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2643","05",2861,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2644","05",4292,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"2645","05",2861,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"2646","05",1431,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2647","05",4292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2648","05",2861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2649","05",1431,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2650","05",2861,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2651","05",5723,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"2652","05",2861,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2653","05",1655,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0
"2654","05",1655,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
"2655","05",2483,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"2656","05",828,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2657","05",964,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2658","05",1928,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2659","05",1928,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"2660","05",1928,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2661","05",3952,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0
"2662","05",1976,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2663","05",4939,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2664","05",3952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2665","05",1728,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2666","05",1728,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0
"2667","05",3456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2668","05",1728,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"2669","05",8552,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"2670","05",2851,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
"2671","05",5702,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"2672","05",5702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2673","05",5702,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2674","05",2196,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2675","05",2196,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2676","05",1098,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2677","05",2196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2678","05",2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2679","05",1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2680","05",2196,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0
"2681","05",2196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2682","05",3294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2683","05",1019,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2684","05",3056,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2685","05",2037,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2686","05",4074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2687","05",1019,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2688","05",4074,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"2689","05",1019,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"2690","05",2037,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"2691","05",2037,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2692","05",2037,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2693","05",2037,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"2694","05",5026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2695","05",5026,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2696","05",2513,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2697","05",1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2698","05",5026,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2699","05",1257,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2700","05",5026,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2701","05",1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2702","05",3770,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"2703","05",3770,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2704","05",1257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2705","05",1257,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"2706","05",5026,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0
"2707","05",5026,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2708","05",2513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2709","05",6283,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2710","05",2513,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"2711","05",2513,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1
"2712","05",3599,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"2713","05",900,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"2714","05",1799,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
"2715","05",1799,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0
"2716","05",900,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
"2717","05",2699,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"2718","05",2699,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0
"2719","05",2699,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2720","05",2699,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
"2721","05",900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2722","05",2699,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2723","05",2699,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0
"2724","05",1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2725","05",900,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2726","05",2699,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"2727","05",1799,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2728","05",3599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2729","05",1799,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2730","05",7197,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2731","05",2633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2732","05",2633,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2733","05",2633,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2734","05",4438,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2735","05",2219,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
"2736","05",3329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2737","05",4438,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2738","05",2219,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"2739","05",634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2740","05",634,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
"2741","05",634,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2742","05",317,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2743","05",634,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"2744","05",951,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2745","05",317,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"2746","05",1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2747","05",634,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2748","05",317,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2749","05",634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2750","05",951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2751","05",951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2752","05",317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2753","05",317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2754","05",951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2755","05",634,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2756","05",951,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"2757","05",384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2758","05",767,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2759","05",767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2760","05",767,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0
"2761","05",1918,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2762","05",767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2763","05",1151,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"2764","05",1151,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2765","05",1151,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2766","05",767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2767","05",1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2768","05",767,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2769","05",384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2770","05",1534,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2771","05",767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2772","05",767,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2773","05",767,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"2774","05",767,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2775","05",1151,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2776","05",325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2777","05",649,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"2778","05",1947,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"2779","05",649,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2780","05",649,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2781","05",649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2782","05",2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2783","05",325,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2784","05",649,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
"2785","05",649,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2786","05",1298,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2787","05",1623,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2788","05",1298,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"2789","05",974,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2790","05",1298,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0
"2791","05",2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2792","05",649,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
"2793","05",1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2794","05",974,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2795","05",656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2796","05",656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2797","05",328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2798","05",656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2799","05",984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2800","05",656,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2801","05",656,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2802","05",656,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"2803","05",984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2804","05",984,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2805","05",1311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2806","05",656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2807","05",656,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"2808","05",656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2809","05",984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2810","05",984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2811","05",984,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"2812","05",656,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"2813","05",752,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
"2814","05",752,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2815","05",376,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2816","05",1505,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2817","05",1505,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"2818","05",1129,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2819","05",752,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"2820","05",1505,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
"2821","05",1505,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"2822","05",752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2823","05",1505,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"2824","05",1881,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
"2825","05",1129,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"2826","05",1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2827","05",1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2828","05",1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2829","05",1129,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2830","05",752,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2831","05",1561,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0
"2832","05",780,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2833","05",1171,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2834","05",1171,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
"2835","05",1561,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"2836","05",1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2837","05",1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2838","05",1171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2839","05",780,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2840","05",1171,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2841","05",1171,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2842","05",1171,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"2843","05",780,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2844","05",1171,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2845","05",1951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2846","05",1951,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"2847","05",780,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2848","05",780,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"2849","05",751,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2850","05",751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2851","05",751,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2852","05",751,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2853","05",1502,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1
"2854","05",376,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2855","05",751,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"2856","05",376,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2857","05",1127,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2858","05",1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2859","05",751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2860","05",751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2861","05",1502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2862","05",1502,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2863","05",376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2864","05",791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2865","05",395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2866","05",1186,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"2867","05",1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2868","05",791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2869","05",395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2870","05",791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2871","05",1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2872","05",1186,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"2873","05",791,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2874","05",791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2875","05",1582,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
"2876","05",1186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2877","05",1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2878","05",791,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2879","05",395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2880","05",1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2881","05",791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2882","05",791,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2883","05",712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2884","05",712,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2885","05",1069,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"2886","05",1069,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2887","05",1069,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"2888","05",356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2889","05",712,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
"2890","05",1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2891","05",712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2892","05",712,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2893","05",356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2894","05",1069,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2895","05",1781,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2896","05",657,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2897","05",985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2898","05",328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2899","05",985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2900","05",328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2901","05",1314,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
"2902","05",657,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2903","05",657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2904","05",657,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2905","05",985,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"2906","05",985,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2907","05",1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2908","05",1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2909","05",985,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"2910","05",657,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"2911","05",1314,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2912","05",2299,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2913","05",657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2914","05",1314,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"2915","05",734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2916","05",1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2917","05",734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2918","05",734,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2919","05",1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2920","05",1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2921","05",734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2922","05",367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2923","05",734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2924","05",1468,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0
"2925","05",367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2926","05",734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2927","05",367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2928","05",1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2929","05",798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2930","05",798,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"2931","05",1197,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"2932","05",1596,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
"2933","05",1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"2934","05",798,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
"2935","05",1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2936","05",798,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
