FOLIO,FAC_ELE,EST_DIS,UPM_DIS,PB1_01,PB1_02,PB2_1,PB2_2,PC3_1,PC3_2,PC3_3,PC3_4,PC3_5,PC3_6,PC3_7,PC3_8,PG1_2,PG1_3,PG1_4,PG1_5,PG1_6,PG1_7,PG1_8,PG2,PG3_1,PG3_2,PG3_3,PG3_4
00001,1458,002,0000001,10,10,1,0,1,1,3,2,5,5,1,3,0,0,0,0,0,0,0,7,0,0,1,1
00002,353,002,0000001,3,5,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,3,0,0,0,0
00003,353,002,0000001,1,9,1,1,1,1,3,4,2,5,1,3,0,0,0,0,0,0,0,6,0,0,0,0
00004,657,002,0000002,5,5,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0
00005,985,002,0000002,8,8,1,0,1,1,1,1,1,5,1,3,0,0,0,0,0,0,0,2,1,0,0,0
00006,657,002,0000002,5,8,0,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,4,0,0,0,0
00007,1018,002,0000002,8,9,1,1,2,1,2,4,2,4,1,5,0,0,0,0,0,0,0,7,1,0,0,1
00008,905,003,0000003,5,10,1,1,1,1,2,2,4,5,3,5,0,0,0,0,0,0,0,3,1,0,0,0
00009,876,003,0000003,8,10,1,0,1,2,1,4,1,4,4,1,0,0,0,0,0,0,0,3,1,0,0,0
00010,1314,003,0000003,8,6,1,0,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,4,0,0,0,0
00011,876,003,0000003,0,6,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00012,452,003,0000003,7,9,1,1,1,1,1,1,2,4,1,3,0,0,0,0,0,0,0,7,1,0,0,0
00013,647,001,0000004,0,3,1,1,3,2,2,5,5,5,4,2,0,0,0,0,0,0,0,7,1,0,0,0
00014,627,001,0000004,5,6,1,1,1,1,1,1,3,5,1,3,0,0,0,0,0,0,0,3,1,1,0,0
00015,647,001,0000004,2,9,1,1,3,1,3,4,5,5,4,3,0,0,0,0,0,0,0,4,1,1,0,1
00016,1295,001,0000004,6,8,1,0,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,3,0,0,0,0
00017,344,001,0000005,6,8,0,1,1,3,1,1,1,3,1,2,0,0,0,0,0,0,0,1,1,0,0,0
00018,1033,001,0000005,10,10,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,4,1,0,0,0
00019,688,001,0000005,8,9,1,1,2,3,1,1,4,4,1,1,0,1,0,0,0,1,0,7,1,1,0,0
00020,1011,001,0000006,8,10,1,0,1,1,1,1,1,5,3,1,0,0,0,0,0,0,0,2,0,0,0,0
00021,674,001,0000006,6,8,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,4,0,0,0,0
00022,1044,001,0000006,6,10,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00023,696,001,0000006,8,9,1,1,2,2,1,1,3,4,3,3,0,0,0,0,0,0,0,6,1,0,0,1
00024,1051,002,0000007,6,10,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00025,1086,002,0000007,8,10,1,1,1,1,5,2,4,5,1,5,0,0,0,0,0,0,0,3,1,0,0,0
00026,2453,002,0000007,5,7,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,1
00027,609,001,0000008,0,8,1,1,2,1,1,2,3,1,1,2,0,0,0,0,0,0,0,7,0,0,0,0
00028,913,001,0000008,5,9,1,1,3,4,5,4,3,5,3,1,0,0,0,0,0,0,0,2,1,0,0,0
00029,590,001,0000008,2,8,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,5,0,0,0,0
00030,618,001,0000009,1,3,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
00031,299,001,0000009,5,9,0,0,1,1,1,1,1,3,1,2,0,0,0,0,0,0,0,5,1,0,0,0
00032,897,001,0000009,1,6,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6,1,0,0,0
00033,618,001,0000009,7,8,1,1,1,2,1,3,4,4,3,2,0,0,0,0,0,0,0,2,0,0,0,0
00034,692,002,0000010,2,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
00035,346,002,0000010,9,10,1,1,1,1,3,1,1,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0
00036,1730,002,0000010,7,8,1,0,2,3,3,3,3,3,3,3,0,0,0,0,0,0,0,7,1,1,0,0
00037,335,002,0000010,5,9,1,1,2,1,1,4,1,1,1,4,0,0,0,0,0,0,0,7,0,0,0,0
00038,1384,002,0000010,10,10,1,1,1,3,1,1,2,3,1,3,0,0,0,1,0,0,0,1,1,0,0,0
00039,931,002,0000011,5,7,0,0,1,1,1,1,1,2,1,2,0,0,0,0,0,0,0,7,0,0,0,0
00040,1241,002,0000011,4,6,1,1,5,2,1,1,2,3,2,2,0,0,0,0,0,0,0,3,1,1,0,0
00041,931,002,0000011,7,7,1,0,2,1,1,1,2,4,1,1,0,0,0,0,0,1,0,7,1,0,0,0
00042,300,002,0000011,8,9,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0
00043,901,002,0000011,0,7,1,0,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0
00044,587,002,0000012,3,6,1,1,3,1,1,2,1,5,1,2,0,0,0,0,0,0,0,1,1,0,0,0
00045,880,002,0000012,6,7,1,0,2,4,3,3,2,3,2,2,0,0,0,0,0,0,0,3,1,1,0,1
00046,1137,002,0000012,8,9,1,1,1,2,3,1,5,5,3,3,0,0,0,0,0,1,0,7,1,1,0,1
00047,284,002,0000012,6,7,1,1,1,1,3,2,3,4,4,3,0,0,0,0,0,0,0,2,1,0,0,0
00048,801,002,0000013,8,7,1,1,1,1,1,1,1,3,1,2,0,0,0,0,0,0,0,4,1,0,0,0
00049,2482,002,0000013,8,10,1,1,1,5,1,1,1,5,1,4,0,0,0,0,0,0,0,6,1,0,0,0
00050,801,002,0000013,6,4,1,1,5,1,1,3,1,2,1,5,0,0,0,0,0,0,0,7,1,0,0,0
00051,676,002,0000014,0,5,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00052,698,002,0000014,5,9,1,1,2,1,2,2,3,4,1,2,0,0,0,0,0,0,0,5,1,1,0,1
00053,1351,002,0000014,9,10,1,1,1,1,5,2,1,3,1,5,0,0,0,0,0,0,0,3,1,1,0,1
00054,698,002,0000014,5,8,1,1,1,4,1,1,1,4,1,4,0,0,0,1,0,0,0,5,0,0,0,0
00055,1476,002,0000015,4,7,1,1,1,3,2,4,2,4,3,2,0,0,0,0,1,0,0,7,1,0,0,0
00056,714,002,0000015,8,10,1,1,1,1,1,2,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00057,738,002,0000015,5,8,1,0,4,3,3,4,5,5,1,3,0,0,0,0,1,0,0,7,1,1,1,0
00058,2951,002,0000015,8,10,1,1,1,1,3,3,5,5,3,3,0,0,0,0,0,1,0,7,1,1,0,0
00059,714,002,0000015,5,8,1,1,1,1,1,1,3,4,4,4,1,0,0,0,0,0,0,4,0,0,0,0
00060,332,002,0000016,8,8,1,1,1,1,1,1,1,3,2,1,0,0,0,0,0,0,0,7,1,1,0,1
00061,1372,002,0000016,8,10,1,1,1,5,5,5,5,5,5,3,0,0,0,0,0,0,0,7,1,1,1,1
00062,664,002,0000016,9,10,1,1,1,5,3,1,3,3,1,3,0,0,0,0,0,1,0,4,1,1,0,1
00063,485,002,0000017,7,7,1,0,1,1,4,4,1,3,4,3,0,0,0,0,0,0,0,6,0,0,0,0
00064,704,002,0000017,5,9,1,1,1,1,1,1,2,2,1,2,0,0,0,0,0,0,0,1,1,0,0,0
00065,242,002,0000017,9,9,1,0,5,5,3,5,5,5,1,1,0,0,0,0,0,0,0,3,0,0,0,0
00066,772,002,0000018,7,9,1,1,1,1,2,3,1,2,2,1,1,0,0,0,0,0,0,7,1,0,0,0
00067,772,002,0000018,7,9,1,1,1,1,3,1,5,5,2,2,0,0,0,0,0,0,0,3,1,0,0,0
00068,399,002,0000018,0,10,1,1,2,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00069,772,002,0000018,10,10,1,1,2,1,1,1,1,4,1,1,0,0,0,0,0,0,0,3,1,1,0,0
00070,434,003,0000019,8,9,1,1,1,1,1,1,3,4,1,2,0,0,0,0,0,0,0,2,1,0,0,0
00071,1344,003,0000019,6,8,1,1,2,2,2,2,4,4,4,3,1,0,0,0,0,1,0,6,0,1,0,0
00072,868,003,0000019,9,10,1,1,1,1,2,1,2,3,1,1,0,0,0,0,0,1,0,4,0,0,1,0
00073,998,002,0000020,8,9,1,0,2,2,3,4,4,5,3,3,0,0,0,0,0,1,0,3,0,0,0,0
00074,1611,002,0000020,5,8,1,0,3,4,1,5,2,3,3,1,0,0,0,0,0,0,0,7,0,0,0,0
00075,644,002,0000020,9,10,1,1,4,3,1,1,1,3,3,1,0,0,0,0,0,0,0,7,1,1,0,0
00076,644,002,0000020,3,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00077,1023,002,0000021,7,7,1,1,4,1,3,1,3,4,1,2,0,0,0,0,0,0,0,7,0,0,0,0
00078,369,002,0000022,6,8,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00079,738,002,0000022,8,9,1,1,1,1,1,3,4,4,4,3,0,0,0,0,0,0,0,7,1,1,0,1
00080,738,002,0000022,5,3,1,1,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00081,855,002,0000023,5,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00082,414,002,0000023,6,9,1,1,1,1,1,1,1,3,3,3,0,0,0,0,0,0,0,7,0,0,0,0
00083,1709,002,0000023,9,8,1,1,2,2,4,4,4,4,3,3,0,0,0,0,0,0,0,7,0,1,0,0
00084,2318,002,0000024,6,10,1,1,2,2,1,1,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0
00085,1546,002,0000024,10,10,1,1,1,1,5,5,5,5,1,1,0,0,0,0,0,1,0,7,0,0,0,0
00086,399,002,0000024,7,4,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,7,0,0,0,0
00087,399,002,0000024,5,5,1,0,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,2,0,0,0,0
00088,391,002,0000025,3,6,1,0,1,1,1,1,3,4,2,1,0,0,0,0,0,0,0,7,1,0,0,0
00089,1613,002,0000025,7,10,1,1,3,1,1,3,4,4,5,5,0,0,0,0,1,0,0,7,1,0,0,0
00090,781,002,0000025,5,3,1,0,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00091,391,002,0000025,5,5,1,1,3,3,1,1,1,5,1,1,1,0,0,0,0,0,0,7,1,1,0,0
00092,1172,002,0000025,5,8,1,1,3,2,2,1,2,5,3,2,0,0,0,0,0,0,0,7,0,0,0,0
00093,754,002,0000026,6,7,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00094,1509,002,0000026,10,10,1,1,3,1,3,2,1,4,3,3,0,0,0,0,0,0,0,4,0,0,0,0
00095,779,002,0000026,6,8,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00096,390,002,0000026,4,10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00097,754,002,0000026,8,9,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,5,0,0,0,0
00098,377,002,0000027,6,6,1,1,1,1,1,1,3,2,1,3,0,0,0,0,0,0,0,7,0,1,0,0
00099,1130,002,0000027,5,10,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00100,365,002,0000027,6,10,1,1,1,1,2,1,3,4,2,3,0,0,0,0,0,0,0,3,1,0,1,1
00101,1095,002,0000027,5,7,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0
00102,1140,002,0000028,8,10,1,1,1,4,1,1,1,3,1,1,0,0,0,0,0,0,0,3,0,0,0,0
00103,1569,002,0000028,7,9,1,1,1,4,2,4,5,5,2,4,0,0,0,0,1,0,0,7,1,0,0,0
00104,760,002,0000028,5,7,1,1,1,1,3,1,3,4,3,3,0,0,0,0,0,0,0,3,0,0,0,0
00105,1140,002,0000028,10,10,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00106,785,002,0000028,8,10,1,1,4,1,2,1,3,5,1,3,0,0,0,0,0,0,0,1,0,0,0,0
00107,704,002,0000029,5,5,1,1,3,3,1,2,5,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00108,1408,002,0000029,9,8,0,0,1,1,2,1,4,4,5,2,0,0,0,0,0,0,0,7,1,0,0,1
00109,704,002,0000029,5,6,1,1,3,1,5,3,4,2,1,3,0,0,0,0,0,0,0,7,0,0,0,1
00110,714,003,0000030,7,9,1,1,3,3,2,1,2,5,5,5,0,0,0,0,0,0,0,7,1,0,0,0
00111,714,003,0000030,8,10,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0
00112,357,003,0000030,9,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0
00113,714,003,0000030,7,7,1,1,1,1,1,1,2,4,3,2,1,0,0,0,1,0,0,7,1,0,0,0
00114,377,002,0000031,0,0,1,0,1,1,1,3,2,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00115,1132,002,0000031,8,10,0,0,2,1,1,3,4,5,2,1,0,0,0,0,1,0,0,7,1,0,0,0
00116,730,002,0000031,6,7,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
00117,730,002,0000031,1,10,1,1,1,1,5,1,5,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0
00118,730,002,0000031,5,8,1,1,1,1,2,1,2,5,3,1,0,0,0,0,0,0,0,1,0,0,0,0
00119,734,001,0000032,7,10,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00119,734,001,0000032,5,7,1,0,1,1,1,2,2,5,2,1,0,0,0,0,0,0,0,7,0,0,0,0
00120,367,001,0000032,7,10,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0
00121,1467,001,0000032,5,8,1,1,1,1,1,2,2,2,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00122,734,001,0000032,0,8,1,0,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00123,1474,002,0000033,3,3,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,6,1,0,0,0
00124,381,002,0000033,7,9,1,1,2,1,1,3,4,4,3,2,0,0,0,0,0,0,0,4,1,0,0,0
00125,737,002,0000033,0,6,1,1,1,1,1,1,1,4,2,1,0,0,0,0,0,0,0,5,1,1,0,0
00126,761,002,0000033,2,7,1,0,3,4,2,1,3,4,1,1,0,0,0,0,0,0,0,7,1,0,0,1
00127,768,002,0000034,5,8,1,1,2,4,2,5,5,3,2,4,0,0,0,0,0,0,0,7,1,1,1,0
00128,1115,002,0000034,6,7,1,1,1,1,4,2,4,4,1,3,0,0,0,0,0,0,0,5,1,1,0,1
00129,372,002,0000034,10,10,1,1,3,2,2,2,5,5,1,4,1,0,0,0,0,1,0,7,1,0,0,1
00130,743,002,0000034,7,8,1,1,1,3,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00131,665,001,0000035,8,10,1,1,3,2,1,5,4,5,2,3,0,0,0,0,1,0,0,4,0,0,0,0
00132,2992,001,0000035,8,8,1,1,2,2,2,3,4,4,4,4,1,0,0,0,0,0,0,6,1,0,0,0
00133,644,001,0000035,8,9,1,1,1,3,1,1,1,1,3,1,0,0,0,0,0,0,0,2,1,0,0,0
00134,966,001,0000035,5,9,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0
00135,665,001,0000035,0,0,1,1,1,1,1,1,1,5,5,1,0,0,0,0,0,0,0,6,0,0,0,0
00136,1070,002,0000036,5,5,1,1,1,2,2,4,2,4,1,3,0,0,0,0,1,0,0,7,1,0,0,1
00137,357,002,0000036,8,10,1,1,2,1,5,5,4,3,1,2,0,0,0,0,1,0,0,7,1,0,0,1
00138,690,002,0000036,4,6,1,1,1,1,1,1,1,4,1,4,0,0,0,0,0,0,0,7,1,1,0,0
00139,759,002,0000037,6,8,1,0,1,1,1,1,1,4,1,1,0,0,0,0,0,1,0,7,1,0,0,0
00140,759,002,0000037,3,7,1,1,1,1,2,1,4,5,2,3,0,0,0,0,0,0,0,7,1,0,0,0
00141,1176,002,0000037,7,7,1,1,2,2,2,2,3,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00142,379,002,0000037,6,7,0,0,1,1,1,1,3,3,2,2,0,0,0,0,0,0,0,6,1,1,1,1
00143,858,002,0000038,6,7,1,1,2,2,3,3,3,4,4,4,0,0,0,0,1,0,0,7,1,0,0,0
00144,416,002,0000038,7,7,1,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,6,0,0,0,0
00145,1662,002,0000038,8,10,1,1,2,1,2,1,1,3,2,2,0,0,0,0,0,0,0,7,0,0,0,1
00146,1541,002,0000039,2,10,1,1,2,2,1,1,2,3,1,1,0,0,0,0,0,0,0,7,1,1,0,1
00147,1989,002,0000039,7,8,1,1,1,1,2,1,2,4,1,2,0,0,0,0,0,0,0,2,0,0,0,0
00148,770,002,0000039,9,10,1,1,2,3,1,1,3,4,2,2,0,0,0,0,0,0,0,6,1,0,0,0
00149,770,002,0000039,8,8,1,1,1,5,3,2,2,4,4,4,0,0,0,1,0,1,0,2,1,0,0,1
00150,1710,002,0000040,8,10,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,5,1,0,0,1
00151,2137,002,0000040,9,10,1,1,3,2,1,1,4,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00152,855,002,0000040,3,7,1,1,1,1,1,1,2,3,1,1,0,0,0,0,0,0,0,6,1,0,0,0
00153,1282,002,0000040,2,5,1,1,1,1,1,2,2,4,2,3,0,0,0,0,1,0,0,7,1,0,0,1
00154,1282,002,0000040,6,6,1,1,2,2,1,1,3,4,1,1,0,0,0,0,0,0,0,7,1,0,0,1
00155,729,002,0000041,6,7,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,5,0,0,0,0
00156,376,002,0000041,5,5,1,0,2,1,1,1,3,2,2,1,0,0,0,0,0,0,0,3,0,0,0,0
00157,753,002,0000041,6,10,1,1,2,5,3,2,5,5,1,3,0,0,0,0,0,0,0,7,1,0,0,1
00158,1129,002,0000041,9,9,1,1,4,4,3,4,3,4,4,3,0,0,0,0,0,0,0,7,1,1,1,1
00159,729,002,0000041,1,10,1,1,1,1,1,1,2,2,2,2,1,0,0,0,0,0,0,3,1,0,0,0
00160,1053,002,0000042,7,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6,1,0,0,1
00161,340,002,0000042,9,7,1,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,4,0,0,0,0
00162,1360,002,0000042,9,10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00163,326,001,0000043,3,5,0,0,1,1,1,1,4,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0
00164,1346,001,0000043,4,8,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0
00165,1303,001,0000043,8,10,1,1,1,2,1,1,1,4,1,1,0,0,0,0,0,0,0,6,0,0,0,0
00166,1009,001,0000043,7,9,1,1,3,2,2,1,5,4,2,3,0,0,0,0,0,0,0,7,1,0,0,0
00167,1567,003,0000044,8,8,1,0,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,4,1,1,0,1
00168,1619,003,0000044,6,6,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,1,1,0,0,1
00169,1619,003,0000044,8,10,1,1,1,1,1,1,1,5,1,1,0,0,1,0,0,0,0,4,0,1,0,1
00170,759,003,0000045,8,10,1,1,1,2,3,3,2,4,2,2,0,0,0,0,0,0,0,7,1,1,1,1
00171,759,003,0000045,9,9,1,1,1,1,1,1,1,4,4,3,0,0,0,0,0,0,0,5,1,1,1,1
00172,759,003,0000045,8,8,1,1,1,1,5,1,2,5,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00173,1176,003,0000045,9,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,7,0,1,0,1
00174,380,003,0000045,8,8,1,1,2,2,2,2,1,1,2,2,1,0,0,0,0,0,0,7,0,0,0,0
00175,1849,002,0000046,9,10,1,1,1,3,3,1,4,5,3,4,0,0,0,0,0,0,0,5,0,1,0,0
00176,1146,002,0000046,3,8,1,0,1,5,2,3,3,5,3,2,0,0,1,1,0,0,0,7,1,1,1,1
00177,1909,002,0000046,7,9,1,1,2,2,2,1,4,3,2,2,0,0,0,0,0,0,0,7,0,0,0,0
00178,382,002,0000046,0,6,1,0,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0
00179,404,002,0000047,8,8,1,1,1,1,5,5,4,5,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00180,808,002,0000047,5,9,1,1,1,1,5,1,1,5,1,3,0,0,0,0,0,0,0,1,1,1,0,0
00181,782,002,0000047,9,10,1,1,1,1,2,1,5,4,1,5,0,0,0,1,0,0,0,3,1,1,0,0
00182,1007,002,0000048,6,8,1,0,1,1,1,1,2,5,3,3,0,0,0,0,0,0,0,7,1,1,0,0
00183,672,002,0000048,9,9,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,2,1,0,0,0
00184,1387,002,0000048,7,8,1,1,3,4,3,3,3,4,4,3,1,1,0,0,0,1,0,1,0,1,0,0
00185,743,003,0000049,3,8,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,3,1,0,0,0
00186,768,003,0000049,1,10,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,3,0,0,0,0
00187,743,003,0000049,5,10,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00188,384,003,0000049,8,10,1,1,1,1,3,2,3,3,2,2,0,0,0,0,0,0,0,1,1,0,0,0
00189,734,002,0000050,8,8,1,0,1,1,1,1,3,3,1,1,0,0,0,0,0,0,0,6,1,0,0,0
00190,1101,002,0000050,10,8,1,1,1,5,1,5,1,5,5,5,0,0,0,1,0,0,0,4,1,1,1,1
00191,367,002,0000050,6,8,1,0,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00192,1101,002,0000050,3,5,1,0,1,1,3,1,2,5,1,4,0,0,0,0,0,0,0,1,0,0,0,0
00193,552,001,0000051,6,9,1,0,1,1,1,1,1,5,2,3,0,0,0,0,0,0,0,1,0,0,0,0
00194,552,001,0000051,7,9,1,1,4,1,5,1,1,1,1,5,0,0,0,0,0,0,0,7,0,0,0,0
00195,570,001,0000051,8,9,1,1,2,3,3,3,3,3,1,2,0,0,0,0,0,0,0,4,0,0,0,0
00196,285,001,0000051,6,6,1,1,1,1,3,3,2,3,1,4,0,0,0,0,0,0,0,7,0,0,0,0
00197,384,001,0000052,7,9,1,0,1,1,1,1,3,4,1,3,0,0,0,0,0,0,0,7,0,0,0,0
00198,1921,001,0000052,10,10,1,1,1,1,1,1,1,3,3,1,0,0,0,0,0,0,0,1,1,0,0,0
00199,1537,001,0000052,7,7,1,1,2,1,4,3,5,5,5,3,0,0,0,0,0,0,0,3,0,0,0,0
00200,744,001,0000052,3,10,1,1,2,2,2,4,2,5,2,2,0,0,0,0,0,0,0,7,1,0,0,0
00201,744,001,0000052,6,9,1,1,2,1,2,1,2,4,4,4,0,0,0,0,0,0,0,7,0,0,0,0
00202,389,002,0000053,6,10,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,3,0,0,0,0
00203,778,002,0000053,0,10,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,5,1,0,0,0
00204,1168,002,0000053,6,10,1,1,1,1,1,1,3,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00205,778,002,0000053,6,9,1,1,2,3,1,3,4,5,3,3,0,0,0,0,0,0,0,7,1,0,0,0
00206,778,002,0000053,3,5,0,1,1,1,1,1,3,3,1,1,1,0,0,0,0,0,0,7,1,0,0,0
00207,1134,002,0000054,8,9,1,0,4,4,4,4,4,5,5,5,0,0,0,0,0,0,0,6,0,0,0,0
00208,781,002,0000054,6,6,1,0,2,1,1,4,5,5,1,2,0,0,0,0,0,0,0,7,0,0,0,0
00209,378,002,0000054,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
00210,1511,002,0000054,8,10,1,1,2,2,3,1,3,3,1,2,0,0,0,0,0,0,0,7,1,0,0,0
00211,725,002,0000055,3,9,1,0,1,1,1,1,1,4,1,2,0,0,0,0,0,0,0,7,0,0,0,0
00212,702,002,0000055,8,9,1,1,2,1,1,1,1,5,2,2,0,0,0,0,0,0,0,7,1,0,1,1
00213,1404,002,0000055,8,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0
00214,1404,002,0000055,9,9,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00215,381,001,0000056,5,8,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00216,984,001,0000056,6,6,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00217,394,001,0000056,10,10,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00218,394,001,0000056,10,10,1,1,2,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00219,572,001,0000056,8,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00219,572,001,0000056,8,9,1,0,2,2,2,1,1,3,1,1,0,0,0,0,0,0,0,4,0,0,0,0
00220,1176,001,0000057,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5,1,0,1,0
00221,2429,001,0000057,3,3,1,1,1,1,1,2,2,3,1,2,0,0,0,0,0,0,0,1,1,1,0,0
00222,1620,001,0000057,5,10,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00223,1176,001,0000057,5,8,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00224,1515,001,0000058,6,9,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,3,0,0,0,0
00225,1043,001,0000058,6,8,1,1,2,3,1,3,3,4,4,2,0,0,0,0,0,0,0,7,1,0,0,0
00226,1515,001,0000058,6,10,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,1,0,0,0
00227,1010,001,0000058,0,5,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0
00228,505,001,0000058,0,10,1,1,2,5,1,1,1,1,2,1,0,0,0,0,0,0,0,6,1,0,0,0
00229,679,001,0000059,6,8,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
00230,1358,001,0000059,5,5,1,0,2,2,1,1,1,5,3,2,0,0,0,0,0,0,0,7,0,0,0,0
00231,1052,001,0000059,7,10,1,0,3,1,1,5,1,4,1,1,0,0,0,0,1,0,0,4,0,0,0,0
