FOLIO,FAC_ELE,EST_DIS,UPM_DIS,PB1_01,PB1_02,PB2_1,PB2_2,PC3_1,PC3_2,PC3_3,PC3_4,PC3_5,PC3_6,PC3_7,PC3_8,PG1_2,PG1_3,PG1_4,PG1_5,PG1_6,PG1_7,PG1_8,PG2,PG3_1,PG3_2,PG3_3,PG3_4
09509,1079,132,0001649,3,9,1,1,3,1,1,1,2,3,2,2,0,0,0,0,0,0,0,7,1,1,0,1
09510,1079,132,0001649,7,6,1,1,1,2,2,4,3,5,2,2,0,0,0,0,1,0,0,7,1,0,0,0
09511,540,132,0001649,10,0,1,1,1,1,3,3,2,4,1,1,0,0,0,0,1,0,0,7,1,1,0,1
09512,444,132,0001649,2,5,1,1,1,1,1,1,1,1,3,1,0,0,0,0,0,0,0,7,0,0,0,0
09513,2698,132,0001649,1,3,1,1,1,1,1,3,4,5,1,2,0,0,0,0,0,0,0,3,1,0,0,0
09514,1079,132,0001649,1,4,1,1,1,3,1,1,1,4,2,3,0,0,0,0,0,0,0,7,0,0,0,0
09515,444,132,0001649,2,8,1,1,1,3,1,1,1,3,1,1,1,0,0,0,0,0,0,7,1,0,1,1
09516,1774,131,0001650,3,5,1,1,1,5,1,1,1,4,2,2,0,0,0,0,0,0,0,7,1,1,0,0
09517,4314,131,0001650,10,10,1,1,1,1,1,1,4,2,1,1,0,0,0,0,0,0,0,7,1,0,0,0
09518,3548,131,0001650,5,10,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09519,1774,131,0001650,5,8,1,1,4,2,1,5,5,4,1,4,0,0,0,0,0,0,0,7,1,0,1,1
09520,1774,131,0001650,3,6,1,1,2,1,1,1,4,4,1,2,0,0,0,0,0,0,0,7,1,0,1,1
09521,2157,131,0001650,2,5,1,0,2,1,1,1,2,3,3,3,0,0,0,0,0,0,0,7,1,1,1,0
09522,3235,131,0001650,5,5,1,1,2,3,3,3,3,4,4,3,0,0,0,0,0,0,0,7,0,1,0,0
09523,3235,131,0001650,7,9,1,1,1,1,3,3,2,2,1,4,0,0,0,0,0,0,0,7,1,0,0,1
09524,1774,131,0001650,7,10,1,1,5,5,2,2,2,5,2,2,0,0,0,0,0,0,0,7,1,1,0,0
09525,1774,131,0001650,7,9,1,1,4,4,1,4,1,4,3,2,0,0,0,0,0,0,0,7,1,0,0,0
09526,5392,131,0001650,6,5,1,0,2,1,1,3,5,5,5,5,0,0,0,0,0,0,0,7,0,0,0,0
09527,1774,131,0001650,0,5,1,1,1,2,3,1,2,5,2,2,0,0,0,0,0,1,0,7,0,0,0,0
09528,1774,131,0001650,5,5,1,1,2,2,2,2,2,4,2,2,0,0,0,0,0,0,0,7,0,0,0,0
09529,2157,131,0001650,5,5,1,1,1,1,1,1,1,3,1,3,0,0,0,0,0,0,0,7,1,0,0,0
09530,887,131,0001650,0,5,1,0,3,2,1,1,1,4,1,1,0,0,0,0,0,0,0,7,1,1,0,1
09531,2008,142,0001651,5,7,1,1,3,2,2,1,5,5,4,3,0,0,0,0,0,0,0,7,1,0,0,0
09532,2228,142,0001651,1,3,1,1,1,1,1,1,3,3,3,1,0,0,0,0,0,0,0,3,0,0,0,0
09533,1004,142,0001651,5,5,1,1,1,1,1,1,1,4,1,2,0,0,0,0,0,0,0,7,1,1,1,1
09534,6023,142,0001651,5,8,1,1,1,1,3,1,3,5,3,1,0,0,0,0,0,0,0,7,1,1,1,1
09535,1004,142,0001651,3,10,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,4,1,1,0,0
09536,1232,141,0001652,6,6,1,1,2,2,1,1,5,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09537,2220,141,0001652,5,5,1,0,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0
09538,2463,141,0001652,2,6,1,1,1,2,1,3,1,4,5,3,0,0,0,0,1,0,0,7,0,0,0,0
09539,4926,141,0001652,6,7,1,1,1,1,1,1,1,5,1,5,0,0,0,0,0,0,0,2,1,0,0,0
09540,2220,141,0001652,8,0,1,1,1,1,4,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
09541,5573,141,0001653,6,8,1,1,1,1,3,1,3,4,1,4,0,0,0,0,0,0,0,4,0,0,0,0
09542,3767,141,0001653,5,5,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09543,2786,141,0001653,5,10,0,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09544,1256,141,0001653,1,0,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09545,3767,141,0001653,0,0,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,1,0,0
09546,1412,141,0001654,2,5,1,0,1,1,1,1,1,3,2,1,0,0,0,0,0,0,0,7,0,0,0,0
09547,3134,141,0001654,8,10,1,0,1,1,1,1,3,5,3,2,0,0,0,0,0,0,0,3,0,0,0,0
09548,4701,141,0001654,5,8,1,1,2,1,1,1,3,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0
09549,3134,141,0001654,0,5,1,0,2,1,1,1,1,4,2,2,0,0,0,0,0,0,0,7,1,0,0,0
09550,4984,142,0001655,0,10,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,1,0,0,0
09551,3323,142,0001655,8,8,1,1,4,1,5,4,3,5,5,5,0,0,0,0,0,0,0,4,1,1,0,0
09552,3323,142,0001655,8,10,1,1,5,2,1,4,5,4,5,5,0,0,0,0,0,0,0,7,1,1,1,1
09553,3323,142,0001655,6,7,0,1,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,1,0,1
09554,7487,142,0001655,10,10,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,4,1,1,1,0
09555,1619,142,0001656,8,10,1,1,2,5,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,1
09556,1459,142,0001656,10,10,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0
09557,4377,142,0001656,5,8,1,1,2,2,1,1,1,3,3,1,0,0,0,0,0,0,0,7,1,0,0,1
09558,4857,142,0001656,6,7,1,1,3,1,2,1,1,4,3,2,0,0,0,0,0,0,0,4,0,0,0,0
09559,3238,142,0001656,6,7,1,1,1,2,2,2,3,4,2,1,0,0,0,0,0,0,0,7,1,0,0,0
09560,2375,141,0001657,9,9,1,0,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09560,3562,141,0001657,8,10,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09561,3210,141,0001657,5,5,1,1,1,1,1,1,3,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0
09562,3562,141,0001657,5,5,1,1,2,1,1,1,3,4,1,1,0,0,0,0,0,0,0,6,1,1,0,0
09562,2375,141,0001657,9,9,1,1,1,1,1,1,1,4,1,2,0,0,0,0,0,0,0,7,0,1,0,0
09562,2375,141,0001657,7,9,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,1,1,0,0
09562,2140,141,0001657,4,7,0,0,1,1,1,1,1,4,1,2,0,0,0,0,0,0,0,7,1,0,0,0
09563,4749,141,0001657,10,10,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0
09564,3210,141,0001657,6,7,1,1,2,2,1,2,2,4,3,3,0,0,0,0,0,0,0,7,1,0,1,1
09565,2222,142,0001658,9,10,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09566,2465,142,0001658,5,8,1,1,1,1,1,1,1,3,3,1,0,0,0,0,0,0,0,1,1,0,0,0
09567,2465,142,0001658,5,8,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,1,0,0,0
09568,2465,142,0001658,8,9,1,1,2,2,2,2,2,5,2,2,0,0,0,0,0,0,0,7,0,0,0,0
09569,6832,143,0001659,6,10,1,1,2,1,1,1,5,5,1,3,0,0,0,0,0,0,0,7,0,0,0,0
09570,10107,143,0001659,9,10,1,1,1,1,2,2,1,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0
09571,4555,143,0001659,7,9,1,1,1,1,3,1,2,4,1,5,0,0,0,0,0,0,0,5,0,0,0,0
09572,12634,143,0001659,8,10,1,1,1,1,4,1,5,5,1,3,0,0,0,0,0,0,0,1,1,0,0,0
09573,1409,141,0001660,3,6,1,1,1,1,1,1,4,3,2,3,0,0,0,0,0,0,0,7,1,0,0,0
09574,1409,141,0001660,2,4,1,1,2,1,4,1,1,2,3,4,0,0,0,0,0,0,0,4,0,0,0,0
09575,4226,141,0001660,8,10,1,1,1,1,1,1,2,5,2,1,0,0,0,0,0,0,0,3,1,0,0,0
09576,2817,141,0001660,0,4,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0
09577,1269,141,0001660,2,10,0,0,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,2,0,0,0,1
09578,7759,141,0001661,8,10,1,1,5,3,5,5,5,5,1,1,0,0,0,0,0,0,0,7,1,1,0,0
09579,1940,141,0001661,8,8,1,1,2,1,2,1,2,5,5,1,0,0,0,0,0,0,0,7,1,0,0,0
09580,1748,141,0001661,6,8,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0
09581,3879,141,0001661,7,9,1,0,1,1,1,1,1,4,1,1,0,0,0,1,0,0,0,5,0,0,0,0
09582,5819,141,0001661,5,9,1,1,2,3,1,1,4,4,1,2,0,0,0,0,0,0,0,7,1,0,0,0
09583,1151,142,0001662,9,10,1,0,1,1,1,1,5,3,1,5,0,0,0,0,0,0,0,1,0,1,1,1
09584,3454,142,0001662,6,9,1,1,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,5,1,0,0,0
09585,1151,142,0001662,5,8,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,4,0,0,0,0
09586,1151,142,0001662,8,7,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09587,1278,142,0001662,10,10,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09588,2747,142,0001663,0,5,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,5,1,0,0,0
09589,5494,142,0001663,8,10,1,1,1,1,1,3,3,5,1,1,0,0,1,0,0,0,0,6,1,1,0,0
09590,2747,142,0001663,7,9,1,1,2,2,2,2,3,3,1,3,0,0,1,0,0,0,0,1,1,1,1,0
09591,2747,142,0001663,6,8,1,0,5,5,5,5,5,5,4,4,0,0,0,0,0,0,0,7,1,0,0,0
09592,1374,142,0001663,3,10,1,0,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,2,0,0,0,0
09593,4169,143,0001664,7,10,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0
09594,2539,143,0001665,7,8,1,1,3,3,3,1,3,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0
09595,5634,143,0001665,6,9,1,1,2,1,2,3,3,4,2,2,0,0,0,0,0,0,0,4,1,0,0,0
09596,2817,143,0001665,4,9,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0
09597,5634,143,0001665,6,9,1,1,1,1,1,1,3,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09598,3695,138,0001666,3,9,1,1,1,1,1,1,1,4,3,2,0,0,0,0,0,0,0,7,0,0,0,0
09598,2463,138,0001666,8,9,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09599,2733,138,0001666,8,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,0,0,0
09600,5466,138,0001666,7,10,1,1,1,1,1,3,5,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0
09601,6833,138,0001666,10,10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,0,0,0
09602,2278,138,0001667,5,7,0,1,2,2,1,2,2,3,2,2,0,0,0,0,0,0,0,7,1,1,0,1
09603,4555,138,0001667,7,10,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,1
09604,2053,138,0001667,7,8,1,1,1,1,2,1,1,5,1,1,0,0,0,0,0,0,0,7,1,0,0,0
09605,2861,138,0001668,9,10,1,1,1,3,1,1,1,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0
09606,2861,138,0001668,8,9,1,1,2,4,2,1,2,3,1,3,0,0,0,0,0,0,0,7,1,1,0,0
09607,6350,138,0001668,5,5,1,1,3,1,1,1,3,3,1,1,0,0,0,0,1,0,0,7,1,0,0,0
09608,3175,138,0001668,6,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09609,6350,138,0001668,8,9,1,1,5,5,3,2,2,4,2,4,1,0,0,1,0,1,0,7,1,1,0,1
09610,3183,138,0001669,2,8,1,1,2,1,1,1,2,4,1,1,0,0,0,0,0,0,0,3,1,0,0,0
09611,6366,138,0001669,3,6,1,1,2,1,1,1,1,2,3,2,0,0,0,0,0,0,0,2,1,1,0,0
09612,5738,138,0001669,8,8,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,6,0,0,0,0
09613,5738,138,0001669,7,9,1,1,3,3,4,3,2,5,1,1,0,0,0,0,0,1,0,7,1,0,1,1
09614,1426,139,0001670,0,10,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09615,1582,139,0001670,6,10,1,1,2,5,1,1,2,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0
09616,2852,139,0001670,2,5,1,1,2,2,1,1,5,4,4,3,0,0,0,0,0,0,0,7,0,0,0,0
09617,3164,139,0001670,7,8,1,1,2,3,1,5,5,5,4,3,0,0,0,0,0,0,0,1,1,0,0,0
09618,2852,139,0001670,0,10,0,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,5,0,0,0,0
09619,3810,140,0001671,1,10,1,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,7,1,0,0,0
09620,3810,140,0001671,5,7,1,0,1,5,1,4,1,5,1,1,0,0,0,0,0,0,0,7,1,0,0,0
09621,1905,140,0001671,8,10,1,1,2,1,1,1,3,4,2,3,0,0,0,0,0,0,0,7,1,1,1,1
09622,8584,140,0001671,9,9,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,7,0,0,0,0
09623,4384,138,0001672,9,9,1,1,2,1,1,4,3,3,1,2,0,0,0,0,0,0,0,3,0,0,0,0
09624,4384,138,0001672,6,5,1,1,1,1,1,1,3,1,1,1,0,0,0,0,0,0,0,7,1,0,0,0
09625,4864,138,0001672,8,9,1,1,2,1,1,1,3,4,2,2,0,0,0,0,0,0,0,7,1,0,0,0
09626,1621,138,0001672,5,5,1,0,2,2,2,2,5,5,3,2,0,0,0,0,0,0,0,2,1,1,1,0
09627,2679,139,0001673,3,7,1,1,2,1,1,1,1,4,4,1,0,0,0,0,0,0,0,7,1,0,0,0
09628,1339,139,0001673,8,9,1,0,1,1,1,1,2,2,1,2,0,0,0,0,1,0,0,7,1,0,0,0
09629,2414,139,0001673,9,10,1,1,1,1,4,1,4,4,1,1,0,0,0,0,0,1,0,4,1,0,0,0
09630,4018,139,0001673,8,8,1,1,2,1,1,1,1,4,1,1,0,0,0,0,0,0,0,6,0,0,0,0
09631,2786,138,0001674,4,4,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,6,1,1,0,1
09632,2786,138,0001674,6,8,1,1,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09633,3091,138,0001674,3,10,1,0,1,1,1,1,2,4,2,1,0,0,0,0,0,0,0,6,0,0,0,0
09634,5572,138,0001674,8,9,1,1,1,1,2,1,3,4,1,1,0,0,0,0,0,0,0,7,1,1,0,1
09635,4179,138,0001674,5,10,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,1,0,0,0
09636,3395,138,0001675,8,10,1,1,2,3,2,2,1,4,2,1,0,0,0,0,0,0,0,7,1,0,0,0
09636,5650,138,0001675,2,7,1,0,4,1,1,1,1,4,4,1,0,0,0,0,0,0,0,6,0,0,0,0
09636,1883,138,0001675,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09637,4243,138,0001675,7,9,1,1,3,2,5,5,4,5,1,5,0,0,0,0,0,0,0,7,0,0,0,0
09638,1697,138,0001675,5,6,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0
09639,1697,138,0001675,9,10,1,1,1,1,1,2,1,2,1,1,0,0,0,0,0,0,0,7,1,0,0,0
09640,10747,138,0001676,5,4,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,1,0,0,0
09641,7950,138,0001676,6,8,1,1,2,1,1,1,2,4,3,3,0,0,0,0,0,0,0,7,0,1,0,0
09642,9937,138,0001676,5,8,1,0,4,4,1,4,3,4,3,4,0,0,0,0,0,0,0,7,1,0,0,0
09643,7165,138,0001676,2,8,1,1,2,4,1,3,1,2,2,3,0,0,0,0,0,0,0,7,1,0,0,0
09644,1791,138,0001676,2,6,1,1,1,1,1,1,3,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0
09645,3167,139,0001677,7,8,1,1,2,2,2,2,2,3,2,2,0,0,0,0,0,0,0,4,0,0,0,0
09646,4281,139,0001677,8,9,1,1,2,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09647,1427,139,0001677,6,8,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,5,0,0,0,0
09648,4750,139,0001677,7,7,1,1,3,1,1,1,4,3,1,1,0,0,0,0,0,0,0,3,0,0,0,0
09649,6334,139,0001677,5,7,1,1,4,5,2,1,5,5,5,1,0,0,0,0,0,0,0,7,1,0,0,0
09650,6479,140,0001678,5,10,1,1,1,1,1,1,1,1,4,1,0,0,0,0,0,0,0,1,1,0,0,1
09651,7786,140,0001678,0,0,0,0,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,1,0,0,0
09652,4319,140,0001678,7,8,1,1,2,1,4,3,3,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09653,3746,138,0001679,1,1,1,0,1,1,1,1,1,3,3,1,0,0,0,0,0,0,0,4,0,0,0,0
09654,7491,138,0001679,4,9,1,0,1,2,1,1,3,5,1,1,0,0,0,0,0,0,0,2,1,0,0,0
09654,1688,138,0001679,5,10,1,1,1,1,1,1,4,5,5,3,0,0,0,0,0,0,0,7,0,0,0,0
09655,3376,138,0001679,0,9,0,1,1,1,2,1,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0
09656,3376,138,0001679,5,8,1,1,3,1,4,3,1,5,1,2,0,0,0,0,0,0,0,3,1,0,0,0
09657,6258,139,0001680,8,9,1,1,4,3,5,3,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09658,2820,139,0001680,6,9,1,1,2,1,3,4,4,5,3,4,1,0,0,0,0,0,0,7,0,0,0,0
09659,4230,139,0001680,5,10,1,1,3,3,4,3,2,5,3,2,1,0,0,0,1,0,0,7,1,0,0,0
09660,5640,139,0001680,0,10,1,1,1,5,1,1,1,5,1,2,0,0,0,0,0,0,0,7,1,1,0,0
09661,5640,139,0001680,9,10,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0
09662,4879,140,0001681,3,7,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,1,0,0,0
09663,3253,140,0001681,6,8,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,6,0,0,0,0
09664,3253,140,0001681,7,9,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0
09665,3609,140,0001681,5,8,1,1,1,1,1,1,2,4,3,1,0,0,0,0,0,0,0,4,1,0,0,0
09666,4689,139,0001682,6,9,1,1,1,1,3,1,2,4,3,2,0,0,0,0,0,0,0,7,0,0,0,0
09667,3468,139,0001682,8,8,1,1,1,1,1,2,1,5,3,2,0,0,0,0,0,0,0,4,0,0,0,0
09668,5203,139,0001682,5,8,1,0,1,1,1,4,5,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09669,3126,139,0001682,7,10,1,1,4,2,2,4,4,4,4,4,0,0,0,0,0,0,0,5,1,1,0,0
09670,5688,134,0001683,2,5,1,1,1,1,1,4,1,3,1,3,0,0,0,0,0,0,0,7,0,0,0,0
09671,1282,134,0001683,9,10,0,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0
09672,1422,134,0001683,8,10,1,1,1,1,3,4,5,5,1,4,0,0,0,0,0,0,0,7,1,0,0,0
09673,4266,134,0001683,1,8,1,1,1,1,2,1,2,3,2,2,0,0,0,0,0,0,0,3,0,0,0,0
09674,2844,134,0001683,0,0,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,0,6,1,0,0,0
09675,1275,134,0001684,6,8,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09676,2830,134,0001684,5,8,1,1,1,1,1,1,4,3,3,1,0,0,0,0,0,0,0,7,1,0,0,0
09677,1275,134,0001684,8,9,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09678,3825,134,0001684,10,10,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09679,2830,134,0001684,5,5,1,1,3,2,1,5,5,4,1,3,0,0,0,0,1,0,0,7,0,0,0,0
09680,4709,133,0001685,8,8,1,1,3,2,1,3,1,4,3,3,0,0,0,0,0,0,0,7,0,0,0,0
09681,5225,133,0001685,8,9,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,5,0,0,0,0
09682,4709,133,0001685,2,7,1,1,1,1,1,2,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09682,3139,133,0001685,2,5,1,1,1,1,1,5,1,3,2,1,0,0,0,0,0,0,0,7,1,0,0,0
09683,1742,133,0001685,5,5,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,5,0,0,0,0
09683,1742,133,0001685,5,10,1,1,1,1,1,1,1,5,1,3,0,0,0,0,0,0,0,5,1,0,0,0
09684,6789,133,0001686,5,10,1,1,2,1,2,2,2,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09685,1358,133,0001686,2,4,1,1,1,1,1,1,2,5,1,1,0,0,0,0,0,0,0,3,0,0,0,0
09686,2716,133,0001686,8,10,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,1
09687,4073,133,0001686,6,10,1,1,1,1,1,1,1,5,3,1,0,0,0,0,0,0,0,3,0,0,0,0
09688,2000,133,0001687,0,10,0,1,3,1,1,1,5,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09689,5000,133,0001687,3,3,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,6,0,0,0,0
09690,2000,133,0001687,8,10,1,0,1,2,1,1,1,2,1,1,0,0,0,0,0,0,0,5,0,0,0,0
09691,5408,133,0001687,5,8,1,1,1,1,1,1,3,4,1,1,0,0,0,0,0,0,0,6,0,1,0,0
09692,2313,133,0001688,6,8,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,4,0,0,0,0
09693,4626,133,0001688,0,4,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09694,1042,133,0001688,8,8,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,1,0,0,0
09695,5100,133,0001689,7,10,1,1,2,2,3,2,4,3,4,3,0,0,0,0,0,0,0,7,1,0,0,0
09696,3064,133,0001689,5,5,1,1,2,1,1,4,2,3,2,3,0,0,0,0,0,0,0,7,1,0,0,0
09697,6129,133,0001689,8,9,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,1,0,7,0,0,0,0
09698,4597,133,0001689,2,6,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,4,0,0,0,0
09699,3064,133,0001689,0,0,1,1,1,2,1,3,1,4,1,2,0,0,0,0,0,0,0,7,1,0,0,0
09700,3996,133,0001690,7,6,1,1,5,3,1,1,1,2,1,3,0,0,0,0,0,0,0,7,1,0,0,0
09701,4434,133,0001690,6,9,1,0,3,1,1,1,1,4,1,1,0,0,0,0,0,0,0,3,0,0,0,0
09702,2956,133,0001690,5,5,1,1,1,1,1,1,1,5,1,5,0,0,0,0,0,0,0,7,1,0,0,0
09703,5912,133,0001690,9,9,1,1,1,4,2,4,5,5,1,3,0,0,0,0,0,0,0,7,0,0,0,0
09704,2893,134,0001691,7,10,1,1,3,1,1,1,3,5,5,1,0,0,0,0,0,0,0,7,0,0,0,0
09705,2893,134,0001691,6,9,1,1,2,1,2,2,2,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0
09706,2607,134,0001691,5,7,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,3,1,1,1,0
09707,1446,134,0001691,0,9,1,1,3,3,2,2,5,5,1,2,0,0,0,0,0,0,0,4,1,0,0,0
09707,1446,134,0001691,8,10,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09708,2401,134,0001692,3,6,1,1,1,3,1,1,3,5,1,1,0,0,0,0,0,0,0,4,0,0,0,0
09709,1200,134,0001692,0,7,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0
09710,2664,134,0001692,7,8,1,0,3,1,2,1,1,1,3,1,0,0,0,0,0,0,0,7,1,0,0,0
09711,2401,134,0001692,6,9,1,1,2,2,2,2,5,5,5,5,0,0,0,0,0,0,0,1,1,0,0,0
09712,1200,134,0001692,8,10,1,1,1,1,1,1,1,5,1,4,0,0,0,0,0,0,0,2,0,0,0,0
09713,3959,134,0001693,8,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,0,0,0
09714,2639,134,0001693,3,8,1,1,1,1,4,1,3,5,4,3,0,0,0,0,0,0,0,7,0,0,0,0
09715,5279,134,0001693,8,9,1,1,1,1,1,3,4,5,1,1,0,0,0,0,0,0,0,5,0,0,0,0
09716,1320,134,0001693,5,8,1,1,1,5,3,4,2,5,4,3,0,0,0,0,0,0,0,7,1,0,1,1
09717,3114,135,0001694,7,8,1,1,2,5,5,5,3,5,5,5,0,0,0,0,0,0,0,7,1,0,0,0
09718,3455,135,0001694,10,8,1,1,1,1,3,3,1,4,3,1,0,0,0,0,0,0,0,4,0,0,0,0
09719,3455,135,0001694,3,6,1,0,1,1,1,3,1,2,2,1,0,0,0,0,0,0,0,7,1,0,0,0
09720,3455,135,0001694,7,9,1,1,1,1,1,1,1,5,1,1,1,0,0,0,0,0,0,7,1,0,0,0
09721,2774,134,0001695,9,9,1,1,2,1,3,2,3,2,1,2,0,0,0,0,0,0,0,1,1,1,0,1
09722,2774,134,0001695,6,7,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,1,1,0
09723,2500,134,0001695,5,5,1,0,2,2,2,2,2,3,3,2,0,0,0,0,0,0,0,6,0,0,0,0
09724,5000,134,0001695,8,8,1,1,1,1,2,2,2,5,4,3,0,0,0,0,0,0,0,7,1,0,0,0
09725,7524,133,0001696,8,8,1,1,1,1,1,1,1,4,4,1,1,0,0,1,0,0,0,7,0,0,0,1
09726,3339,133,0001696,8,9,1,1,2,1,2,1,2,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
09727,3339,133,0001696,0,7,1,0,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0
