ID_PER,FAC_SEL,CVE_ENT,d_dona_sangre,d_dona_alimen,d_aux_desconocido,d_dona_org_social,p_sindicato,p_gpo_estud,p_part_pol,p_org_reli,p_org_depor,p_org_cultura,p_asoc_padres,p_voluntariado,p_org_dh,p_org_ambient,p_org_vecinal,p_org_exig_gob,es_vinculo,conoce_vinculo,p_volun,reun_relig,reun_fiestas,reun_prob_pub,reun_vigil,reun_exig_aut,reun_conviv,reun_otro
1700769.05.01,1702,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,2,3,
1700788.03.03,4164,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,3,
1700797.01.01,1422,17,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,4,4,3,4,4,
1700797.03.01,2132,17,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,4,,4,,
1700797.04.02,2132,17,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,,,3,1,1,,
1700797.05.01,3554,17,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,4,4,3,3,3,4,
1700814.05.01,628,17,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,4,4,2,3,3,3,
1700818.01.02,1300,17,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
1700818.04.04,2600,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,1,1,2,4,
1700835.02.03,2190,17,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,,0,3,4,3,4,4,,
1700835.05.02,1642,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,4,
1700887.01.01,2908,17,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,1,1,1,3,
1700887.02.03,2181,17,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,3,3,4,
1700887.04.03,2908,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,3,1,2,3,4,
1700891.02.02,2498,17,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,2,2,1,1,
1700932.05.02,1575,17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,4,4,4,
1700956.04.02,1348,17,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3,3,3,3,4,
1700965.02.01,1767,17,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,3,
1701017.04.02,2366,17,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,2,2,2,3,3,
1701030.01.01,1527,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,,
1701030.02.05,3818,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,3,4,
1701030.04.01,764,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,2,3,
1701042.05.01,1012,17,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,3,1,4,4,,,
1701050.05.04,2005,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,3,3,,3,
1701066.02.02,2186,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,3,
1701066.03.02,1458,17,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,4,4,4,4,4,
1701089.03.01,810,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,4,3,
1701089.05.01,1620,17,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,4,4,4,1,3,,
1701118.04.01,1368,17,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,3,3,2,3,2,3,
1701118.05.02,2051,17,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,3,3,3,2,2,
1701121.01.03,1872,17,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,3,3,1,4,1,2,
1701121.02.01,624,17,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,3,3,3,2,4,
1701148.02.01,1662,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,4,2,2,
1701148.04.01,831,17,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,3,3,4,3,4,
1701208.01.01,2478,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,4,
1701208.02.01,2478,17,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,4,4,4,3,4,4,
1701222.01.01,1764,17,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,3,3,4,4,
1701234.03.03,3284,17,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,2,,2,1,2,2,
1701234.04.02,1642,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,
1701234.05.01,1642,17,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,4,4,4,4,3,
1701300.02.02,1694,17,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4,3,2,2,3,2,
1701309.05.01,1314,17,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,3,4,3,3,2,3,
1701364.02.01,706,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,4,4,
1701364.04.03,2119,17,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,3,2,3,3,3,3,
1701399.02.02,2384,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,4,3,2,
1701426.05.01,1396,17,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,2,2,2,3,
1701482.03.04,3801,17,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,3,4,3,3,3,
1701482.04.02,2280,17,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,3,4,3,3,3,4,
1701516.02.02,1446,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,4,4,4,
1701642.02.01,2099,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,2,2,4,
1701642.03.02,2099,17,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,2,2,2,4,
1701653.01.01,2000,17,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,3,3,3,3,3,
1701654.01.01,2670,17,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,4,4,2,3,3,4,
1701661.04.01,4832,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,4,4,2,
1701783.02.01,1619,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,4,4,
1701915.01.01,3846,17,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,4,4,4,4,4,4,
1701931.04.01,1042,17,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,1,4,2,
1701931.05.02,2084,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,3,3,
1701933.02.01,1294,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,
1701933.06.01,1942,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,1,4,
1701933.08.01,1294,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,4,2,2,3,,
1701933.10.02,1294,17,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,4,4,4,4,4,4,
1701933.16.02,1294,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,4,4,
1701933.19.02,1294,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1701948.01.02,1678,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,
1701948.02.02,1678,17,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,4,4,4,4,4,,
1701948.03.02,2517,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,3,,,,
1701948.05.01,839,17,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,,,,,,,
1701948.07.02,2517,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,
1701948.11.02,2517,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1701948.14.04,4196,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1701948.17.02,1678,17,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,,,,,,
1701948.20.02,3357,17,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,,4,4,4,,
1702036.01.02,1822,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,4,3,4,
1702036.03.04,3645,17,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2,3,
1702052.04.02,2481,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,1,1,1,3,
1702110.01.01,1347,17,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,4,3,4,3,2,3,
1702132.05.01,1757,17,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,3,3,1,1,3,3,
1702143.02.03,2292,17,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,2,2,3,2,3,
1702143.03.01,764,17,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,3,3,3,2,2,3,
1702143.04.04,3056,17,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,0,2,2,3,4,2,2,
1702143.05.01,764,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,4,3,3,3
1702157.02.02,1534,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,4,4,4,4,
1702157.03.01,767,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
1702164.02.01,1764,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,3,4,
1702190.01.02,2458,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
1702190.04.01,819,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,4,3,,
1702244.03.01,664,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,2,2,2,
1702389.01.01,1730,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,1,4,2,2,
1702389.04.02,1730,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,3,3,
1702440.10.01,1495,17,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4,4,4,4,4,4,
1702440.14.01,1495,17,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,4,2,,4,,
1702440.18.03,2242,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,,3,,3,3,
1702527.01.02,2171,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,4,
1702527.09.01,2895,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
1702533.08.06,3697,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,4,4,4,4,
1702533.11.01,739,17,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,3,2,2,2,2,2,2
1702533.16.01,2218,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,
1702588.17.04,2410,17,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,4,3,4,3,4,
1702588.20.03,1807,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,2,1,
1702652.05.05,3199,17,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,3,2,3,,4,3,
1702661.02.01,3993,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,2,2,2,4,
1702661.03.04,3993,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,3,3,4,4,
1702805.01.02,1788,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,4,4,
1702805.02.01,3577,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,4,
1702805.09.02,1788,17,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,2,2,3,
1702805.12.01,2683,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,3,4,3,
1702805.14.04,4471,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,4,3,
1702805.15.03,2683,17,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,3,3,4,4,
1702814.03.01,2416,17,0,1,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,1,0,1,1,4,4,3,2,
1702814.20.04,1611,17,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,4,4,4,4,3,3,
1702832.04.01,887,17,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,3,3,3,3,
1702836.02.01,1434,17,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,4,
1702836.04.01,2151,17,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,2,2,2,
1702864.03.02,1309,17,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,4,4,2,2,2,4,
1702868.03.03,4179,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,3,4,4,4,
1702898.03.01,1613,17,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,,,4,4,4,
1702898.05.02,1613,17,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,,,,,
1703025.03.03,2270,17,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,1,3,1,4,4,
1703025.04.01,567,17,1,1,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,4,3,3,2,3,
1703067.14.01,1541,17,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,,,,,1,
1703067.17.01,771,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,4,4,
1703186.02.03,2391,17,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,4,4,4,4,
1703186.06.01,797,17,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4,3,4,4,4,
1703186.08.01,1594,17,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,3,4,4,4,4,
1703186.09.01,2391,17,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,,4,4,4,,,
1703186.13.01,797,17,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,4,2,4,4,4,
1703186.14.01,797,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,2,2,3,3,
1703186.19.01,3986,17,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,2,3,3,4,3,3,
1703243.01.01,2488,17,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,3,3,4,4,,
1703243.06.01,1659,17,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,
1703243.08.01,2488,17,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,4,4,4,4,4,
1703243.10.02,2488,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,3,4,4,4,
1703243.15.03,2488,17,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,4,4,2,4,
1703243.17.02,2488,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
1703313.02.02,2438,17,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,2,2,2,3,
1703313.06.02,2438,17,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,2,2,3,2,2,
1703313.19.03,2438,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,4,4,1,
1703313.20.02,1625,17,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,3,3,4,4,4,2,
1703362.05.03,2092,17,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,1,2,3,3,
1703455.08.02,3589,17,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,3,1,3,3,3,3,
1703455.17.01,718,17,0,1,1,0,0,0,,0,1,1,1,1,0,,,0,0,0,0,3,4,2,,2,4,
1703574.01.02,1525,17,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,2,2,2,4,
1703583.01.02,2482,17,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3,3,2,2,3,4,
1760006.01.03,1985,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,2,
1760006.04.01,993,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,4,4,4,4,
1760006.06.01,1985,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,4,4,4,4,
1760006.09.04,1985,17,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,2,2,2,4,3,3,
1760006.13.02,993,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,3,2,
1760006.19.04,2482,17,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,4,2,2,2,2,3,
1760041.06.01,631,17,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,2,4,4,4,4,
1760041.09.01,631,17,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,3,4,4,4,
1760041.10.03,1893,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,2,2,2,
1760041.14.01,1262,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,4,4,4,4,4,
1760041.17.01,1262,17,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,4,4,
1760052.09.02,921,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,3,
1760052.10.02,1382,17,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,2,3,2,3,
1760052.19.02,921,17,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,2,3,3,3,
1760071.03.01,615,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,3,4,3,3,
1760071.04.02,1230,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
1760071.14.03,1230,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,2,3,
1760071.15.01,922,17,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,3,3,1,1,1,1,
1760071.20.02,615,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,3,3,
1760109.14.01,659,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,
1760228.09.01,619,17,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,3,3,3,3,3,
1760265.01.01,1039,17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,3,2,1,1,3,
1760265.05.02,1039,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,4,2,2,2,4,
1760277.01.02,969,17,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,2,2,1,4,3,2,
1760277.12.02,1453,17,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,3,3,3,
1760277.14.03,1938,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,4,3,3,4,3,
1760277.20.01,484,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,4,4,4,4,
1760315.01.02,1193,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,2,2,4,
1760315.12.01,2983,17,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,3,4,3,4,
1760315.14.01,597,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,1,1,1,
1760315.17.03,3580,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
1760402.14.01,414,17,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3,3,3,3,3,
1760402.16.02,1242,17,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,3,1,1,1
1760402.18.01,414,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3,2,2,1,1,,
1760402.19.01,1242,17,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,2,,2,4,
1760403.07.02,1307,17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,3,3,3,
1760403.08.03,1307,17,0,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,2,2,2,2,2,2,
1760403.10.02,1743,17,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,2,2,2,,2,2,
1760403.19.01,1307,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,3,2,3,
1760403.20.02,871,17,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,2,3,
1760434.02.03,1549,17,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2,3,3,3,3,
1760434.07.01,516,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,
1760434.11.02,1549,17,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3,4,4,4,3,3,
1800005.03.02,1294,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,3,4,4,3,
1800005.05.01,647,18,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,2,3,2,4,3,3,
1800044.01.01,581,18,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
1800057.04.01,1184,18,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,4,4,4,,4,,
1800078.03.01,1639,18,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,4,4,
1800140.04.04,1946,18,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,4,3,2,3,3,2,
1800151.03.01,617,18,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,3,3,2,2,3,3,
1800151.04.04,3701,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,3,3,3,3,
1800303.01.03,1982,18,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,2,4,2,3,
1800306.01.01,570,18,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,4,4,4,4,
1800307.02.01,2365,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
1800317.05.02,1246,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,,,,,
1800345.03.01,1219,18,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,3,3,
1800361.02.01,590,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,4,,4,,
1800361.05.02,1180,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,4,2,3,
1800390.02.01,1534,18,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,3,3,3,3,3,4,
1800390.03.01,767,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,1,2,3,
1800390.04.01,767,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,1,1,2,
1800390.05.03,2300,18,1,1,1,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,2,3,4,4,2,
1800460.01.01,2461,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,
1800470.03.02,2062,18,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,4,4,3,3,4,4,
1800470.04.03,3437,18,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,4,4,3,4,
1800476.02.01,1245,18,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,4,2,3,
1800487.03.02,3909,18,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,
1800487.05.03,1954,18,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,4,4,4,4,3,
1800501.04.01,1408,18,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,2,4,2,4,3,4,
1800555.01.02,1373,18,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,3,3,3,3,3,4,
1800555.05.01,1373,18,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,3,4,3,3,4,4,
1800567.04.03,2228,18,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,,,,,
1800567.05.01,1486,18,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,3,4,2,4,3,4,
