ID_PER,FAC_SEL,CVE_ENT,d_dona_sangre,d_dona_alimen,d_aux_desconocido,d_dona_org_social,p_sindicato,p_gpo_estud,p_part_pol,p_org_reli,p_org_depor,p_org_cultura,p_asoc_padres,p_voluntariado,p_org_dh,p_org_ambient,p_org_vecinal,p_org_exig_gob,es_vinculo,conoce_vinculo,p_volun,reun_relig,reun_fiestas,reun_prob_pub,reun_vigil,reun_exig_aut,reun_conviv,reun_otro
0160027.03.01,740,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,2,
0160027.05.02,1110,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,3,3,2,2,
0160027.06.03,1110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,,,
0160027.08.01,740,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,
0160027.15.02,740,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,2,2,2,
0160027.16.01,740,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,4,4,
0160027.18.01,370,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,,,
0160073.10.01,1944,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0160073.16.01,1944,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,4,3,4,3,
0160114.07.01,5861,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,2,4,4,
0160148.05.02,569,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,
0160148.06.01,1422,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,2,2,3,2,2,3,
0160148.08.02,853,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,2,3,4,
0160148.09.03,853,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,4,4,2,2,
0160148.14.02,1137,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3,,,4,4,
0160148.16.01,284,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,,3,4,4,
0160148.18.01,284,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,
0160196.01.01,1732,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,4,4,3,3,2,4,
0160196.05.01,1732,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,1,2,3,2,2,2,3,
0160206.01.02,1948,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,2,2,3,2,2,
0160206.03.01,390,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,2,3,3,2,
0160206.05.03,1558,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,4,2,2,2,2,
0160206.11.02,779,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,
0160206.12.01,390,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0160206.16.02,1169,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,
0160206.18.01,1558,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,3,3,4,4,4,
0200191.04.01,5851,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,,,
0200194.01.01,2924,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,3,
0200194.02.03,8772,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,3,4,4,
0200194.03.01,8772,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2,2,2,2,3,3,
0200382.01.01,2771,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,4,4,4,4,4,
0200382.02.02,5542,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
0200382.03.01,2771,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,4,4,4,
0200382.04.01,8313,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,3,
0200382.05.05,16627,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0200384.01.02,11928,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,3,3,3,3,
0200384.02.01,2982,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4,4,
0200384.03.01,5964,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,4,4,4,3,1,
0200384.04.02,5964,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
0200384.05.01,5964,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,3,3,4,4,
0200492.01.02,7760,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,2,3,
0200519.01.01,2522,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,4,4,3,3,
0200519.03.04,10089,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0200560.02.01,2980,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0200560.04.03,11921,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,1,4,3,3,
0200845.01.02,8825,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4,4,4,4,4,4,
0200845.02.02,5883,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,
0200845.03.02,5883,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,4,4,
0200845.04.03,11767,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,3,3,4,4,
0200879.01.02,4980,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0200879.02.01,2490,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,4,4,,,
0200879.04.02,4980,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,
0200879.05.02,4980,2,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,4,4,4,4,4,4,
0200991.02.02,12009,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,3,3,2,4,
0200991.04.02,9007,2,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4,4,4,4,4,4,
0200991.05.01,12009,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,2,4,
0201194.02.01,2872,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0201194.05.03,11489,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
0201229.04.01,5916,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,,,,,,
0201503.02.01,3032,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,4,4,3,3,4,4,
0201503.05.02,15158,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,4,3,3,3,4,4,
0201576.01.03,9923,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
0201576.03.02,6615,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,,,,,,
0201576.04.01,3308,2,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,,,,,4,4,
0201576.05.01,3308,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
0201591.01.01,3617,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
0201591.02.02,7235,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,3,3,4,2,2,
0201591.03.01,7235,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
0201591.04.01,3617,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
0201812.02.02,12078,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0201812.04.01,9059,2,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,4,,,,4,4,
0201895.05.02,5752,2,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,3,3,4,3,3,3,
0201960.04.02,6554,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,4,4,4,3,
0201960.05.01,6554,2,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,3,3,3,3,
0201971.04.01,2807,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,
0201971.05.01,5614,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,
0202051.01.02,5624,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,4,3,4,4,4,
0202051.05.02,8437,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,4,4,,4,
0202381.02.02,6295,2,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,4,4,2,2,3,4,
0202479.03.01,3036,2,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,4,2,4,4,4,4,
0202479.05.01,6072,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,4,
0202528.03.01,6028,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,4,4,4,2,
0203566.04.01,8299,2,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,2,2,2,1,2,1,
0203686.01.01,2256,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,3,3,
0203686.02.01,2256,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,4,
0203686.04.01,2256,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,3,1,4,
0203686.05.01,4512,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0204062.01.01,2791,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0204062.02.01,2791,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0204062.03.01,2791,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0204062.04.02,8374,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,4,4,
0204165.05.01,13187,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,
0204217.04.01,3080,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,,4,4,
0204217.05.01,12318,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,3,4,
0204246.02.02,4289,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3,3,3,3,3,
0204246.03.01,2145,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,4,
0204335.03.02,6501,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0204379.02.01,1863,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0204500.01.01,3501,2,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3,4,2,2,2,3,
0204597.01.01,2723,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,4,4,4,3,3,
0204597.05.03,10893,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,2,2,2,
0204748.01.01,2269,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0204748.03.01,2269,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,,,
0204748.04.01,4537,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,4,4,
0204932.01.01,3493,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,4,4,
0204932.05.01,6986,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0205193.03.01,2559,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,
0205199.03.01,12077,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,4,4,4,4,
0205199.04.01,12077,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,4,4,
0205523.05.01,2187,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
0205602.03.01,5911,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,3,
0205602.04.02,2956,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0205602.05.01,5911,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0205793.02.01,2473,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0205793.04.01,2473,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,
0205951.01.03,8139,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0205951.04.01,2713,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0205951.05.01,2713,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0206131.01.01,2136,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0206131.02.03,8542,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,,4,
0206131.04.02,4271,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,2,4,4,
0206231.01.02,5441,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,2,3,
0206231.02.02,10881,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0206231.04.01,8161,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,
0206231.05.01,2720,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,4,
0206235.01.02,10969,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,4,3,
0206235.02.02,5485,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,4,4,
0206235.03.01,2742,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0206235.05.02,10969,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0206237.01.02,14184,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0206237.02.01,8511,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,3,3,
0206237.03.01,2837,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0206237.05.01,5674,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,4,4,4,4,
0206256.01.01,2698,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,
0206256.05.02,5396,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,2,2,2,
0206277.02.02,6602,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,,2,3,
0206277.03.01,3301,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,3,4,
0206277.04.04,13204,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,4,4,4,4,
0206277.05.01,9903,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0206373.01.01,5338,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,3,
0206373.02.02,5338,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,3,
0206373.03.01,5338,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,3,
0206373.04.01,5338,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0206468.01.01,5237,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,3,2,1,1,1,
0206468.02.02,5237,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0206468.03.01,2619,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,2,1,1,1,1,
0206468.04.03,7856,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,4,4,4,4,
0206468.05.01,2619,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0206578.01.01,2782,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0206578.03.02,11129,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,3,3,4,4,
0206578.04.01,5565,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0206578.05.02,5565,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,4,4,3,3,
0206599.02.04,11001,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0206599.03.02,5500,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,
0206599.04.03,8250,2,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,4,3,3,4,4,
0206599.05.01,5500,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,4,4,
0206686.02.02,11316,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0206686.04.01,11316,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0206686.05.01,3772,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0206804.01.03,7470,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,3,
0206804.02.02,7470,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,,,
0206804.03.02,7470,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0206804.04.01,4980,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0206804.05.04,9960,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,3,4,
0206812.01.02,5502,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0206812.02.01,5502,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,4,
0206812.03.01,2751,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,3,
0206812.04.02,8253,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
0206812.05.01,2751,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0207072.02.05,15831,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
0207072.03.03,7915,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,4,4,4,4,
0207072.05.01,5277,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,
0207072.06.03,5277,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,
0207072.08.02,5277,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,,,,,
0207072.10.03,7915,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,1,1,
0207072.12.05,5277,2,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,3,2,3,2,3,2,
0207072.14.02,5277,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,3,3,4,4,4,
0207072.18.02,7915,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,3,3,
0207072.20.03,7915,2,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,4,4,3,,3,2,
0207176.04.01,8483,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,
0207176.06.01,2828,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,4,4,3,3,
0207176.10.03,11311,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,2,2,
0207176.11.02,5655,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,4,4,2,
0207176.12.01,5655,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,4,4,2,
0207176.14.01,2828,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,4,3,4,2,
0207176.20.01,8483,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,
0207395.03.02,6263,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0207395.04.01,3131,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,4,
0207395.05.01,6263,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,3,
0208069.01.01,4159,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0208069.02.06,10397,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,3,2,
0208069.03.01,6238,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,4,2,
0208069.04.02,4159,2,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,2,2,3,3,2,1,
0208069.07.02,4159,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,3,4,3,3,
0208069.08.02,4159,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,2,1,,,1,
0208069.10.03,10397,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,3,,4,3,
0208069.11.02,6238,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,4,3,4,
0208069.12.02,4159,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,
0208069.13.02,6238,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
0208069.16.02,4159,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,4,3,4,4,
0208069.19.04,8318,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,,3,3,
0208116.02.02,3978,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,4,4,1,
0208116.03.02,3978,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,4,4,3,3,
0208116.05.01,3978,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0208116.10.02,5967,2,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,3,3,,,2,
0208116.15.01,1989,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3,,,,,
0208116.16.02,3978,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0208116.19.02,3978,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,4,4,4,2,
0208116.20.01,1989,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,4,,,,,
0208231.01.02,8776,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,3,
0208231.02.01,5851,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0208231.03.01,2925,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0208231.04.03,8776,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0208231.05.02,8776,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0260105.04.01,1567,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
0260105.07.02,1567,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,
0260105.12.01,1567,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,4,4,,,
0260105.13.02,2350,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,
