FOLIO,ENT,FAC_ELE,EST_DIS,UPM_DIS,biare,conf_gente,conf_conoce,cuenta_fami,cuenta_no_fami,f_reun_soc,f_reun_iglesia,f_reun_comp_esc,f_reun_depor,f_reun_comp_trab,f_reun_familiares,f_reun_ami_parej,f_reun_otr_ami,p_vecinos_padres,p_ong,p_voluntariado,p_autoayuda,p_org_depor,p_sindicato,p_filantropia,vecinos_nombre,apoyo_no _famil,donativo_org_apoyo,donativo_org_amb,trab_volun,asist_iglesia,org_iglesia
19074,20,2771,279,0002994,8,1,4,1,1,3,1,2,3,3,4,3,3,0,0,0,0,0,0,0,3,0,0,0,1,0,0
19075,20,2771,279,0002994,10,2,5,1,1,1,2,1,3,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
19076,20,1320,279,0002994,8,3,3,1,1,2,2,1,1,1,4,1,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0
19077,20,1386,279,0002994,10,5,6,1,0,1,1,1,1,1,5,1,3,0,0,0,0,0,0,0,7,0,0,0,1,0,0
19078,20,1320,279,0002994,5,2,5,1,1,2,1,1,1,2,4,1,2,0,0,0,0,0,0,0,6,1,0,0,0,0,0
19079,20,1386,279,0002994,10,10,10,1,1,2,2,2,3,3,3,2,3,0,0,0,0,0,0,0,4,1,1,0,1,0,0
19080,20,2771,279,0002994,7,5,9,1,1,1,1,3,3,3,3,3,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0
19081,20,2771,279,0002994,5,10,10,1,1,2,2,2,1,2,2,1,2,0,0,0,0,0,0,0,7,1,0,0,1,1,0
19082,20,1386,279,0002994,8,2,9,1,1,3,4,1,1,2,4,1,4,0,0,0,0,0,0,0,7,0,0,0,1,1,0
19083,20,906,279,0002995,7,8,8,1,0,1,1,1,3,3,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
19084,20,2590,279,0002995,9,0,3,0,0,1,2,3,1,1,3,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
19085,20,1727,279,0002995,10,7,10,1,1,3,4,1,4,1,1,1,1,0,0,0,0,0,0,0,7,0,1,0,1,1,0
19086,20,1813,279,0002995,8,2,6,1,1,2,3,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,1,1,0
19087,20,1727,279,0002995,7,7,8,1,0,1,2,1,1,1,3,4,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0
19088,20,1813,279,0002995,10,9,9,1,1,1,1,1,1,2,5,1,5,1,0,0,0,0,0,0,7,1,1,0,1,1,0
19089,20,863,279,0002995,8,7,8,1,1,2,3,1,1,5,5,1,2,0,0,0,0,0,0,0,7,0,0,0,0,1,0
19090,20,1727,279,0002995,9,7,9,1,1,2,2,1,1,1,4,2,2,0,0,0,0,0,0,0,7,1,0,0,0,1,0
19091,20,1727,279,0002995,8,7,10,1,1,2,1,2,1,1,5,1,2,0,0,0,0,0,0,0,7,0,0,0,0,1,0
19092,20,1727,279,0002995,10,8,10,1,0,2,3,1,1,1,3,1,5,0,0,0,0,0,0,0,7,0,1,0,0,1,1
19093,20,2719,279,0002995,10,5,7,1,1,1,2,1,2,3,4,3,2,0,0,0,0,0,0,0,7,0,0,0,1,1,1
19094,20,1813,279,0002995,6,7,6,1,0,3,4,1,1,3,1,1,1,0,0,0,0,0,0,0,7,0,0,0,1,0,0
19095,20,906,279,0002995,8,0,2,1,0,3,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,1,1,0
19096,20,1813,279,0002995,8,6,8,1,0,3,3,3,2,3,4,3,3,0,0,0,0,0,0,0,7,1,0,0,1,1,0
19097,20,3453,279,0002995,10,3,7,1,1,2,3,2,1,1,5,1,2,0,0,0,0,0,0,0,7,0,0,0,0,1,0
19098,20,863,279,0002995,5,2,0,1,1,1,2,3,1,1,3,3,2,0,0,0,0,0,0,0,7,1,0,1,0,1,1
19099,20,1727,279,0002995,9,2,5,1,1,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
19100,20,2590,279,0002995,10,2,5,1,1,1,1,1,1,3,2,1,1,0,0,0,0,0,0,0,7,1,0,1,1,1,0
19101,20,2552,279,0002996,10,9,8,1,1,2,2,1,1,1,2,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0
19102,20,4019,279,0002996,8,6,8,1,1,2,2,1,5,3,3,3,2,0,0,1,0,1,0,0,7,1,0,0,1,0,0
19103,20,1276,279,0002996,2,3,5,0,0,2,3,1,3,4,3,2,1,0,0,0,0,0,0,0,6,1,0,0,1,1,0
19104,20,2552,279,0002996,10,1,5,1,1,2,5,1,2,3,4,1,2,0,0,0,0,0,0,0,7,1,0,0,1,1,0
19105,20,1340,279,0002996,8,2,8,1,1,4,2,5,1,3,5,4,3,0,0,0,0,0,0,0,7,1,0,0,1,0,0
19106,20,2679,279,0002996,6,3,3,1,1,3,2,2,2,3,3,2,2,0,0,0,0,0,0,0,7,1,0,0,1,1,0
19107,20,2552,279,0002996,9,0,10,0,1,1,5,1,1,1,2,1,1,0,0,0,0,0,0,0,7,1,0,0,0,1,1
19108,20,3828,279,0002996,5,0,0,1,1,2,1,1,1,1,2,2,1,0,0,0,0,0,0,0,7,1,0,0,0,1,0
19109,20,2679,279,0002996,10,3,8,1,1,2,2,1,3,3,4,2,3,0,0,0,0,0,0,0,7,1,0,0,1,1,0
19110,20,1340,279,0002996,10,6,8,1,1,5,5,3,1,4,5,5,4,0,0,0,0,0,0,0,7,0,0,0,0,1,0
19111,20,3828,279,0002996,10,7,10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,1,1,0
19112,20,5104,279,0002996,7,5,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0
19113,20,1276,279,0002996,5,0,5,1,1,2,1,2,2,2,2,1,2,0,0,0,0,0,0,0,6,0,0,0,0,1,0
19114,20,2552,279,0002996,8,7,9,1,0,2,4,1,1,1,2,2,2,0,0,0,0,0,0,0,7,0,0,0,0,1,0
19115,20,1276,279,0002996,1,4,8,1,1,1,3,1,1,5,5,1,4,1,0,0,0,0,0,0,7,1,0,0,1,1,0
19116,20,4019,279,0002996,10,5,6,1,1,2,1,2,1,1,2,1,2,0,0,0,0,0,0,0,7,1,1,0,1,1,0
19117,20,1340,279,0002996,10,7,7,1,1,2,2,2,1,2,2,1,2,0,0,0,0,0,0,0,7,0,0,0,1,1,0
19118,20,1276,279,0002996,7,5,8,1,1,2,2,1,1,4,4,1,1,0,0,0,0,0,0,0,7,1,0,0,1,0,0
19119,20,1276,279,0002996,5,5,4,1,1,2,4,1,1,3,2,1,3,0,0,0,0,0,0,0,7,1,0,1,0,1,1
19120,20,2146,279,0002997,10,7,7,1,0,2,1,1,1,2,4,1,3,0,0,0,0,0,0,0,7,0,0,0,1,0,0
19121,20,2253,279,0002997,10,5,5,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
19122,20,1073,279,0002997,8,9,0,1,1,4,3,1,1,1,2,5,2,0,0,0,0,0,0,0,7,0,0,0,0,1,0
19123,20,2146,279,0002997,8,8,9,1,1,1,5,3,1,1,3,3,3,1,0,0,0,0,0,0,7,1,0,0,1,1,1
19124,20,2253,279,0002997,10,3,2,1,1,1,2,1,1,2,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
19124,20,2253,279,0002997,9,2,2,1,0,1,1,1,2,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
19125,20,2146,279,0002997,10,1,9,1,1,2,2,1,3,1,3,2,1,0,0,0,0,0,0,0,6,1,0,1,1,1,0
19126,20,2253,279,0002997,0,10,10,1,1,2,2,1,1,1,2,2,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0
19127,20,4506,279,0002997,9,6,8,1,0,2,2,3,4,1,4,4,3,0,0,0,0,1,0,0,7,1,0,0,0,0,0
19128,20,4506,279,0002997,6,5,9,1,1,1,1,1,1,5,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
19129,20,2253,279,0002997,10,8,9,1,1,3,2,2,2,2,4,4,4,0,0,0,0,0,0,0,7,0,1,1,1,0,0
19130,20,4292,279,0002997,7,3,8,1,1,2,1,2,2,2,4,2,3,0,0,0,0,0,0,0,7,1,0,1,1,0,0
19131,20,2253,279,0002997,8,9,9,1,1,1,1,1,1,3,5,5,4,0,0,0,0,0,0,0,7,1,0,0,1,1,0
19132,20,3380,279,0002997,10,10,10,1,1,2,4,1,1,5,5,5,5,0,0,0,0,0,0,0,7,0,0,0,1,1,0
19133,20,4292,279,0002997,9,7,10,1,1,1,1,1,1,1,5,4,2,0,0,0,0,0,0,0,7,1,1,0,0,1,0
19134,20,909,279,0002998,9,1,8,1,0,1,5,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,1
19135,20,866,279,0002998,10,4,3,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0
19136,20,909,279,0002998,10,5,8,1,0,3,1,1,1,4,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
19137,20,866,279,0002998,10,0,3,1,0,1,1,1,1,1,4,4,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0
19138,20,2728,279,0002998,10,7,6,1,1,1,4,5,4,4,4,4,4,0,0,0,0,0,0,0,7,1,1,0,0,1,0
19139,20,909,279,0002998,5,2,6,1,1,1,1,1,1,1,1,1,5,0,0,0,0,0,0,0,7,1,0,0,0,0,0
19140,20,866,279,0002998,5,5,8,1,1,1,1,1,1,1,2,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0
19141,20,866,279,0002998,10,0,0,1,1,1,1,1,1,1,3,2,1,0,0,0,0,0,0,0,7,1,0,0,0,1,0
19142,20,1818,279,0002998,8,7,7,1,1,1,2,1,2,1,3,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0
19143,20,866,279,0002998,10,8,9,1,0,1,2,1,1,3,4,3,1,0,0,0,0,0,0,0,7,0,0,0,1,1,0
19144,20,866,279,0002998,10,7,10,1,1,1,5,5,5,5,5,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
19145,20,866,279,0002998,9,5,3,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0
19146,20,2598,279,0002998,5,2,10,1,0,1,2,1,3,4,4,5,5,0,0,0,0,0,0,0,1,0,0,0,1,1,1
19147,20,866,279,0002998,7,7,9,0,1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,0,0,0,1,0
19148,20,683,279,0002999,10,3,10,1,0,2,4,5,3,3,5,1,4,0,0,1,0,0,0,0,7,0,0,0,1,0,0
19149,20,1365,279,0002999,8,2,2,1,1,3,1,3,4,1,2,3,2,0,0,0,0,1,0,0,7,1,0,0,1,0,0
19150,20,683,279,0002999,8,6,8,1,0,1,3,2,1,1,4,1,2,0,0,0,0,0,0,0,7,0,0,0,0,1,1
19151,20,683,279,0002999,9,10,10,0,1,5,1,1,1,1,5,1,5,1,0,0,0,0,0,0,7,0,0,0,1,1,1
19152,20,5017,279,0002999,10,1,10,1,1,4,5,4,2,2,5,4,3,1,0,1,0,0,0,0,7,0,0,0,1,0,0
19153,20,1365,279,0002999,9,7,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0
19154,20,683,279,0002999,10,0,10,1,1,5,5,4,4,5,5,4,3,0,0,0,0,1,0,0,7,1,0,0,1,1,0
19155,20,683,279,0002999,8,8,8,1,0,4,2,1,1,1,3,1,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0
19156,20,683,279,0002999,8,3,5,1,0,2,2,1,1,1,3,1,3,0,0,0,0,0,0,0,5,0,0,0,1,1,0
19157,20,952,280,0003000,9,6,9,1,1,3,1,4,3,3,3,4,3,0,0,0,0,0,0,0,7,0,0,1,1,0,0
19158,20,4532,280,0003000,8,5,9,1,1,2,3,2,3,2,3,2,2,0,0,0,0,0,0,0,6,0,0,0,0,0,1
19159,20,1813,280,0003000,8,5,10,1,1,1,2,1,1,1,2,2,2,0,0,0,0,0,0,0,7,1,0,0,0,1,0
19160,20,1813,280,0003000,4,4,4,1,0,3,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
19161,20,4758,280,0003000,10,8,8,1,0,3,1,4,3,3,2,1,1,0,0,0,0,0,0,0,7,0,0,0,1,0,0
19162,20,1813,280,0003000,10,0,6,1,1,1,1,3,3,1,4,1,3,0,0,0,0,0,0,0,7,1,0,0,1,0,0
19163,20,906,280,0003000,8,0,2,1,1,1,3,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,1,0,0,0,0
19164,20,1813,280,0003000,9,7,9,1,1,1,4,1,1,3,4,4,2,0,0,0,0,0,0,0,7,1,0,0,1,1,0
19165,20,1813,280,0003000,10,5,8,1,0,1,1,2,1,1,5,2,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0
19166,20,906,280,0003000,10,5,8,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
19167,20,1813,280,0003000,8,5,9,1,0,1,1,1,1,1,4,1,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0
19168,20,1813,280,0003000,6,3,4,1,0,1,2,1,1,1,1,3,2,0,0,0,0,0,0,0,7,1,0,0,0,1,1
19169,20,906,280,0003000,10,0,0,1,0,1,2,1,1,2,3,2,1,0,0,0,0,0,0,0,7,0,0,0,1,1,0
19170,20,906,280,0003000,10,3,3,1,1,3,1,1,2,3,4,4,3,0,0,0,0,0,0,0,7,0,0,1,1,0,0
19171,20,906,280,0003000,9,6,10,1,1,2,2,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
19172,20,2719,280,0003000,7,4,7,1,1,1,2,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
19173,20,2719,280,0003000,9,5,8,1,1,1,1,3,2,2,4,3,3,0,0,0,0,0,0,0,7,1,0,0,0,0,0
19174,20,3806,280,0003000,8,5,9,1,1,2,3,2,3,4,4,2,2,0,0,0,0,0,0,0,7,0,0,0,1,0,0
19175,20,906,280,0003000,7,2,7,0,1,2,2,1,1,2,3,1,2,0,0,0,0,0,0,0,7,0,0,0,1,1,0
19176,20,2202,280,0003001,9,7,8,1,1,4,2,2,4,5,3,4,2,0,0,0,0,0,1,0,6,1,0,0,1,0,0
19177,20,3302,280,0003001,8,7,8,1,1,2,1,3,3,4,3,4,3,0,0,0,0,0,1,0,7,1,0,0,0,1,0
19178,20,1101,280,0003001,10,2,5,1,1,1,5,1,1,4,5,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0
19179,20,1101,280,0003001,7,6,7,1,1,3,2,1,1,2,3,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0
19180,20,2097,280,0003001,9,7,8,1,0,1,3,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
19181,20,4194,280,0003001,9,5,8,1,1,1,1,1,2,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
19182,20,2097,280,0003001,9,5,9,1,0,2,2,1,1,5,5,1,3,0,0,0,0,0,0,0,7,1,0,0,0,0,0
19183,20,3145,280,0003001,9,8,7,1,1,5,5,5,1,1,5,1,5,0,0,0,0,0,0,0,7,0,0,0,0,1,1
19184,20,2097,280,0003001,4,2,5,1,1,1,1,1,1,2,3,1,1,0,0,0,0,0,0,0,5,1,0,0,0,1,0
19185,20,2202,280,0003001,5,5,10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
19186,20,4403,280,0003001,9,10,9,1,1,1,1,1,1,1,3,3,1,0,0,0,0,0,1,0,7,0,0,1,0,0,0
19187,20,4403,280,0003001,5,6,4,1,0,1,2,1,1,1,3,1,2,0,0,1,0,0,0,0,7,0,0,0,1,1,0
19188,20,2097,280,0003001,5,3,3,1,0,2,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
19189,20,1048,280,0003001,10,0,6,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,1,0,0,1,0,0
19190,20,4403,280,0003001,8,6,7,1,0,3,3,1,1,2,3,1,2,0,0,0,0,0,0,0,7,0,0,0,0,1,1
19191,20,2097,280,0003001,10,1,3,1,1,5,3,1,1,1,5,2,1,0,0,0,0,0,0,0,7,0,0,0,1,1,0
19192,20,3302,280,0003001,10,3,5,1,1,1,2,2,3,5,5,1,4,0,0,0,0,0,0,0,7,1,0,0,0,0,0
19193,20,3145,280,0003001,8,5,10,1,0,1,3,1,1,1,3,1,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0
19194,21,2761,281,0003002,10,5,10,1,1,3,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,1,0,0,1,0
19195,21,1380,281,0003002,7,6,8,0,0,1,1,1,3,4,3,2,2,0,0,0,1,0,0,0,3,1,0,0,0,1,0
19196,21,2874,281,0003002,9,8,8,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,6,0,0,0,0,1,0
19197,21,2761,281,0003002,9,8,10,1,1,3,1,2,5,2,5,5,3,0,0,0,0,0,0,0,5,0,0,0,0,1,0
19198,21,4034,282,0003003,8,5,7,0,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
19199,21,2800,282,0003003,8,4,7,1,1,2,3,2,2,2,4,3,3,0,0,0,0,0,1,0,1,1,0,0,0,1,1
19200,21,5378,282,0003003,7,6,7,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
19201,21,6723,282,0003003,9,9,9,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
19202,21,1528,281,0003004,10,8,8,1,1,2,1,1,1,5,3,3,2,0,0,0,0,0,0,0,7,0,0,0,0,1,0
19203,21,3055,281,0003004,8,6,7,1,1,3,4,1,1,1,2,1,1,1,0,0,0,0,0,0,7,1,0,0,1,1,0
19204,21,5870,281,0003004,10,8,9,1,1,2,3,2,2,4,4,1,3,0,0,0,0,0,0,0,7,0,0,0,0,1,0
19205,21,4149,282,0003005,8,0,8,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
19206,21,4149,282,0003005,9,5,5,1,0,1,1,2,1,2,4,3,2,0,0,0,0,0,0,0,2,1,0,0,0,1,0
19207,21,6223,282,0003005,8,5,10,1,1,1,1,1,2,3,3,2,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0
19208,21,6223,282,0003005,8,6,7,1,1,1,1,1,1,5,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
19209,21,4149,282,0003005,8,7,9,1,0,2,1,2,3,3,4,1,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0
19210,21,3606,283,0003006,6,0,0,0,0,1,1,1,1,5,4,1,1,0,0,0,0,0,0,0,3,1,1,1,1,1,0
19211,21,3464,283,0003006,10,8,9,1,0,1,1,1,1,2,3,2,2,0,0,0,0,0,0,0,4,1,0,0,0,0,0
19212,21,1685,282,0003007,9,6,9,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
19213,21,6740,282,0003007,8,5,10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0,1,0
19214,21,1830,282,0003008,9,7,9,1,1,1,1,2,1,2,4,1,1,0,0,0,0,0,0,0,6,1,1,0,0,1,1
19215,21,5490,282,0003008,9,3,10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0
19216,21,7320,282,0003008,9,8,9,1,1,4,5,4,5,5,5,4,4,0,0,0,0,0,0,0,3,0,0,0,0,1,0
19217,21,5719,282,0003009,8,8,10,1,1,1,1,2,4,1,4,4,4,0,0,0,0,0,0,0,7,1,1,0,0,1,0
19218,21,3970,282,0003009,8,6,8,0,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
19219,21,3813,282,0003009,10,5,7,1,1,3,1,3,1,2,3,1,2,0,0,1,1,1,0,0,7,1,0,0,0,0,0
19220,21,1906,282,0003009,7,6,9,1,1,1,2,1,2,3,4,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19221,21,1363,281,0003010,5,0,10,1,0,1,4,1,2,3,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
19222,21,4088,281,0003010,9,5,4,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
19223,21,1363,281,0003010,8,7,9,1,1,1,1,1,5,1,5,1,3,0,0,0,0,1,0,0,5,0,0,0,0,0,0
19224,21,1363,281,0003010,10,7,7,1,0,1,3,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,1,0,0,1,1
19225,21,16639,282,0003011,9,5,9,1,0,2,2,1,2,2,3,1,1,0,0,0,0,0,0,0,5,1,0,0,0,1,0
19226,21,4754,282,0003011,7,6,7,1,1,1,1,1,2,3,3,2,2,0,0,0,0,0,0,0,7,1,0,0,0,0,0
19227,21,6849,282,0003011,8,8,10,1,0,2,3,1,4,5,3,3,5,0,0,0,0,1,0,0,1,1,0,0,0,1,0
19228,21,7195,282,0003012,5,0,6,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,6,1,1,0,0,1,0
19229,21,6911,282,0003012,6,3,4,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,7,1,0,0,0,1,0
19230,21,3455,282,0003012,10,7,10,1,1,2,5,5,2,3,5,1,2,0,0,0,0,0,0,0,7,1,0,0,1,1,1
19231,21,4159,282,0003013,9,7,7,1,1,3,1,3,4,4,4,1,3,0,0,0,0,0,0,0,7,1,0,0,1,0,0
19232,21,4159,282,0003013,9,9,10,1,0,1,1,2,2,2,5,3,1,1,0,1,0,0,0,1,7,1,1,0,1,1,0
19233,21,4159,282,0003013,9,6,9,1,1,1,2,1,1,1,2,1,1,0,0,0,0,0,0,0,7,1,1,0,0,1,0
19234,21,8661,282,0003013,9,10,10,1,1,1,1,3,3,4,4,1,1,0,0,0,0,0,0,0,7,1,0,0,1,0,0
19235,21,10826,282,0003013,7,7,7,1,1,1,3,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0,1,0
19236,21,1998,281,0003014,10,10,0,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0,1,0
19237,21,7993,281,0003014,8,3,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,1,0,1,1,0
19238,21,4160,281,0003014,8,4,7,1,0,1,3,4,2,3,5,2,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
19239,21,6241,281,0003014,8,2,4,1,0,1,1,1,4,2,3,4,4,0,0,0,0,1,0,0,7,0,0,0,0,0,0
19240,21,4160,281,0003014,10,5,5,1,1,2,3,1,1,3,4,5,1,0,0,0,0,0,0,0,6,1,0,0,1,1,0
19241,21,4295,281,0003015,8,5,7,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0
19242,21,8943,281,0003015,7,6,8,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
19243,21,5962,281,0003015,8,7,8,1,1,2,1,3,4,2,3,1,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0
19244,21,2981,281,0003015,10,8,9,1,1,1,1,3,3,5,4,5,4,1,1,0,0,0,0,0,7,1,1,1,1,1,0
19245,21,2863,281,0003015,6,5,7,1,1,2,1,2,3,2,3,2,1,0,0,0,0,0,0,0,7,1,0,0,0,0,0
19246,21,5294,283,0003016,10,10,10,1,1,2,2,2,4,4,5,4,4,1,0,0,0,1,0,0,7,1,0,0,0,0,0
19247,21,3529,283,0003016,10,10,10,1,1,1,5,1,1,2,5,2,2,0,0,0,0,0,0,0,7,1,1,0,1,1,1
19248,21,12352,283,0003016,8,5,9,1,1,2,5,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0,1,0
19249,21,3529,283,0003016,9,7,9,1,1,1,1,2,2,3,3,1,1,0,1,0,0,0,0,0,7,1,0,1,1,0,0
19250,21,1716,281,0003017,0,2,3,1,1,2,1,1,2,1,2,1,4,0,0,0,0,0,0,0,7,1,0,0,0,0,0
19251,21,3433,281,0003017,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19252,21,1716,281,0003017,8,3,3,1,1,2,1,1,3,2,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,1
19253,21,5149,281,0003017,10,0,8,1,0,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0
19254,21,6595,281,0003017,9,3,8,1,0,1,1,4,1,5,5,1,5,0,0,0,0,0,0,0,5,1,1,0,1,0,0
19255,21,3184,281,0003018,7,2,5,1,1,1,1,1,1,2,3,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
19256,21,7959,281,0003018,9,0,10,1,1,1,5,1,1,1,5,1,1,0,0,0,0,0,0,0,7,1,0,0,0,1,0
19257,21,7645,281,0003018,8,0,0,0,0,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0
19258,21,1360,281,0003019,8,9,10,1,0,1,1,2,1,1,2,1,2,0,0,0,0,0,0,0,3,1,0,0,1,0,0
19259,21,3919,281,0003019,9,2,8,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0
19260,21,6040,282,0003020,7,0,2,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0
19261,21,5801,282,0003020,6,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4,0,0,0,1,1,0
19262,21,6040,282,0003020,8,8,9,1,1,1,1,2,1,1,3,2,2,0,0,0,0,0,1,0,5,1,0,1,0,0,0
19263,21,4027,282,0003020,10,7,8,1,1,1,1,1,1,2,3,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
19264,21,7570,282,0003021,9,7,10,1,1,3,1,1,1,1,2,1,3,0,0,0,0,0,0,0,7,0,0,1,1,0,0
19265,21,5878,282,0003022,8,6,8,1,1,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0
19266,21,6120,282,0003022,8,7,9,1,1,2,3,2,3,2,3,3,2,0,0,0,0,0,0,0,7,1,1,1,0,1,0
19267,21,3919,282,0003022,9,9,9,1,1,2,4,1,1,1,1,1,5,0,0,0,0,0,0,0,7,1,1,0,0,1,1
19268,21,3849,282,0003023,9,8,9,1,1,1,1,1,2,2,4,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0
19269,21,4007,282,0003023,9,10,10,1,1,5,1,1,1,5,5,5,5,0,0,0,0,0,1,0,7,1,1,0,0,1,0
19270,21,3849,282,0003023,10,7,9,1,1,1,2,3,2,2,4,1,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0
19271,21,1924,282,0003023,9,3,7,0,1,2,1,1,3,1,2,2,4,0,0,0,0,0,0,0,7,1,0,0,0,0,0
19272,21,4007,282,0003023,8,5,10,1,1,1,1,1,1,1,2,2,2,0,0,0,0,0,0,0,7,1,1,0,0,0,0
19273,21,2465,281,0003024,10,7,7,1,1,1,1,1,2,2,2,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0
19274,21,2368,281,0003024,7,9,10,1,1,1,4,1,1,1,5,5,1,0,0,0,0,0,0,0,7,1,0,0,0,1,0
