conf_personas,conf_pers_conoce,conf_pers_colonia,dona_sangre,dona_alimen,aux_descon,p_sindicato,p_gpo_estud,p_org_reli,p_org_depor,p_org_cultura,p_asoc_padres,p_voluntariado,p_org_dh,p_org_ambient,p_org_vecinal,dona_sangre_ef,dona_alimen_ef,p_gpo_estud_ef,p_org_reli_ef,p_org_depor_ef,p_org_cultura_ef,p_asoc_padres_ef,p_voluntariado_ef,p_org_dh_ef,p_org_ambient_ef,p_org_vecinal_ef,reun_relig,reun_fiestas,reun_vigil,reun_conviv
0.5517197557702268,0.8363906983192355,0.6135897579075262,0.32608930060248736,0.796251831627024,0.6230400868783299,0.08515116097715016,0.18677589357404586,0.08921395521683961,0.1587955644299476,0.23609648269846556,0.14298147481356396,0.2232168473101799,0.10328643469587771,0.0303506133664005,0.06019867256381572,0.055441737412558464,0.57259885972192,3.850989800653513e-05,5.102561485865905e-05,5.2951109758985804e-05,2.4068686254084457e-05,4.524913015767878e-05,2.118044390359432e-05,8.664727051470403e-06,1.636670665277743e-05,4.043539290686189e-05,0.2999487818356513,0.25418939552938596,0.28953474266723406,0.16859344523026032
0.4723024935653157,0.7382101233101307,0.5405587182093966,0.31446456233394215,0.7262628554648656,0.5688097817583465,0.10922909107627372,0.14114816569784902,0.06609242067967767,0.14057866554546325,0.18585874764840188,0.10795216495334622,0.2145132071386251,0.09408950792368995,0.03828998680806288,0.06871004507801337,0.06058502792997818,0.43789964191194847,8.898439881027858e-06,1.7426111433679557e-05,1.483073313504643e-05,1.0010744866156342e-05,1.89091847471842e-05,7.044598239147055e-06,2.966146627009286e-06,4.0784516121377684e-06,9.26920820940402e-06,0.17923497146196177,0.22993272037913287,0.18647014462189418,0.15259749167810488
0.507723185831107,0.7715802432302521,0.5566615585601469,0.314904972643754,0.6883648182553782,0.5883725030173992,0.11852916668550187,0.1934284737007855,0.09074197130720815,0.16727768058814046,0.22763319877465715,0.13222461805979346,0.22539407007598874,0.12353330289564847,0.010635107910633752,0.06759576946316663,0.05427400847734728,0.5034106782028506,4.219085031138354e-05,5.123174680668002e-05,6.177945938452591e-05,3.6163585981185896e-05,6.027264330197649e-05,3.917721814628472e-05,3.0136321650988245e-06,2.109542515569177e-05,2.2602241238241183e-05,0.1398581483339888,0.15042243588874274,0.14725360166714133,0.11502883292573958
0.4561110258526651,0.7292846171181447,0.50956254121785,0.28128789104247115,0.650655130507638,0.5338100432605963,0.11674001197305096,0.16903984703252217,0.11845578059176735,0.2646763197661799,0.22982727560553082,0.10902250961231372,0.2597723461234828,0.07439467655480297,0.032247048559984844,0.08501142693604649,0.0633562425082021,0.4281001699177786,6.774590033610262e-05,0.00017835145190524975,0.0001230486761206762,6.359819215225961e-05,0.00014378721703989128,3.594680425997282e-05,1.3825693946143391e-05,4.424222062765886e-05,5.3920206389959226e-05,0.24001266433565466,0.16240904421595181,0.1849117436826948,0.14370702801500365
0.5130504543096583,0.8389644261616694,0.5907798453561572,0.2641871804874911,0.7784938938784767,0.6446792413870726,0.09566271157323919,0.16623747654827903,0.08892782582130741,0.20153501404352944,0.20403018406797763,0.09123216632548661,0.20534652694504363,0.08139788758914193,0.024464682998739933,0.05671360254822994,0.062440180657587524,0.566203880397704,2.369501803783248e-05,5.119816397460233e-05,4.019690559989439e-05,1.777126352837436e-05,3.9773780277790236e-05,1.2693759663124544e-05,3.3850025768332117e-06,8.039381119978877e-06,1.3963135629436998e-05,0.22837343009927366,0.2445207386414123,0.1767216757793757,0.1400942553967519
0.4784005628123112,0.7953931523380106,0.5645660505016334,0.3205943190290814,0.8031351877191122,0.6523691469791756,0.15919812710065825,0.2331699090647453,0.12479656118984986,0.22879229297208323,0.29014287421380475,0.20745120413895943,0.23231996822399392,0.09569828951509612,0.027913403651211206,0.07978504070459254,0.06920874715353971,0.5847037577483468,5.554068860355561e-05,0.00012791188890515839,0.00010939832603730651,9.256781433925935e-05,0.00010266612135808765,4.375933041492261e-05,1.0098307018828294e-05,4.375933041492261e-05,6.058984211296976e-05,0.18931464473314383,0.173101812814415,0.17406956723705272,0.13811117899417497
0.37244194774117895,0.7097380617356892,0.5912712839816451,0.1695478183749722,0.41442900838926994,0.34123141053571104,0.050903510383457584,0.07486519683310792,0.0582884075331568,0.2943840409334741,0.13541125304655027,0.058102632059693446,0.2058971989129687,0.03846557188828014,0.0076474563833457574,0.033038145296002686,0.02679598632218414,0.238739262190517,4.122617996412807e-06,3.993786184024907e-05,1.3656172113117423e-05,6.956917868946612e-06,1.752112648475443e-05,3.864954371637007e-06,5.153272495516009e-07,3.864954371637007e-06,8.245235992825614e-06,0.3531161452284948,0.2141980902487459,0.2718572832102002,0.16388617554777354
0.4543941934623831,0.7752383725417283,0.5548120031712844,0.35323442948452594,0.7887030007928211,0.6916508219379915,0.08320903114453901,0.19807442695872418,0.062349416609953065,0.15361470297272836,0.1933697703625227,0.10593142448203524,0.21804299475896133,0.11390032905584127,0.02190571743294347,0.061238765444225386,0.10953805892134233,0.5897368254881463,1.2629008833290067e-05,1.964512485178455e-05,1.648787264346203e-05,1.0874979828666447e-05,1.964512485178455e-05,1.0874979828666447e-05,1.7540290046236204e-06,4.911281212946137e-06,1.0874979828666447e-05,0.15700734587347137,0.20162142441187408,0.12810164948887595,0.117103186018284
0.46952777235481225,0.797100478143771,0.5090095531680126,0.3954560702039742,0.7352272126688145,0.6402789207951014,0.09492955118338696,0.13668165202825502,0.0548421359748988,0.09679944063758256,0.19409921725933987,0.14087066820403246,0.17591050093460767,0.10203362106809531,0.021576332045124345,0.055301215475334016,0.10445885515145174,0.483358401815501,6.067129961698882e-06,8.08950661559851e-06,9.842233048978187e-06,8.359156836118461e-06,6.741255512998758e-06,5.393004410399007e-06,6.741255512998759e-07,2.561677094939528e-06,9.572582828458238e-06,0.2059496703256404,0.2561997978701947,0.24605488244868287,0.15298726603798615
0.4352873225692444,0.771800717157611,0.5851536867714383,0.25532021408626665,0.7404207753043138,0.6414309080135899,0.10225062558888294,0.21793581446853152,0.0955034561497498,0.23872202782703036,0.24053771129736187,0.13194115990044375,0.2651637589579322,0.1041238430621838,0.031022035523137263,0.08135382739350792,0.03245963840252731,0.4741444432240262,2.0174260781461198e-05,4.632608031298498e-05,3.735974218789111e-05,1.793267625018773e-05,4.109571640668022e-05,1.4943896875156444e-05,4.483169062546933e-06,1.1207922656367334e-05,1.4943896875156444e-05,0.3547501791399638,0.30463806255365794,0.183881662269425,0.20135556088554543
0.4270888932824905,0.7906325864135593,0.5430473616009864,0.2754549795663785,0.6293820834174003,0.5485862237196456,0.0670947954039928,0.13119826787129327,0.031095902951488116,0.11442490641291143,0.1734449967936455,0.09146331451357319,0.16007682654803043,0.08546199958208302,0.018155996400245712,0.05695389799811465,0.06639189411989899,0.4171306377462713,6.522923916390511e-06,9.222064847310722e-06,1.237106260005097e-05,6.747852327300529e-06,1.417048988733111e-05,6.747852327300529e-06,1.124642054550088e-06,3.823782985470299e-06,9.222064847310722e-06,0.3698682301890366,0.3504305917034256,0.24686410432719527,0.25595908462234185
0.5589327924722385,0.7778470902956723,0.6183313029938167,0.19196037690947193,0.5582166182948053,0.49151223734228244,0.07106473834690018,0.11661833204784476,0.07916685443117409,0.2018587010321027,0.1327112090010767,0.08041373490233701,0.27137414942678134,0.07645075548368571,0.018619038911385458,0.05770769889102868,0.02858142021473308,0.33515610772183246,8.938211262816557e-06,3.351829223556209e-05,1.862127346420116e-05,6.703658447112418e-06,4.469105631408279e-05,7.820934854964487e-06,2.234552815704139e-06,5.213956569976325e-06,1.526944424064495e-05,0.3641583687168565,0.28497549999050314,0.22362808698816172,0.17797170385769473
0.39248122752107184,0.7483342427861516,0.5161599470115037,0.242544631826044,0.7188928527304176,0.5699313448919638,0.07238901243719628,0.1397550140021415,0.09960095612662329,0.16043605688713175,0.1854906240562282,0.07824168451253329,0.23557873802267798,0.062395756115641215,0.02647451472970376,0.051504200642451196,0.02956751228619279,0.4405157798643714,2.016239738626692e-05,3.689289734508415e-05,2.831315377645993e-05,1.8017461494110864e-05,4.3327705021552315e-05,1.286961535293633e-05,5.576833319605744e-06,1.0295692282349065e-05,3.646391016665294e-05,0.27544623246300415,0.23981884729429206,0.2707278024874393,0.15681154421656646
0.4650731440394382,0.8145761443750295,0.6067100950308844,0.35444550688712473,0.8168425679107252,0.7087272152405726,0.12763739703247307,0.2115624471305156,0.10906078344969175,0.22428244740460082,0.2550333380591277,0.1701631834734458,0.2875024818577625,0.16013411249663714,0.03035183566112694,0.11433920751202263,0.08362176177722061,0.5880974261931802,5.710108245706284e-06,1.4846281438836339e-05,1.2888530040308469e-05,9.299319143007377e-06,1.3704259789695081e-05,7.015275844724863e-06,1.3051675990185791e-06,5.710108245706284e-06,8.320443443743443e-06,0.3706674349753266,0.2785854136753177,0.22290174323078904,0.2010095145086509
0.4811248732392307,0.791378074503479,0.5003707872170141,0.34507008961068214,0.7269460410779739,0.5884614192959047,0.09827055317303136,0.17399392940804592,0.07697356030575063,0.18373751147504802,0.2101606350066161,0.1188313327208666,0.2447804153610554,0.11310503572277746,0.02485217770911219,0.056478019256148836,0.06828187069479001,0.441343175040043,2.7153697236972058e-06,4.873740529712933e-06,6.683987012177737e-06,3.759742694349977e-06,6.2662378239166285e-06,2.7849945884073905e-06,9.051232412324019e-07,1.6013718883342495e-06,5.500364312104596e-06,0.26600151712580206,0.303566220382888,0.26063747829879996,0.1756269806098233
0.3686330360745532,0.7385128438006572,0.5300258549060352,0.20820496093645655,0.6077232920507762,0.43603884281369987,0.07930075062176901,0.09115829697853298,0.06251516638384202,0.12217940408589059,0.16411805808426252,0.049551159393597714,0.12307666352208774,0.018301449365015317,0.010473275531192488,0.046906338880633,0.06624732699075044,0.3766628191267256,7.310794528713849e-06,1.3215667032675034e-05,1.2653298222773969e-05,3.093028454455859e-06,7.873163338614914e-06,1.1247376198021305e-06,1.1247376198021305e-06,4.498950479208522e-06,4.217766074257989e-06,0.2395184998249627,0.18244143983286398,0.12452448202317803,0.12231887155074606
0.44711021290475245,0.7568114811238097,0.5227332902705918,0.3001311068616855,0.7193283491407704,0.6335819034158134,0.10343308113915874,0.19868957092881218,0.09415007578616151,0.24335416120388076,0.23278566906069928,0.16456021642225363,0.2554460511252806,0.12986678263761423,0.03466145650130147,0.09627400694546594,0.05338415589565173,0.3931223258996809,3.517501167170842e-05,8.05827540115502e-05,5.436138167445847e-05,3.453546600495008e-05,5.883820134176681e-05,2.4302735336816725e-05,8.953639334616688e-06,1.854682433599171e-05,5.180319900742513e-05,0.32549676709665454,0.3053645090527689,0.22836512941206566,0.169002500623557
0.4789834817263138,0.7747754337134092,0.6409726724969557,0.24505400661047239,0.7607657394082203,0.6014086790125409,0.10195625701769645,0.14126128761880663,0.08794458589660462,0.1165125409200892,0.1620781474862809,0.0841570066262869,0.20208000569322981,0.06114686951433587,0.02409145541094049,0.03895809941011814,0.035772460582290895,0.4930010832951149,2.174497493397435e-05,4.34899498679487e-05,3.7559502158682967e-05,2.4710198788607214e-05,5.930447709265731e-05,1.5814527224708618e-05,5.930447709265731e-06,9.884079515442886e-06,2.3721790837062925e-05,0.2541770120032262,0.22379335157275473,0.14459123400755935,0.1583113247829456
0.5262202862201806,0.826699384311662,0.6042111565184994,0.3662584642743289,0.76025291040448,0.631038057067357,0.09815245487960854,0.1521236062513683,0.06502247857765624,0.21213953617889145,0.1826857339289212,0.10851915048068245,0.21675119738514897,0.13734377340518283,0.026657903126068236,0.04705473980158166,0.07490090605663718,0.5082856747798232,1.104244523907374e-05,2.4725475209230332e-05,1.7283827330724115e-05,1.2002657868558413e-05,1.9924412061806966e-05,9.122019980104394e-06,1.920425258969346e-06,4.320956832681029e-06,9.602126294846731e-06,0.19819772890508874,0.25584217369094214,0.19294704619390918,0.15450301314723133
0.4089783874417438,0.736247574033244,0.5721776269754301,0.1783402426626883,0.5271695074132263,0.42848943136659495,0.09178835007855511,0.1331991075082846,0.0785250782250505,0.20588767278824446,0.16282692790092815,0.11301968498739158,0.30503973964590786,0.050656496309890026,0.012152608161810333,0.06499511506013757,0.03413285716171791,0.3234899594682017,1.0562032134982771e-05,3.0365842388075465e-05,1.8153492732001638e-05,1.2872476664510251e-05,4.158800153149466e-05,4.950952563273174e-06,1.3202540168728464e-06,8.25158760545529e-06,1.6173111706692367e-05,0.33246570640191175,0.2735533316610116,0.268642646845253,0.21123272117555417
0.43977278254453334,0.7415096155537779,0.538832597363756,0.2201885751718671,0.6371040433654593,0.5037326955735233,0.06477891418701665,0.16372096007550457,0.09844944473708449,0.17457308762608675,0.16920352810051548,0.10619839200909863,0.22380029369791338,0.08593178715904705,0.021691629609468705,0.08757537780749022,0.03628524918270639,0.4150309583265635,9.106912042752813e-06,1.614407134851635e-05,1.0555738958645305e-05,7.244134579462465e-06,1.8420799359204554e-05,4.760431295075334e-06,1.2418516421935653e-06,5.588332389871044e-06,1.0555738958645305e-05,0.25904466422918787,0.2178474778510585,0.28140917045345176,0.13609079591306625
0.4167956444280998,0.7923066338204654,0.5103665241518215,0.38270654809236715,0.7495065154572389,0.6765590884570282,0.10004858737385854,0.1596789336593599,0.0470938296470657,0.15502721014708945,0.1911054662622184,0.13231474389339515,0.19312811357998833,0.14093991604978562,0.016194573557509064,0.05851186250382062,0.05750419203094005,0.46806810999986603,1.7048201353870734e-05,3.835845304620915e-05,2.9834352369273784e-05,2.0701387358271605e-05,3.6531860044008714e-05,1.8265930022004357e-05,2.4354573362672474e-06,1.0350693679135803e-05,3.7749588712142336e-05,0.25226588861922966,0.18487252207437643,0.2635457092721514,0.11769895555412134
0.4564743381472303,0.7877920003403049,0.5715685490761527,0.2831696471463157,0.7601847621129123,0.624321682045174,0.15144889961957722,0.23551228728190965,0.13338193435488377,0.31844988166335775,0.2829818926968653,0.17492920703815157,0.25772598558251186,0.10410104123043705,0.035297836496677996,0.0830102025474465,0.05538316209296339,0.5674423516831526,4.547178072627235e-05,0.00010047796708869857,6.967450272573989e-05,4.987227563526645e-05,7.700866090739671e-05,3.4470543453787106e-05,1.1734653090650929e-05,2.2735890363136173e-05,5.6473017998757595e-05,0.1551145118787693,0.19329393912502027,0.18443354262576064,0.16995151388026106
0.46057905554424977,0.7779098794700592,0.5761295284898179,0.23245653589386076,0.6661636519623003,0.585259811973859,0.0929563619005079,0.18239791642369765,0.08010068478306547,0.156262084511192,0.2440623883031139,0.11812566900090042,0.25186116227559696,0.12055118827780577,0.03264936868978992,0.07331187494009388,0.044314714077219056,0.4468135135939094,2.2191825192632126e-05,4.627231635910528e-05,5.0521814800247604e-05,2.9274322594535995e-05,5.854864518907199e-05,2.7857823114155222e-05,5.193831428062838e-06,1.180416233650645e-05,4.013415194412193e-05,0.2813304896319321,0.22795395621222372,0.23145743159369883,0.16851622151596607
0.5224027870658321,0.7931280236849186,0.6556901557587711,0.2686734115561408,0.7517814062111966,0.6300869113129814,0.10756306283709073,0.15206225209877783,0.051277799037230114,0.1035659633358057,0.14110329233138155,0.061165862838251595,0.2119068042731361,0.07655351432566929,0.010982591617989892,0.05250997201905971,0.05214222725631312,0.5575089376073539,1.0364846751594838e-05,1.2437816101913807e-05,1.533997319236036e-05,4.5605325707017295e-06,1.8242130282806918e-05,6.633501921020697e-06,8.291877401275871e-07,6.218908050956903e-06,9.535659011467253e-06,0.21995614426042465,0.23108218535745662,0.13022186161768723,0.13687070351190028
0.4618669631233073,0.807077594418935,0.5866743131880242,0.2604916808394604,0.7902125646172338,0.6732338026063946,0.13688882582094797,0.21956697794334046,0.09915567794094741,0.19707621317505147,0.25235451702435563,0.13705717803897793,0.2447387832710794,0.16011051630392573,0.02862197621993433,0.06863228726849996,0.050606005010262765,0.6150624435589743,1.4694083867953085e-05,2.1411379350445925e-05,2.770884386528296e-05,1.2594929029674073e-05,2.1831210318101725e-05,1.6373407738576295e-05,2.938816773590617e-06,5.877633547181234e-06,1.0495774191395061e-05,0.1880679001020609,0.23921926553930856,0.14491977240123582,0.14485973657286103
0.4308326879206526,0.7278343802538166,0.5652570557403207,0.19739127342792473,0.6691938693758813,0.5341283484139516,0.10054325783579146,0.13362431537178548,0.12137406785555942,0.35912854287114376,0.16689871891601782,0.11311685988303678,0.23244801603660684,0.056417031783194675,0.011327409241272483,0.03290549047104199,0.03655684094846218,0.44826660858878525,2.0556903174763678e-05,9.056149236449945e-05,3.111315075099368e-05,1.6667759330889468e-05,5.611478974732788e-05,6.111511754659472e-06,2.2223679107852626e-06,5.555919776963156e-06,1.7223351308585786e-05,0.3594146727396574,0.187065040930461,0.14830249983054444,0.13305816714651295
0.48192835962348957,0.823293892115825,0.5534850910761853,0.24835725414455875,0.6847547009958429,0.5393027663897644,0.13946754356363844,0.12754076350347146,0.09077535019636844,0.16319186668485558,0.15463530036832546,0.06948283660853395,0.16676850063541523,0.06722980492392967,0.012620710947091808,0.027630870411189053,0.04296914825637749,0.4616539463953647,1.2564708247474494e-05,3.5540174757142136e-05,2.1898491517026976e-05,9.692774933766038e-06,2.4052441502308318e-05,8.615799941125367e-06,1.7949583210677847e-06,4.6668916347762406e-06,7.897816612698253e-06,0.16952519762491114,0.17173622728480245,0.0708821861156384,0.08961149922098809
0.4014123854568435,0.7400889762713224,0.4704387122013853,0.2533075198491316,0.5802366347509016,0.43758971606839236,0.05630582960091083,0.14048620968105968,0.10818391104379096,0.13741166321428033,0.1361968913476344,0.08101154083429048,0.19510480040525832,0.06293441134723315,0.014905280897185761,0.04869820793564016,0.06434880303341876,0.3436861454817207,4.1127701513198484e-05,6.219310960532454e-05,6.018688026321729e-05,3.109655480266227e-05,6.52024536184854e-05,2.3071637434233293e-05,6.0186880263217286e-06,1.7052949407911567e-05,5.8180650921110044e-05,0.26881968512230475,0.21991383244975649,0.19982646116190772,0.1623872122941734
0.42799550763729916,0.7348240684893786,0.5196939617157007,0.2069960982253786,0.6552519795375831,0.5589033900258119,0.09150080644629557,0.17283979301473393,0.11123323017142125,0.21133806661996804,0.1761137734496592,0.09997343766532776,0.2303376713247038,0.07588742844888839,0.01729660112007651,0.05165683347457002,0.041111178441431466,0.41427712929608873,5.494572774988453e-06,1.4756852595683275e-05,7.849389678554934e-06,4.7096338071329606e-06,1.17740845178324e-05,2.6687924907086776e-06,1.0989145549976907e-06,1.7268657292820855e-06,4.552646013561862e-06,0.2910729519136969,0.23246030328157866,0.200540760153735,0.14677463868474372
0.501692317930796,0.7898946210379825,0.5566686513931072,0.2977478360886872,0.7270830351826626,0.5468698743850734,0.11704880012391289,0.20835210578297458,0.11424780340253962,0.29842393874557044,0.2593207052905033,0.13067273981178668,0.3026419241363348,0.127117311467184,0.03220733971861644,0.07998447555223394,0.04740139237099426,0.5074415462726897,3.710319458505377e-05,7.243957038034308e-05,5.7716080465639205e-05,3.1213798619172225e-05,6.890593280081415e-05,2.2379704670349894e-05,4.711516772705241e-06,1.4723489914703879e-05,2.4735463056702516e-05,0.3164990839044575,0.22787309765148558,0.20202866133440756,0.18037865282423038
0.4384013062741514,0.7587199395017371,0.6006614454133737,0.2878805091484971,0.6857362797976835,0.5724139451208863,0.08550805484859327,0.15833487348436423,0.08951131714281355,0.18323699617986025,0.2180413009161214,0.10066822772983999,0.2291464963400925,0.054388243532637354,0.021232041697681635,0.047411783257512684,0.0488225050824984,0.4955787774535454,2.373810763197116e-05,3.984610923938017e-05,5.341074217193511e-05,2.119473895711711e-05,4.6628425705657637e-05,1.2716843374270265e-05,5.086737349708106e-06,1.4412422490839634e-05,1.780358072397837e-05,0.3930165878504974,0.3284438483541861,0.12507185016506464,0.15482587250262392
