FOLIO,ENT,FAC_ELE,EST_DIS,UPM_DIS,PB1_01,PB1_02,PB2_1,PB2_2,PC3_1,PC3_2,PC3_3,PC3_4,PC3_5,PC3_6,PC3_7,PC3_8,PG1_2,PG1_3,PG1_4,PG1_5,PG1_6,PG1_7,PG1_8,PG2,PG3_1,PG3_2,PG3_3,PG3_4
13181,14,12447,183,0002138,8,10,1,1,2,1,3,2,2,3,3,2,0,0,0,0,0,0,0,7,1,0,0,0
13182,14,11302,183,0002138,8,9,1,1,5,2,1,1,1,4,1,5,0,0,0,0,0,0,0,7,1,0,0,0
13183,14,12447,183,0002138,8,10,1,1,1,4,1,5,1,4,1,1,1,1,1,1,1,0,0,7,1,1,0,1
13184,14,17787,183,0002139,9,9,1,1,3,3,4,5,5,4,4,5,0,0,0,0,0,0,0,4,1,0,0,1
13185,14,7115,183,0002139,5,10,1,0,1,1,4,4,2,2,2,4,0,0,0,0,1,0,0,1,1,0,0,0
13186,14,3918,183,0002139,5,5,1,1,2,1,4,2,3,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0
13187,14,7836,183,0002139,4,10,1,1,3,2,2,3,3,4,4,4,0,0,0,0,0,0,0,7,1,0,0,0
13188,14,4399,195,0002140,9,10,1,1,4,5,2,2,1,4,5,3,0,0,0,0,0,0,0,7,1,1,0,0
13189,14,2199,195,0002140,9,10,1,1,2,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,1,1,1
13190,14,4399,195,0002140,5,9,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,1,0,0
13191,14,4399,195,0002140,0,0,1,0,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0,7,0,0,0,0
13192,14,4399,195,0002140,8,8,1,1,3,1,1,1,1,3,3,1,0,0,0,0,0,0,0,7,1,0,0,0
13193,14,6598,195,0002140,5,5,1,1,2,3,1,1,1,3,2,2,0,0,0,0,0,0,0,7,1,0,0,0
13194,14,4844,195,0002140,9,10,1,1,2,2,2,2,2,3,1,2,0,0,0,0,0,0,0,7,1,0,0,0
13195,14,2199,195,0002140,7,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,1,0,0
13196,14,2422,195,0002140,10,10,1,1,1,1,1,1,1,3,1,3,0,0,0,0,0,0,0,7,1,1,0,0
13197,14,2199,195,0002140,2,5,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,4,1,0,0,0
13198,14,4399,195,0002140,2,6,1,1,1,3,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13199,14,4844,195,0002140,9,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,1,0,0
13200,14,4399,195,0002140,2,3,1,0,1,2,1,2,3,5,2,1,0,0,0,0,0,0,0,7,0,0,0,0
13201,14,12111,195,0002140,6,9,1,1,1,1,1,1,1,5,1,1,0,0,1,0,0,0,0,7,1,1,0,0
13202,14,4844,195,0002140,1,5,1,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0,0,7,1,1,1,1
13203,14,8459,195,0002141,4,8,1,1,3,1,1,1,2,3,2,3,0,0,0,0,0,0,0,7,0,0,0,0
13204,14,21148,195,0002141,2,10,1,1,1,1,1,1,3,3,1,3,0,0,0,0,0,0,0,7,1,1,1,0
13205,14,7681,195,0002141,2,9,1,1,1,1,3,1,4,4,1,2,0,0,0,0,0,0,0,4,0,0,0,0
13206,14,11522,195,0002141,2,5,1,1,2,1,4,3,4,5,1,3,0,0,0,0,0,0,0,7,0,0,0,0
13207,14,7681,195,0002141,6,9,1,1,1,1,1,1,2,1,2,1,0,0,0,0,0,0,0,7,1,0,0,1
13208,14,12689,195,0002141,8,9,1,1,2,2,2,1,3,4,1,2,0,0,0,0,0,0,0,3,0,0,0,0
13209,14,7681,195,0002141,4,8,1,1,1,1,1,1,2,4,2,1,0,0,0,0,0,0,0,7,1,1,0,0
13210,14,16919,195,0002141,10,10,1,1,1,1,3,3,4,5,1,1,0,0,0,0,0,0,0,2,1,0,0,0
13211,14,8459,195,0002141,7,8,1,1,1,1,3,5,4,3,3,2,0,0,0,0,0,1,0,7,0,0,0,0
13212,14,3841,195,0002141,6,8,1,1,1,1,3,1,3,4,1,3,0,0,0,0,0,0,0,4,0,0,0,0
13213,14,4230,195,0002141,6,8,1,1,1,1,1,1,2,3,2,3,0,0,0,0,0,0,0,2,0,0,0,0
13214,14,15363,195,0002141,5,7,1,0,2,1,1,1,2,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0
13215,14,3841,195,0002141,4,6,1,1,2,1,1,1,2,2,1,2,0,0,0,0,0,1,0,7,1,0,0,0
13216,14,3841,195,0002141,5,9,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,6,1,0,0,0
13217,14,11522,195,0002141,5,8,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,4,0,0,0,0
13218,14,8459,195,0002141,7,7,0,1,1,1,1,1,3,1,1,1,0,0,0,0,0,0,0,6,1,0,0,0
13219,14,3841,195,0002141,5,8,0,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,2,1,0,0,0
13220,14,7681,195,0002141,6,8,1,1,1,2,1,1,1,3,1,1,0,0,0,1,0,0,0,5,0,1,0,0
13221,14,4671,195,0002142,6,9,1,1,1,1,1,1,2,3,1,2,0,0,0,0,0,0,0,4,1,0,0,0
13222,14,2121,195,0002142,10,10,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,5,0,0,0,0
13223,14,4671,195,0002142,8,10,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0
13224,14,6362,195,0002142,6,8,1,1,1,1,1,1,1,4,2,1,0,0,0,0,0,0,0,7,1,0,0,0
13225,14,2121,195,0002142,8,10,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,5,1,0,0,0
13226,14,4241,195,0002142,9,9,1,1,2,3,2,2,3,4,2,3,0,0,0,0,0,0,0,7,1,1,0,1
13227,14,4241,195,0002142,8,10,1,1,4,4,4,5,3,5,1,4,0,0,0,0,0,1,0,4,1,0,0,0
13228,14,4671,195,0002142,6,8,1,1,2,2,2,3,3,2,1,2,0,0,0,0,0,0,0,3,0,0,0,0
13229,14,6362,195,0002142,8,8,1,1,2,2,1,1,3,5,2,2,0,0,0,0,0,0,0,5,0,0,0,0
13230,14,4671,195,0002142,7,9,1,0,1,1,2,4,2,3,3,2,0,0,0,0,1,0,0,7,1,0,0,0
13231,14,8482,195,0002142,4,8,1,1,1,1,4,2,5,4,1,1,0,0,0,0,0,0,0,2,1,0,1,0
13232,14,4241,195,0002142,5,9,1,1,3,2,2,3,4,5,5,4,0,0,0,0,0,1,0,7,1,0,0,1
13233,14,6362,195,0002142,4,7,1,1,2,2,1,1,2,4,1,1,1,0,1,0,0,0,0,7,1,1,0,1
13234,14,4671,195,0002142,4,7,1,1,1,1,1,1,3,3,3,3,0,0,0,0,0,0,0,4,1,1,0,0
13235,14,4671,195,0002142,6,9,1,1,1,1,3,1,4,3,1,4,0,0,0,0,0,0,0,1,1,0,0,0
13236,14,4671,195,0002142,2,8,1,1,3,1,1,1,2,5,3,3,0,0,0,0,0,0,0,1,1,0,0,0
13237,14,7910,194,0002143,8,9,1,1,3,2,3,2,4,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13238,14,5273,194,0002143,9,7,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13239,14,8711,194,0002143,1,8,1,0,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13240,14,8711,194,0002143,8,8,1,0,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,1,0,1,1
13241,14,5808,194,0002143,8,10,1,1,2,2,1,1,3,1,1,1,0,0,0,0,0,0,0,7,1,0,0,0
13242,14,5273,194,0002143,6,10,1,1,1,1,1,1,1,5,5,1,0,0,0,0,0,0,0,3,0,0,0,0
13243,14,5273,194,0002143,7,7,1,1,2,2,3,2,2,3,1,2,0,0,0,0,0,0,0,7,0,0,0,0
13244,14,5808,194,0002143,10,10,1,1,4,1,1,4,5,5,1,1,0,0,0,0,1,0,0,7,1,1,1,0
13245,14,5808,194,0002143,10,10,1,1,3,3,1,1,4,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13246,14,2637,194,0002143,4,8,1,1,4,4,3,3,2,4,1,1,0,0,0,0,0,0,0,5,1,1,0,1
13247,14,5273,194,0002143,3,4,1,0,3,1,1,1,1,4,1,1,0,0,0,0,0,0,0,5,1,0,0,0
13248,14,5273,194,0002143,2,8,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,5,0,0,0,0
13249,14,5808,194,0002143,6,7,1,1,3,2,1,1,2,3,1,1,0,0,0,0,0,0,0,6,1,1,1,1
13250,14,5808,194,0002143,5,9,1,1,2,1,1,4,2,4,4,2,0,0,0,0,1,0,0,7,1,0,0,0
13251,14,11615,194,0002143,7,10,1,1,3,1,1,5,5,5,5,1,0,0,0,0,1,0,0,7,0,0,0,0
13252,14,7910,194,0002143,5,5,1,0,2,1,3,3,3,4,1,2,0,0,0,0,0,0,0,7,0,0,0,0
13253,14,5273,194,0002143,7,9,1,0,1,1,1,1,4,5,1,3,0,0,0,0,0,0,0,7,0,0,0,0
13254,14,2637,194,0002143,0,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,0,0,0
13255,14,13286,195,0002144,8,10,1,1,3,3,3,4,4,4,1,1,0,0,0,0,1,0,0,7,0,0,0,1
13256,14,6032,195,0002144,8,8,1,1,1,3,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13257,14,6032,195,0002144,0,0,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13258,14,6032,195,0002144,0,0,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13259,14,6643,195,0002144,7,8,1,1,3,1,2,4,3,3,2,1,0,0,0,0,0,0,0,6,0,0,0,0
13260,14,3321,195,0002144,2,8,1,1,2,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13261,14,6643,195,0002144,3,3,1,1,3,4,1,1,3,4,4,1,0,0,0,0,0,0,0,7,1,0,0,1
13262,14,9964,195,0002144,0,3,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0
13263,14,3321,195,0002144,4,8,1,1,3,5,1,1,5,3,4,3,0,0,0,0,0,0,0,7,1,0,0,1
13264,14,13286,195,0002144,8,8,1,1,5,1,1,5,5,5,1,1,0,0,0,0,0,0,0,7,1,1,0,1
13265,14,3016,195,0002144,8,7,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0
13266,14,13286,195,0002144,5,6,1,1,1,3,1,5,5,5,1,3,0,0,0,0,1,0,0,3,0,0,0,0
13267,14,6643,195,0002144,8,8,1,1,2,3,1,2,2,4,4,3,0,0,1,0,0,0,0,7,0,0,0,0
13268,14,9048,195,0002144,8,9,1,1,1,2,1,1,1,3,3,1,0,0,0,0,0,0,0,7,0,0,0,0
13269,14,6032,195,0002144,5,10,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13270,14,3016,195,0002144,5,5,1,1,1,1,1,1,1,1,1,5,0,0,0,0,0,0,0,7,0,1,0,1
13271,14,6032,195,0002144,7,9,1,1,2,2,2,1,1,4,4,3,0,0,0,0,0,0,0,7,1,0,0,0
13272,14,4892,195,0002145,5,6,1,1,2,4,2,2,3,5,4,4,0,0,0,0,0,0,0,7,1,0,0,1
13273,14,4892,195,0002145,6,8,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13274,14,7338,195,0002145,5,6,1,1,2,1,2,1,2,2,1,3,0,0,0,0,0,0,0,7,0,0,0,0
13275,14,4892,195,0002145,4,5,1,1,5,5,1,1,1,5,1,1,0,0,0,0,0,0,0,7,1,1,0,0
13276,14,4892,195,0002145,0,7,1,1,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13277,14,10775,195,0002145,3,10,1,1,5,1,5,5,5,5,1,2,1,0,0,0,1,0,0,7,1,1,0,1
13278,14,4892,195,0002145,4,5,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13279,14,8081,195,0002145,3,9,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,1,0,0,0
13280,14,4892,195,0002145,7,10,1,1,2,1,1,1,1,3,1,1,0,0,0,0,0,0,0,6,1,0,0,0
13281,14,2694,195,0002145,10,10,0,1,2,2,1,1,1,2,1,1,0,0,0,0,0,0,0,7,1,0,0,0
13282,14,2446,195,0002145,5,6,1,1,5,5,1,1,1,5,2,1,0,0,0,0,0,0,0,7,0,0,0,0
13283,14,4892,195,0002145,6,8,1,1,1,1,1,1,3,4,3,3,0,0,0,0,0,0,0,7,0,0,0,0
13284,14,4892,195,0002145,5,5,1,1,1,1,1,1,1,3,4,1,0,0,0,0,0,0,0,5,1,1,0,1
13285,14,7338,195,0002145,4,7,1,0,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,7,1,0,0,0
13286,14,4892,195,0002145,5,5,1,1,1,1,1,1,5,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13287,14,4892,195,0002145,9,10,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13288,14,2788,195,0002146,8,9,1,1,1,2,1,3,5,5,1,3,0,1,0,1,0,0,0,4,0,0,0,0
13289,14,6142,195,0002146,2,6,1,1,1,1,1,1,5,5,5,5,0,0,0,0,0,0,0,7,1,0,0,0
13290,14,5577,195,0002146,3,10,1,1,1,1,1,1,1,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0
13291,14,5577,195,0002146,2,9,1,1,1,1,1,1,5,5,5,4,0,0,0,0,0,0,0,7,1,0,0,0
13292,14,5577,195,0002146,4,9,1,0,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13293,14,6142,195,0002146,5,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13294,14,5577,195,0002146,5,10,1,1,5,3,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13295,14,5577,195,0002146,5,8,1,1,1,2,2,1,2,5,2,2,0,0,0,0,0,0,0,7,0,0,0,0
13296,14,6142,195,0002146,6,9,1,0,1,5,1,1,1,5,2,1,0,0,0,0,0,0,0,7,0,0,0,0
13297,14,9213,195,0002146,2,9,1,1,2,1,3,1,4,5,5,4,0,0,0,0,0,0,0,7,1,1,0,0
13298,14,6142,195,0002146,8,9,1,1,2,2,2,2,2,4,3,3,0,0,0,0,0,0,0,7,1,0,0,0
13299,14,3071,195,0002146,2,6,1,1,3,4,3,3,3,5,5,3,0,0,0,0,0,0,0,7,1,1,1,1
13300,14,5577,195,0002146,5,6,1,1,1,1,1,1,1,2,1,2,1,0,0,0,0,0,0,7,0,0,0,0
13301,14,12283,195,0002146,7,9,1,1,1,1,1,1,2,3,1,1,0,0,0,0,0,0,0,5,0,0,0,0
13302,14,16730,195,0002146,5,8,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13303,14,5577,195,0002146,4,10,1,1,1,1,1,1,1,2,2,1,0,0,0,0,0,0,0,5,0,0,0,0
13304,14,6142,195,0002146,3,5,1,1,5,3,5,5,5,5,4,4,0,0,0,0,0,1,0,7,1,1,0,0
13305,14,3071,195,0002146,7,10,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13306,14,5577,195,0002146,7,10,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,6,0,0,0,0
13307,14,5577,195,0002146,0,5,1,1,1,5,1,1,1,2,1,1,0,0,0,0,0,0,0,7,1,1,1,0
13308,14,3071,195,0002146,6,8,1,1,1,1,1,1,3,2,5,1,0,0,0,0,0,0,0,5,1,1,1,1
13309,14,5851,194,0002147,0,9,1,1,1,4,2,3,3,4,4,1,0,0,0,0,0,0,0,7,0,0,0,0
13310,14,5312,194,0002147,5,0,1,1,1,2,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13311,14,2656,194,0002147,5,5,1,1,1,4,4,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13312,14,2656,194,0002147,5,9,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13313,14,7969,194,0002147,2,10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13314,14,5312,194,0002147,7,10,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13315,14,5312,194,0002147,5,8,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13316,14,7969,194,0002147,8,8,1,1,3,4,1,1,2,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13317,14,11701,194,0002147,5,5,1,1,1,1,1,1,2,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13318,14,5851,194,0002147,5,5,1,1,2,1,1,1,3,3,1,1,0,0,0,0,0,0,0,7,0,1,1,0
13319,14,5851,194,0002147,7,8,1,0,4,1,1,1,4,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13320,14,2925,194,0002147,8,10,1,1,3,1,1,1,2,3,1,2,0,0,0,0,0,0,0,7,1,0,0,0
13321,14,5851,194,0002147,5,7,1,1,1,1,2,1,3,3,2,2,0,0,0,0,0,0,0,7,0,0,0,0
13322,15,23403,197,0002148,5,9,1,1,2,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13323,15,4184,197,0002148,5,6,1,0,1,1,1,1,3,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13324,15,14042,197,0002148,5,9,1,1,1,1,1,1,1,4,2,2,0,0,0,0,0,0,0,7,0,0,0,0
13325,15,12551,197,0002148,7,9,1,1,4,5,3,3,3,5,5,3,0,0,0,0,0,0,0,7,0,0,0,0
13326,15,12551,197,0002148,5,10,1,1,2,2,1,1,1,3,3,1,0,0,0,0,0,0,0,1,1,0,0,0
13327,15,7429,197,0002149,5,10,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,1,0,0,0
13328,15,8312,197,0002149,8,10,1,0,2,1,2,2,2,3,3,3,0,0,0,0,0,0,0,7,1,0,0,0
13329,15,12468,197,0002149,5,10,1,1,1,1,3,3,3,5,5,3,0,0,0,0,0,0,0,7,0,0,0,0
13330,15,7464,196,0002150,6,6,1,0,1,1,1,3,1,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0
13331,15,7464,196,0002150,5,8,1,1,4,1,2,1,4,4,1,4,0,0,0,0,0,0,0,5,0,0,0,0
13332,15,8350,196,0002150,3,7,1,1,2,2,2,2,1,5,3,2,0,0,0,0,0,0,0,7,1,0,0,0
13333,15,14927,196,0002150,4,9,1,0,1,1,1,4,5,2,1,3,0,0,0,0,0,0,0,5,1,0,0,0
13334,15,22607,197,0002151,8,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,0,0,0
13335,15,10117,197,0002151,5,5,1,0,1,1,1,1,1,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0
13336,15,4521,197,0002151,6,7,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,6,0,0,0,0
13337,15,31649,197,0002151,6,8,1,0,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,1,0,0,0
13338,15,18487,198,0002152,5,7,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,1,0,0,0
13339,15,12325,198,0002152,5,7,1,1,1,1,2,2,1,3,2,2,0,0,0,0,0,0,0,4,1,0,0,0
13340,15,22031,198,0002152,9,9,1,0,1,1,3,4,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13341,15,27539,198,0002152,5,8,1,1,2,1,3,3,2,3,2,3,0,0,0,0,0,0,0,5,0,0,0,0
13342,15,11016,198,0002152,5,6,1,1,1,1,1,1,4,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0
13343,15,5111,199,0002153,7,8,1,1,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,5,1,0,0,0
13344,15,15333,199,0002153,8,8,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,1,1,0,1
13345,15,10222,199,0002153,0,6,0,1,1,3,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0
13346,15,4568,199,0002153,8,9,1,1,5,1,3,2,5,5,1,5,0,0,0,0,0,0,0,2,0,0,0,0
13347,15,9136,199,0002153,5,9,1,1,2,1,1,1,2,1,2,2,0,0,0,0,0,1,0,7,1,0,1,1
13348,15,7633,197,0002154,5,9,1,1,2,1,2,2,2,3,3,1,0,0,0,0,0,0,0,7,0,0,0,0
13349,15,8540,197,0002154,5,5,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,7,1,0,0,0
13350,15,11449,197,0002154,2,4,1,0,1,1,1,1,2,2,2,1,0,0,0,0,0,0,0,7,0,0,0,0
13351,15,8540,197,0002154,7,9,1,1,1,1,1,1,1,3,3,3,0,0,0,0,0,0,0,6,1,0,0,0
13352,15,17080,197,0002154,7,7,1,0,1,1,1,1,1,3,1,2,0,0,0,0,0,0,0,7,1,0,0,0
13353,15,7479,197,0002155,5,9,1,1,1,1,1,1,2,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13354,15,6684,197,0002155,7,9,1,1,3,2,3,4,4,5,5,3,0,0,0,0,0,0,0,7,1,0,0,0
13355,15,6684,197,0002155,5,5,1,1,1,1,2,5,5,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0
13356,15,18697,197,0002155,8,8,1,1,2,2,1,1,3,2,2,1,0,0,0,0,0,0,0,6,1,1,0,0
13357,15,7479,197,0002155,0,4,1,1,1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,0,0,0
13358,15,13987,197,0002156,1,5,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13359,15,4167,197,0002156,8,10,1,1,1,1,1,3,2,4,2,3,0,0,0,0,0,0,0,7,0,0,0,0
13360,15,12502,197,0002156,7,8,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13361,15,8335,197,0002156,5,5,1,1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13362,15,11000,199,0002157,8,8,1,1,1,1,3,1,5,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13363,15,6554,199,0002157,8,8,1,1,4,1,1,1,1,4,1,5,0,0,0,0,0,0,0,7,1,0,0,0
13364,15,14666,199,0002157,5,8,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0
13365,15,6554,199,0002157,5,9,1,1,2,1,3,2,3,2,1,3,0,0,0,0,0,0,0,7,0,0,0,0
13366,15,6554,199,0002157,8,9,1,1,3,1,3,1,2,5,1,1,0,0,0,0,0,0,0,7,1,0,0,0
13367,15,18976,198,0002158,5,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13368,15,4240,198,0002158,5,6,0,1,5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,0,0,0
13369,15,9488,198,0002158,8,9,1,1,2,3,4,2,2,5,2,3,0,0,0,0,0,0,0,7,1,0,0,0
13370,15,8480,198,0002158,8,8,1,1,2,1,4,1,4,4,4,4,0,0,0,0,0,0,0,7,1,0,0,0
13371,15,10366,199,0002159,8,9,1,1,3,2,3,1,3,5,4,5,0,0,0,0,0,0,0,2,1,0,0,0
13372,15,15549,199,0002159,5,10,1,1,1,1,1,1,1,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0
13373,15,10366,199,0002159,7,8,1,1,2,1,2,3,2,3,3,3,0,0,0,0,0,1,0,7,1,0,0,0
13374,15,10366,199,0002159,8,9,1,1,3,1,1,1,1,2,1,3,0,0,0,0,0,0,0,7,1,0,0,0
13375,15,20732,199,0002159,6,10,1,1,3,2,4,2,4,4,5,3,0,0,0,0,0,0,0,7,1,0,0,0
13376,15,24853,198,0002160,5,7,1,1,1,1,1,1,2,3,1,1,0,0,0,0,0,0,0,4,0,0,0,0
13377,15,7101,198,0002160,5,8,1,0,1,1,1,2,1,3,2,2,0,0,0,0,0,0,0,7,1,0,0,0
13378,15,10651,198,0002160,2,4,1,0,1,1,1,5,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0
13379,15,3972,198,0002160,5,10,0,1,3,3,2,2,2,3,1,4,0,0,0,0,0,0,0,7,1,0,0,0
13380,15,3972,198,0002160,0,1,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0
13381,15,11982,199,0002161,4,8,1,0,2,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,1,0,0,0
13382,15,3994,199,0002161,3,6,1,1,3,1,1,1,3,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0
13383,15,4469,199,0002161,7,10,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,1,0,0,0
13384,15,12556,197,0002162,5,5,1,0,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13385,15,6278,197,0002162,2,5,1,0,1,1,1,1,1,3,1,2,0,0,0,0,0,0,0,4,0,0,0,0
13386,15,7024,197,0002162,5,5,1,1,2,1,1,1,2,4,1,2,0,0,0,0,0,0,0,7,1,0,0,0
13387,15,6278,197,0002162,2,6,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,5,0,0,0,0
13388,15,6278,197,0002162,0,8,1,1,1,2,1,1,1,3,1,2,0,0,0,0,0,0,0,7,0,0,0,0
13389,15,7540,197,0002163,5,6,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13390,15,10108,197,0002163,5,6,1,0,1,1,1,1,2,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0
13391,15,3770,197,0002163,5,7,1,1,1,3,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,1
13392,15,11309,197,0002163,0,7,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,0,0,0
13393,15,10108,197,0002163,7,8,1,0,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13394,15,7311,197,0002164,0,0,1,1,1,1,1,1,1,3,2,1,0,0,0,0,0,0,0,2,1,0,0,0
13395,15,10967,197,0002164,8,7,1,0,1,1,1,1,2,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13396,15,4090,197,0002164,5,8,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13397,15,8180,197,0002164,3,5,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13398,15,8180,197,0002164,1,4,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4,0,0,0,0
13399,15,14304,197,0002165,6,5,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
13400,15,8002,197,0002165,7,8,1,0,1,1,1,1,1,2,1,2,0,0,0,0,0,0,0,3,1,0,0,0
13401,15,7152,197,0002165,4,4,1,1,2,1,1,5,2,4,2,4,0,0,0,0,0,0,0,1,0,0,0,0
13402,15,14304,197,0002165,6,6,1,0,1,1,1,1,1,3,1,3,0,0,0,0,0,0,0,5,0,0,0,0
