FOLIO,ENT,FAC_ELE,EST_DIS,UPM_DIS,PB1_01,PB1_02,PB2_1,PB2_2,PC3_1,PC3_2,PC3_3,PC3_4,PC3_5,PC3_6,PC3_7,PC3_8,PG1_2,PG1_3,PG1_4,PG1_5,PG1_6,PG1_7,PG1_8,PG2,PG3_1,PG3_2,PG3_3,PG3_4
03810,05,1459,068,0000645,4,6,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,0,0,1
03811,05,2688,068,0000646,9,10,1,0,1,1,1,1,2,5,1,1,0,0,0,0,0,0,0,1,1,0,0,0
03812,05,1792,068,0000646,1,10,1,0,2,2,1,1,1,2,1,1,0,0,0,0,0,0,0,5,1,0,0,0
03813,05,3162,068,0000646,2,10,1,0,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,5,0,0,0,0
03814,05,896,068,0000646,3,7,1,1,1,1,1,1,4,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0
03815,05,3162,068,0000646,1,2,1,0,1,1,1,4,2,5,1,1,0,0,0,0,1,0,0,3,0,0,0,0
03816,05,984,068,0000647,5,10,1,0,1,1,1,1,1,5,1,5,0,0,0,0,0,0,0,1,0,0,0,0
03817,05,837,068,0000647,6,10,1,1,1,1,1,1,2,4,1,3,0,0,0,0,0,0,0,6,0,0,0,0
03818,05,2510,068,0000647,5,9,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,4,1,0,0,0
03819,05,984,068,0000647,8,8,1,0,1,1,1,1,4,5,1,1,0,0,0,0,0,0,0,1,1,0,0,0
03820,05,837,068,0000647,4,4,1,0,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0
03821,05,1770,062,0000648,8,9,1,1,2,2,3,1,3,4,3,4,0,0,0,0,0,0,0,2,1,0,0,0
03822,05,1505,062,0000648,7,9,1,1,1,2,1,2,2,4,3,3,0,0,0,0,1,0,0,7,1,0,0,0
03823,05,1770,062,0000648,4,5,1,1,1,2,1,3,2,2,2,2,0,1,0,0,0,0,0,3,1,1,1,1
03824,05,1770,062,0000648,7,10,0,0,4,4,3,3,5,2,3,3,0,0,0,0,0,0,0,7,0,0,0,0
03825,05,752,062,0000648,10,10,1,1,1,1,1,1,1,5,1,5,0,0,0,0,0,0,0,1,1,1,0,1
03826,05,3666,062,0000649,3,5,1,1,1,3,1,1,1,4,1,4,0,0,0,0,0,0,0,6,0,0,0,0
03827,05,1466,062,0000649,8,10,1,1,2,1,1,1,1,5,1,3,0,0,0,0,0,0,0,7,1,1,0,1
03828,05,1725,062,0000649,0,0,1,0,1,1,1,1,1,3,1,4,0,0,0,0,0,0,0,3,0,0,0,0
03829,05,2200,062,0000649,6,7,1,1,1,2,1,1,1,2,1,1,0,0,0,0,0,0,0,3,1,1,1,1
03830,05,4978,061,0000650,8,9,1,0,3,2,1,2,5,5,5,4,0,0,0,0,0,0,0,7,1,0,0,1
03831,05,4232,061,0000650,7,8,1,0,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,6,0,0,0,0
03832,05,2116,061,0000650,6,9,1,1,1,5,1,1,1,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0
03833,05,2116,061,0000650,6,7,1,1,4,4,1,1,3,4,1,1,0,0,0,0,0,0,0,5,0,0,0,0
03834,05,1643,061,0000651,5,8,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
03835,05,2899,061,0000651,0,0,1,0,3,3,1,1,1,1,3,1,0,0,0,0,0,0,0,3,0,0,0,0
03836,05,966,061,0000651,3,6,1,1,2,5,3,2,3,4,5,4,0,0,0,1,0,0,0,4,1,1,0,1
03837,05,4832,061,0000651,6,8,1,1,1,5,1,1,1,1,1,1,0,0,0,0,0,0,0,5,0,0,0,0
03838,05,3286,061,0000651,5,8,1,1,2,1,2,1,2,5,3,2,0,0,0,0,0,0,0,5,0,0,0,0
03839,05,1852,061,0000652,9,9,1,1,4,4,4,4,4,5,5,1,0,0,0,0,1,1,0,7,1,0,0,0
03840,05,3704,061,0000652,7,9,1,1,1,1,3,1,4,4,1,1,0,0,0,0,0,1,0,7,1,1,1,1
03841,05,1575,061,0000652,8,8,1,1,1,1,2,5,1,4,3,3,0,0,0,0,1,1,0,4,1,0,0,0
03842,05,3704,061,0000652,6,8,1,1,2,1,5,1,1,3,3,3,0,0,0,0,0,0,0,7,1,1,0,1
03843,05,3937,061,0000652,7,8,1,1,1,1,1,2,1,4,3,2,0,0,0,0,0,0,0,7,1,0,0,0
03844,05,4554,061,0000653,6,7,1,1,3,4,1,1,3,3,3,3,0,0,0,0,0,0,0,5,1,0,0,0
03845,05,968,061,0000653,4,6,1,1,1,1,1,1,1,4,1,2,0,0,0,0,0,0,0,7,0,0,0,0
03846,05,4554,061,0000653,5,8,1,1,1,1,1,1,5,5,3,3,0,0,0,0,0,0,0,7,1,1,0,0
03847,05,2904,061,0000653,0,8,1,1,1,1,1,1,1,4,3,3,0,0,0,0,0,0,0,3,1,1,0,0
03848,05,1139,061,0000653,8,7,1,1,1,1,1,1,2,4,2,2,0,0,1,0,0,0,0,7,0,0,0,0
03848,05,2277,061,0000653,8,8,1,0,2,1,2,2,3,3,2,2,0,0,0,0,0,0,0,6,0,0,0,0
03849,05,1417,060,0000654,4,9,1,1,1,1,1,1,1,3,2,1,0,0,0,0,0,0,0,7,1,0,0,0
03850,05,2125,060,0000654,3,3,1,1,1,1,1,1,1,4,1,2,0,0,0,0,0,0,0,7,0,0,0,0
03851,05,2834,060,0000654,5,8,1,1,4,5,1,5,4,5,5,1,0,0,0,0,1,0,0,7,1,1,1,1
03852,05,2125,060,0000654,3,6,1,0,2,1,2,1,1,4,1,1,0,0,0,0,0,0,0,3,0,0,0,0
03853,05,2834,060,0000654,5,9,1,1,1,1,1,1,1,5,3,3,0,0,1,0,0,0,0,7,1,1,0,1
03854,05,1873,061,0000655,8,9,1,1,4,1,3,1,3,4,4,3,0,0,0,0,0,0,0,3,0,0,0,0
03855,05,2810,061,0000655,5,10,1,1,1,1,1,1,3,4,1,3,0,0,0,0,0,0,0,3,0,0,0,0
03856,05,796,061,0000655,10,10,1,1,1,1,1,1,4,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
03857,05,796,061,0000655,6,6,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
03858,05,1462,062,0000656,6,9,1,1,1,1,1,1,3,4,1,1,0,0,0,0,0,0,0,3,1,0,0,0
03859,05,3439,062,0000656,7,7,1,0,1,1,2,1,2,4,1,5,0,0,0,0,0,0,0,6,1,0,0,0
03860,05,1462,062,0000656,6,10,1,1,1,2,1,1,1,5,3,3,0,0,0,0,0,0,0,3,1,0,0,0
03861,05,2571,061,0000657,6,7,1,1,1,1,3,1,3,5,2,3,0,0,0,0,0,0,0,4,1,1,0,0
03862,05,6556,061,0000657,7,9,1,1,1,4,1,1,3,5,1,3,0,0,0,1,0,0,0,7,1,0,0,1
03863,05,2185,061,0000657,10,10,1,1,4,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
03864,05,2571,061,0000657,5,7,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,5,0,0,0,0
03865,05,2185,061,0000657,5,10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,0,0,0
03866,05,1925,061,0000658,7,9,1,1,4,2,3,4,2,4,1,1,0,0,0,1,1,0,0,5,1,1,1,1
03867,05,1925,061,0000658,8,10,1,1,5,1,1,1,1,5,3,3,0,0,0,0,0,0,0,7,1,1,0,1
03868,05,2265,061,0000658,8,10,1,1,2,1,1,1,2,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0
03869,05,1791,060,0000659,6,7,1,0,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
03870,05,1791,060,0000659,8,10,1,1,3,1,1,1,3,4,5,1,0,0,0,0,0,0,0,7,1,0,0,0
03871,05,2284,060,0000659,5,10,1,0,2,2,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
03872,05,2284,060,0000659,10,10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
03873,05,1791,060,0000659,5,5,1,1,2,2,2,3,4,3,1,3,0,0,0,0,0,1,0,7,1,0,0,0
03874,05,2232,060,0000660,8,9,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,7,1,0,0,0
03875,05,1897,060,0000660,0,5,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
03876,05,1488,060,0000660,7,8,1,1,5,3,2,1,1,3,3,1,0,0,0,0,0,1,0,7,1,0,0,0
03877,05,744,060,0000660,6,8,1,1,3,1,1,1,3,3,1,2,0,0,0,0,0,0,0,5,0,0,0,0
03878,05,1488,060,0000660,8,8,1,1,3,1,1,2,1,3,4,2,0,0,0,0,0,0,0,7,1,1,0,0
03879,05,2031,061,0000661,8,10,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
03880,05,2590,061,0000661,5,8,1,1,1,1,3,1,1,5,1,1,0,0,0,0,0,0,0,7,1,0,0,0
03881,05,2031,061,0000661,8,10,1,1,1,1,2,1,4,2,2,1,0,0,0,0,0,0,0,5,0,0,0,0
03882,05,7377,060,0000662,0,10,1,1,1,1,1,1,1,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0
03883,05,2108,060,0000662,6,9,1,1,1,1,5,1,1,5,1,4,0,0,0,0,0,0,0,3,0,0,0,0
03884,05,4480,060,0000662,5,8,1,0,1,1,1,1,1,5,4,3,0,0,0,0,0,0,0,6,0,0,0,0
03885,05,2108,060,0000662,2,3,1,1,1,1,1,1,2,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0
03886,05,2275,060,0000663,7,7,1,0,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0
03887,05,2275,060,0000663,6,8,1,1,1,1,1,1,5,5,2,3,0,0,0,0,0,0,0,4,1,1,0,0
03888,05,2275,060,0000663,4,8,1,0,1,1,1,1,1,4,1,2,0,0,0,0,0,0,0,2,0,0,0,0
03889,05,2275,060,0000663,5,9,1,0,2,1,1,1,1,5,2,2,0,0,0,0,0,0,0,7,0,0,0,0
03890,05,2901,061,0000664,4,6,1,1,4,1,2,4,1,5,5,4,0,0,0,0,0,0,0,7,1,0,0,1
03891,05,3699,061,0000664,8,9,1,0,3,1,1,1,1,5,3,3,0,0,0,0,0,0,0,7,1,0,0,1
03892,05,1933,061,0000665,3,7,1,0,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,4,0,0,0,0
03893,05,1643,061,0000665,1,0,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0
03894,05,2465,061,0000665,3,8,1,1,1,1,1,1,2,5,1,4,0,0,0,0,0,0,0,5,0,0,0,0
03895,05,3286,061,0000665,10,10,1,1,2,4,3,1,2,4,3,3,0,0,0,0,0,0,0,3,0,0,0,0
03896,05,1556,060,0000666,0,10,1,1,2,2,3,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
03897,05,661,060,0000666,3,7,1,0,2,1,1,1,2,5,1,1,0,0,0,0,0,0,0,2,0,0,0,0
03898,05,1323,060,0000666,7,10,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0
03899,05,3307,060,0000666,6,9,1,1,5,5,2,1,2,5,5,3,0,0,0,0,0,0,0,7,1,1,0,0
03900,05,2334,060,0000666,0,8,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0
03901,05,3788,065,0000667,7,9,1,1,5,1,4,1,1,4,1,3,0,0,0,0,0,0,0,7,1,0,0,0
03902,05,1610,065,0000667,0,9,1,0,2,2,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
03903,05,1610,065,0000667,8,9,1,1,5,5,1,1,1,5,5,1,0,0,0,0,0,0,0,7,1,0,0,0
03904,05,1610,065,0000667,0,0,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0
03905,05,1740,066,0000668,8,10,1,0,1,2,1,1,1,5,1,2,0,0,0,0,0,0,0,7,1,0,0,0
03906,05,1740,066,0000668,5,10,1,1,1,1,1,1,1,5,1,3,0,0,0,0,0,0,0,5,0,0,0,0
03907,05,1740,066,0000668,7,8,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,1,1,1,1
03908,05,3480,066,0000668,8,10,1,1,1,1,5,1,4,4,4,1,0,0,0,0,0,0,0,2,0,1,0,1
03909,05,3070,066,0000668,7,7,1,1,1,1,2,1,4,5,3,3,0,0,0,0,0,0,0,7,0,0,0,0
03910,05,1466,066,0000669,8,9,1,1,1,1,1,1,1,1,1,5,0,0,0,0,0,0,0,7,0,0,0,0
03911,05,2932,066,0000669,8,9,1,1,2,1,1,1,1,4,1,1,0,0,1,0,0,0,0,6,1,1,1,0
03912,05,1724,066,0000669,7,10,1,1,4,4,1,3,3,4,1,3,0,0,0,0,0,0,0,7,1,0,0,0
03913,05,733,066,0000669,0,5,1,1,5,5,1,1,1,4,1,2,0,0,0,0,0,0,0,7,0,0,0,0
03914,05,1466,066,0000669,5,7,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,3,1,0,0,0
03915,05,1816,067,0000670,8,8,1,1,2,2,2,2,5,3,3,3,0,0,0,0,0,0,0,3,1,0,0,0
03916,05,605,067,0000670,0,0,1,0,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,1,1,0,0,0
03917,05,1424,067,0000670,8,9,1,1,1,1,1,1,4,4,3,2,0,0,0,0,0,0,0,3,0,0,0,0
03918,05,1424,067,0000670,10,5,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,1,0,0,0
03919,05,1211,067,0000670,5,10,1,1,1,1,1,1,2,5,1,1,0,0,0,0,0,0,0,1,1,0,0,0
03920,05,1559,066,0000671,5,10,1,1,1,2,1,1,5,1,2,1,0,0,0,0,0,0,0,4,1,0,0,0
03921,05,1559,066,0000671,8,9,1,1,1,4,1,1,5,4,1,1,0,0,0,0,0,0,0,5,1,0,0,0
03922,05,2338,066,0000671,8,8,1,0,5,3,1,1,1,2,1,1,0,0,0,0,0,0,0,7,0,0,0,0
03923,05,917,066,0000671,1,9,1,0,1,2,1,1,3,4,1,1,0,0,0,0,0,0,0,5,0,0,0,0
03924,05,1561,065,0000672,7,10,1,1,1,1,1,1,1,2,1,2,0,0,0,0,0,0,0,7,1,0,0,0
03925,05,1836,065,0000672,5,5,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0
03926,05,780,065,0000672,4,6,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
03927,05,780,065,0000672,4,10,1,1,1,1,1,1,1,5,1,2,0,0,0,0,0,0,0,7,1,0,0,0
03928,05,964,065,0000673,5,5,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0
03929,05,2458,065,0000673,6,8,1,1,2,2,1,1,1,2,1,2,0,0,0,0,0,0,0,4,1,0,0,0
03930,05,1927,065,0000673,7,7,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,1,0,0,1
03931,05,2865,066,0000674,8,10,1,0,2,4,2,4,5,5,2,2,1,0,1,0,0,0,0,1,1,0,0,0
03932,05,843,066,0000674,5,5,1,0,4,1,1,4,1,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0
03933,05,2149,066,0000674,8,9,1,1,3,1,4,4,4,4,4,4,1,0,0,0,0,0,0,7,1,1,1,0
03934,05,1433,066,0000674,7,8,1,0,1,2,3,3,5,5,4,1,0,0,0,0,0,0,0,2,1,0,0,0
03935,05,2528,066,0000674,8,9,1,1,1,1,1,1,1,5,1,4,0,0,0,0,0,0,0,3,0,0,0,1
03936,05,2893,065,0000675,5,5,1,1,1,1,1,1,1,4,3,1,0,0,0,0,0,0,0,7,1,1,0,0
03937,05,820,065,0000675,10,10,1,1,1,1,1,1,3,4,2,2,0,0,0,0,0,0,0,7,1,0,0,0
03938,05,820,065,0000675,5,10,0,1,1,1,1,1,3,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0
03939,05,2460,065,0000675,7,9,1,1,1,1,2,1,3,3,1,1,1,0,0,0,1,1,0,3,1,0,1,1
03940,05,3148,066,0000676,5,8,1,1,1,3,3,1,1,4,2,3,0,0,1,0,0,0,0,5,1,0,0,1
03941,05,2361,066,0000676,9,10,1,1,1,2,1,1,5,3,1,3,0,0,0,0,0,1,0,3,0,0,0,0
03942,05,1852,066,0000676,5,7,1,0,3,1,3,3,2,3,3,2,0,0,0,0,0,0,0,7,0,0,0,0
03943,05,1852,066,0000676,5,5,1,0,2,1,1,4,3,3,1,3,0,0,0,0,1,0,0,7,1,0,0,0
03944,05,926,066,0000676,1,10,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,1,1,0,0,1
03945,05,1254,067,0000677,6,8,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,4,1,0,0,0
03946,05,1066,067,0000677,8,10,1,0,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
03947,05,533,067,0000677,3,5,1,1,1,1,1,1,1,5,5,1,0,0,0,0,0,0,0,1,1,0,0,0
03948,05,1881,067,0000677,9,10,1,1,1,1,1,3,2,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0
03949,05,1066,067,0000677,5,8,1,1,3,1,2,3,2,4,1,3,0,0,0,0,0,0,0,7,1,1,0,0
03950,05,3884,065,0000678,8,8,1,1,3,2,3,3,4,4,2,2,0,0,0,0,0,0,0,1,1,1,0,1
03951,05,4855,065,0000678,6,7,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,1,1,0,0
03952,05,2476,065,0000678,5,7,1,1,4,3,4,1,3,5,5,3,0,0,0,0,0,0,0,1,1,0,0,0
03953,05,4127,065,0000678,5,10,1,0,2,1,1,1,1,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0
03954,05,2476,065,0000678,3,7,1,0,2,1,1,1,1,4,4,1,1,0,0,0,0,0,0,7,1,0,0,0
03955,05,3612,065,0000679,2,1,1,1,1,1,1,1,1,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0
03956,05,2709,065,0000679,8,9,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0
03957,05,1806,065,0000679,5,10,1,1,1,1,5,1,5,3,1,1,0,0,0,0,0,0,0,2,0,0,0,0
03958,05,1806,065,0000679,5,8,1,0,1,3,1,1,3,4,1,1,1,0,0,0,0,0,0,2,0,0,0,0
03959,05,4812,052,0000680,3,6,1,1,1,1,3,5,2,3,4,4,0,0,0,0,0,0,0,7,0,0,0,0
03960,05,818,052,0000680,10,8,1,1,2,1,3,1,4,3,2,3,0,0,0,0,0,0,0,7,1,1,0,0
03961,05,1636,052,0000680,10,10,1,1,1,1,1,1,1,3,3,4,1,0,0,0,0,0,0,7,1,1,0,1
03962,05,1426,052,0000681,10,10,1,0,1,1,1,1,3,5,1,1,0,0,0,0,0,0,0,4,1,1,1,0
03963,05,1616,052,0000681,8,10,1,1,1,1,2,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
03964,05,2829,052,0000681,6,8,1,1,1,3,1,5,1,3,1,3,0,0,0,0,1,0,0,1,0,0,0,0
03965,05,1212,052,0000681,0,10,1,0,5,1,1,1,1,5,5,5,0,0,0,0,0,0,0,3,1,1,0,1
03966,05,2635,051,0000682,6,9,1,1,4,1,2,4,5,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0
03967,05,1317,051,0000682,7,10,1,1,2,1,1,1,4,4,1,3,0,0,0,0,0,0,0,7,1,0,1,1
03968,05,1317,051,0000682,10,10,1,1,2,1,5,1,5,5,5,1,0,0,0,0,0,0,0,2,1,0,0,0
03969,05,767,052,0000683,8,8,1,0,2,2,2,3,2,2,4,2,0,0,0,0,0,0,0,3,0,0,0,0
03970,05,1535,052,0000683,5,10,1,1,1,2,2,1,1,4,3,3,0,0,0,0,0,0,0,3,1,0,0,0
03971,05,767,052,0000683,5,9,1,0,1,1,1,1,1,5,1,3,0,0,0,0,0,0,0,7,1,1,1,0
03972,05,2008,051,0000684,8,9,1,1,3,3,2,2,3,4,1,4,0,0,0,0,0,0,0,7,1,1,0,1
03973,05,7087,051,0000684,3,9,1,1,1,1,1,4,5,5,1,3,0,0,0,0,0,0,0,4,1,0,0,0
03974,05,6185,051,0000685,7,9,1,0,1,1,1,1,5,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0
03975,05,4206,051,0000685,4,8,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,4,0,0,0,0
03976,05,2474,051,0000685,8,8,1,1,1,1,1,1,1,4,4,4,0,0,0,0,0,0,0,7,0,0,0,0
03977,05,1052,051,0000685,8,8,1,1,1,1,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,0,0
03978,05,1532,052,0000686,7,10,1,1,1,1,1,1,1,3,2,1,0,0,0,0,0,0,0,6,0,1,0,0
03979,05,1532,052,0000686,4,8,1,1,2,1,4,4,4,5,5,2,0,0,0,0,0,0,0,4,0,0,0,1
03980,05,1532,052,0000686,9,10,1,1,1,1,1,1,4,5,4,3,0,0,0,0,0,0,0,1,1,0,0,0
03981,05,1532,052,0000686,8,8,1,0,1,1,2,3,4,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0
03982,05,1952,053,0000687,8,10,1,1,2,5,1,1,1,3,2,2,0,0,0,0,0,0,0,7,0,0,0,0
03983,05,1952,053,0000687,5,10,1,1,2,1,1,1,1,3,2,3,0,1,0,0,0,0,0,7,0,0,0,1
03984,05,1974,052,0000688,9,10,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,0,7,0,1,0,0
03985,05,839,052,0000688,8,10,1,1,4,5,1,1,5,5,3,3,1,0,0,0,0,0,0,7,0,1,1,1
03986,05,1679,052,0000688,7,9,1,1,3,1,2,1,3,5,3,2,0,0,0,0,0,0,0,2,1,1,1,0
03987,05,2310,051,0000689,8,9,1,1,1,2,1,2,5,5,2,4,0,0,0,0,1,1,0,7,1,0,0,0
03988,05,4620,051,0000689,2,4,0,0,3,1,1,1,2,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0
03989,05,3928,051,0000689,0,8,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,3,0,0,0,0
03990,05,1964,051,0000689,0,9,1,1,1,2,1,1,1,3,1,1,0,0,0,0,0,0,0,7,0,0,0,0
03991,05,3928,051,0000689,0,8,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,0,0,7,0,0,0,0
03992,05,1247,051,0000690,0,0,1,0,1,1,1,1,2,4,1,2,0,0,0,0,0,0,0,7,0,0,0,0
03993,05,1060,051,0000690,0,9,1,1,3,3,1,1,1,5,1,1,0,0,0,0,0,0,0,6,1,0,0,0
03994,05,6359,051,0000690,3,5,1,0,1,1,2,1,2,5,1,1,0,0,0,0,0,0,0,7,1,0,0,0
03995,05,3740,051,0000690,7,8,1,1,1,1,1,1,1,5,5,5,0,0,0,0,0,1,0,7,0,0,0,0
03996,05,3180,051,0000690,10,10,1,0,1,2,1,1,1,5,1,1,0,0,0,0,0,0,0,7,0,0,1,0
03997,05,739,052,0000691,10,10,1,1,3,2,5,1,3,4,1,5,0,0,0,0,0,0,0,7,1,0,0,0
03998,05,1478,052,0000691,8,9,1,1,2,1,2,2,4,4,4,4,0,0,0,0,0,0,0,1,0,0,1,1
03999,05,2608,052,0000691,4,10,1,1,1,2,3,5,5,5,5,5,0,0,0,0,1,0,0,5,1,0,0,0
04000,05,2608,052,0000691,5,9,1,1,1,1,4,5,2,4,1,5,0,0,0,0,1,1,0,7,1,0,0,0
04001,05,739,052,0000691,3,8,1,1,1,1,2,2,1,3,1,2,0,0,0,0,0,0,0,7,1,1,1,0
04002,05,1714,052,0000692,0,5,1,1,2,1,2,1,1,3,1,2,0,0,0,0,0,0,0,5,0,0,0,0
04003,05,1714,052,0000692,7,10,1,0,1,1,1,1,2,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0
04004,05,2016,052,0000692,6,10,1,1,1,2,3,3,4,5,5,3,0,0,0,0,0,0,0,6,0,0,0,1
04005,05,2016,052,0000692,7,9,1,0,1,1,2,1,3,4,2,2,0,0,0,0,0,0,0,5,1,1,1,0
04006,05,1118,053,0000693,8,8,1,1,2,2,1,1,1,4,1,1,0,0,0,0,0,0,0,7,1,0,0,0
04007,05,1900,053,0000693,8,9,1,1,1,1,3,2,4,5,4,3,0,0,0,0,0,0,0,7,1,0,0,0
04008,05,3353,053,0000693,6,8,1,1,1,1,1,3,1,3,2,1,0,0,0,0,0,0,0,7,1,0,0,0
04009,05,2850,053,0000693,7,8,1,1,4,2,2,1,1,5,3,4,0,0,0,0,0,0,0,7,1,0,0,0
04010,05,2230,053,0000694,5,9,1,1,1,3,4,4,5,5,5,4,0,0,0,0,0,0,0,5,1,0,0,1
04011,05,5575,053,0000694,0,0,1,0,1,3,1,1,2,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0
04012,05,2230,053,0000694,2,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,7,0,0,0,0
04013,05,1115,053,0000694,9,9,1,0,1,3,3,1,1,4,3,1,0,0,0,1,0,0,0,4,1,0,0,0
04014,05,2031,052,0000695,9,10,1,1,1,1,2,1,2,2,1,1,0,0,0,0,1,0,0,6,0,0,0,0
04015,05,1727,052,0000695,5,5,1,1,3,1,3,1,2,3,4,3,0,0,0,0,0,0,0,7,1,0,0,0
04016,05,3454,052,0000695,4,7,0,0,1,1,1,1,3,4,1,1,0,0,0,0,0,0,0,3,0,0,0,0
04017,05,1727,052,0000695,2,8,1,1,1,1,1,1,3,4,1,2,0,0,0,0,0,0,0,4,1,0,0,0
04018,05,2277,051,0000696,8,8,1,1,1,1,2,1,2,4,1,3,0,0,0,0,0,0,0,6,0,0,0,0
04019,05,4017,051,0000696,0,10,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,6,1,0,0,0
04020,05,1339,051,0000696,4,6,1,1,1,2,1,1,1,1,1,2,0,0,0,0,0,0,0,4,0,0,0,0
04021,05,3415,051,0000696,3,5,1,1,3,3,2,1,3,4,1,3,0,0,0,0,0,0,0,5,0,0,0,0
04022,05,2061,053,0000697,9,10,1,1,3,1,1,1,1,4,1,2,0,0,0,0,0,1,0,4,1,0,0,0
04023,05,876,053,0000697,8,7,1,1,1,4,4,2,2,5,2,2,0,0,0,0,0,0,0,7,0,0,0,1
04023,05,1030,053,0000697,3,3,1,1,2,2,2,2,2,2,4,2,0,0,0,0,0,0,0,2,1,0,0,0
04024,05,3504,053,0000697,10,10,1,1,3,1,2,2,5,5,1,3,0,0,0,0,0,0,0,7,1,0,0,1
04025,05,1030,053,0000697,8,10,1,1,2,1,1,1,2,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0
04026,05,1030,053,0000697,8,9,1,1,1,1,3,2,2,3,2,4,0,0,0,0,0,0,0,7,1,0,0,0
04027,05,969,053,0000698,5,5,1,0,1,2,4,2,2,4,4,3,0,0,1,1,0,0,0,1,1,1,0,0
04028,05,969,053,0000698,10,10,1,1,1,1,1,1,1,3,1,1,0,0,0,0,0,0,0,7,1,0,0,0
04029,05,969,053,0000698,4,9,1,1,1,1,1,1,1,2,1,1,0,0,0,0,0,0,0,7,1,0,0,0
04030,05,4560,053,0000698,8,9,1,1,3,3,2,3,2,3,4,4,0,0,0,0,0,0,0,7,1,1,1,1
