conf_gente,conf_conoce,cuenta_fami,cuenta_no_fami,f_reun_soc,f_reun_iglesia,f_reun_comp_esc,f_reun_depor,f_reun_comp_trab,f_reun_familiares,f_reun_ami_parej,f_reun_otr_ami,p_vecinos_padres,p_ong,p_voluntariado,p_autoayuda,p_org_depor,p_sindicato,p_filantropia,p_vecinos_nombre,apoyo_no_famil,donativo_org_apoyo,donativo_org_amb,trab_volun,asist_iglesia,org_iglesia,cluster,ENTIDAD,income
0.5463063313947024,0.8286904213898498,0.9396236139585583,0.7187859466750073,0.052855315509844,0.06903008532123533,0.07035079278816829,0.11095917029229095,0.14338456486793444,0.5146904026858888,0.10613874390432716,0.12604495393110499,0.02366778440152001,0.007506523006391559,0.010194697842705923,0.025212939400205536,0.06028390534548814,0.04949171986038532,0.0022746094768813846,0.5652409745594957,0.4919869113837502,0.18321776710035612,0.07781990787260108,0.16761762453460907,0.5362467177146254,0.0814422416489412,4,Aguascalientes,58303.33414728008
0.4646981836460715,0.8281632174536716,0.9529593910340896,0.7739591826100816,0.06489840862139779,0.08350982964402405,0.06577271668434184,0.06878375396158869,0.1417884772174169,0.5202707673068553,0.12209738918279399,0.10692917874810733,0.03277735718357864,0.001085413997511172,0.021763067878795308,0.01940412189126397,0.04713639205781927,0.031499610737514484,0.0008574502387680915,0.4750412250427576,0.5961980242630066,0.22480828056323524,0.08608524541926942,0.1357913062668195,0.3309347970011463,0.09336284474250439,4,Baja California Sur,67820.5638907686
0.47149657190270317,0.8109559369404777,0.9537901218393816,0.8182680466395913,0.054276605965326,0.041851609240578194,0.04933839905672737,0.09810908773308878,0.17222411459015677,0.4067216909035329,0.0995309838857592,0.11491855539543211,0.023990567273680072,0.014398882047250972,0.019637538757150966,0.02311716668850168,0.07568540110921874,0.08125944364382724,0.0007458840997423468,0.4934748242281322,0.3026088475479279,0.14258963273505393,0.05276911655530809,0.13122669112188304,0.4074990174243417,0.05733700161579108,3,Baja California,64265.86441385226
0.4630166991314011,0.7923102740044996,0.9418734052000315,0.7597261721428491,0.051926446099173476,0.13358662784815817,0.06090148652619848,0.0740661638245973,0.15307992105689974,0.4332315765977708,0.10922924491791748,0.08891376156807076,0.02676453726914041,0.006126280055305133,0.009450369102351431,0.012000443211872939,0.05579330910655873,0.058425281062166885,0.0,0.6449615963335459,0.552779950122606,0.16804474512908546,0.08465828525180376,0.16861803005169199,0.4546807830718758,0.16693832128685604,4,Campeche,47275.789246440974
0.5458676936142149,0.8282302194851692,0.9660050825429662,0.7453750056416412,0.08284508191662898,0.09790342799930365,0.07792925520205365,0.11284479638050728,0.1910259681286423,0.5939957280111856,0.13727287213416145,0.14011211437655952,0.03308304403611756,0.015739948437702926,0.032717834125619315,0.018453462678126184,0.07008806486643818,0.041020027135142405,0.0029866157245663303,0.5520265235424532,0.5279438543876309,0.18515221377997323,0.0980724469616654,0.17458139022932234,0.41136406131842157,0.09076456441464635,4,Coahuila,55670.65300160751
0.5373295715353015,0.8418220264926355,0.9424821337000382,0.796885953371886,0.07754771228775066,0.09234202656945914,0.0635984581493567,0.11663942628098634,0.20698787914871714,0.5234206498128384,0.13460271610012425,0.14057383424913525,0.03617625649880059,0.008608089914399248,0.027885064138144285,0.023867187274930715,0.052606914512563545,0.09837076245551431,0.007882106427642685,0.5297182684717664,0.6137748644542736,0.2179448521432838,0.08172499822345311,0.2198001432761061,0.5641583104943025,0.10705375542807098,4,Colima,56297.27793908776
0.4265861436271237,0.7562757812116018,0.9576938312577081,0.7003867202083687,0.0795238794276632,0.24945390133019904,0.08027154066714037,0.12110745001948085,0.18551731029438714,0.5413799736805016,0.17815136608482326,0.12381816956774634,0.06484537213316507,0.018701295826800385,0.029875853080823255,0.027927116537179466,0.09319823568873206,0.04962817117243503,0.0015825550484710375,0.7125592440972357,0.5029289637193884,0.15978370228695804,0.09856206223002252,0.30357487532740696,0.6164247210592118,0.2558283887981663,1,Chiapas,29167.588694192684
0.5024263394997408,0.8660315255045143,0.9495782104090104,0.729473788491309,0.03362380975684088,0.07964011319867417,0.06500727881957002,0.07188028281367058,0.1398257459745681,0.4927937895893982,0.09542793053551343,0.09776375724748822,0.02100334320420043,0.012811040729958778,0.020877222088939655,0.010043935503969235,0.04672130854038879,0.044227929898939984,0.003561230607883883,0.5528926892323999,0.5532408153391922,0.21894108393340328,0.06296905019660173,0.12021013289664395,0.41865605817008206,0.0821088246188417,4,Chihuahua,60263.3282113206
0.5360572422953918,0.8370055340067875,0.939484967987925,0.720995500930158,0.025585490988728015,0.041735844079931556,0.045200535797809534,0.0678685607726486,0.13443059747491032,0.355734288321586,0.06470465458979448,0.1063575137148704,0.03397214052566079,0.011914348350164097,0.026544987066082288,0.023507653895179663,0.042595031743840814,0.03649326257166184,0.004849590467850735,0.6434031710870358,0.45366198355836135,0.11257817210688462,0.060637832980623994,0.09261707724194893,0.34805063591063556,0.06471052221286507,3,CDMX,67356.70117965728
0.48453371152593044,0.7815668623688308,0.9406303952998859,0.7386197655651726,0.07264494777696315,0.09887594266108729,0.07209282790578568,0.10719117782582209,0.16607145915413932,0.47840575183312767,0.09850976567119264,0.11968034135198416,0.014879508197389786,0.0068839643022289496,0.025413824853223375,0.024607256828711538,0.08134430178855848,0.0763556500130894,0.004522979033309058,0.6145950482105852,0.5663216665049181,0.21976083504664476,0.08625629290244605,0.19605801091680441,0.47724034666929815,0.09908635171095995,4,Durango,50361.290953705255
